walk,l1,l2,x0,x1,x2,x3
736,78,42.941821,-24,26,4,-24
737,136,77.974355,-60,20,-44,12
738,146,84.923495,54,-34,-56,-2
739,54,33.526109,28,0,14,-12
740,22,15.362291,14,-6,2,0
741,100,51.691392,-26,30,14,-30
742,110,63.906181,-36,0,42,-32
743,152,88.317609,-46,32,-6,-68
744,76,44.988888,2,-18,-20,36
745,126,71.133677,20,-54,-12,40
746,102,57.723479,16,24,-14,-48
747,66,38.522721,0,-22,26,-18
748,90,61.416610,-58,14,-14,-4
749,68,45.166359,-6,2,20,40
750,62,38.626416,34,-8,4,16
751,76,59.126982,58,-10,4,-4
752,42,28.213472,-10,26,4,-2
753,86,50.793700,2,24,-40,20
754,142,73.293929,-50,36,-26,-30
755,114,62.833112,-26,50,14,-24
756,74,39.849718,22,16,-8,28
757,120,66.873014,-30,20,-54,-16
758,162,89.866568,66,32,-50,14
759,102,59.899917,8,14,-32,48
760,140,76.628976,50,-26,-50,-14
761,158,90.399115,8,-70,38,-42
762,160,86.579443,48,-18,32,62
763,56,33.226495,-10,-18,-2,26
764,86,44.045431,-16,-24,28,18
765,130,72.856022,-18,30,-22,-60
766,92,52.076866,-18,16,-14,44
767,136,69.166466,-26,-30,-42,-38
768,128,80.399005,-60,52,12,4
769,84,47.833043,-18,22,-6,38
770,128,66.030296,36,42,20,30
771,76,43.358967,-12,-26,-6,32
772,102,54.662601,42,22,16,22
773,126,65.329932,40,30,-18,-38
774,38,21.447611,-18,8,-6,6
775,142,98.650900,16,8,-24,94
776,114,61.806149,-14,32,22,46
777,56,31.112698,-22,-18,-4,12
778,110,62.577951,-50,-32,14,-14
779,74,40.938979,6,16,-22,30
780,118,60.893349,26,-42,22,28
781,78,48.785244,-40,-10,2,-26
782,80,40.987803,26,22,-14,-18
783,118,71.414284,-62,-30,-10,-16
784,106,72.746134,-2,64,-6,34
785,112,63.937469,42,-32,2,-36
786,60,42.142615,-38,2,-18,2
787,72,49.152823,-14,-2,-10,46
788,78,45.650849,-32,-24,0,-22
789,92,54.990908,20,-8,-48,-16
790,100,54.184869,24,14,42,20
791,70,43.220366,18,-8,-6,-38
792,72,37.416574,16,-26,18,12
793,128,65.238026,24,28,40,-36
794,186,106.075445,46,84,-12,-44
795,78,41.424630,24,26,20,8
796,108,68.058798,-2,56,14,-36
797,46,26.758176,-18,2,-8,18
798,106,55.533774,-18,-26,40,-22
799,154,80.224684,-20,40,44,50
800,80,46.303348,-28,-28,0,24
801,92,57.341085,14,18,-52,8
802,84,46.130250,-16,-32,-8,28
803,68,40.099875,32,-22,6,8
804,92,52.383203,-12,-10,-30,-40
805,42,27.495454,-4,22,-16,0
806,42,25.845696,-6,12,-22,2
807,50,31.559468,8,12,-28,2
808,194,110.761004,34,94,-26,-40
809,128,73.484692,34,-44,48,2
810,60,34.756294,6,18,-28,8
811,64,38.781439,0,28,12,24
812,80,51.613952,-38,-8,34,0
813,44,25.455844,-20,12,10,-2
814,102,60.959003,-40,44,12,-6
815,52,30.594117,-10,2,16,24
816,106,57.861905,14,-36,-40,16
817,186,105.432443,10,80,46,50
818,110,63.843559,54,-10,24,-22
819,78,41.617304,28,-22,-8,20
820,102,52.268537,-30,-26,-16,30
821,174,104.249700,-12,-20,-60,82
822,192,112.178429,-96,-38,-40,-18
823,82,53.178943,-32,6,2,-42
824,122,70.512410,42,42,38,0
825,76,50.199602,-8,-46,4,18
826,52,26.981475,8,-18,-14,-12
827,78,41.133928,12,-26,-26,-14
828,28,19.390719,-4,0,18,6
829,90,50.872389,14,42,-22,-12
830,114,70.908392,-20,2,-32,60
831,68,38.262253,2,22,20,24
832,100,58.309519,-2,28,26,-44
833,132,76.472217,58,-8,-22,-44
834,58,30.000000,-18,16,-16,-8
835,134,82.631713,-74,26,-10,-24
836,80,59.933296,4,-14,4,-58
837,68,47.244047,-16,-44,-6,-2
838,98,80.870266,-80,6,10,2
839,74,45.912961,-10,42,10,12
840,60,34.756294,6,-28,18,8
841,74,40.743098,-30,6,-20,18
842,106,61.935450,14,54,18,-20
843,102,55.964274,-14,44,18,26
844,54,33.882149,-14,-4,6,30
845,52,26.832816,-14,-10,10,-18
846,70,52.115257,-14,4,50,-2
847,48,35.440090,34,-6,8,0
848,100,70.767224,0,-52,0,48
849,126,71.916618,-16,58,-36,-16
850,78,46.861498,18,0,24,36
851,44,25.455844,-16,2,-8,-18
852,138,77.743167,-38,-30,-10,-60
853,84,47.074409,-16,30,-6,32
854,34,20.493902,-12,4,-16,2
855,84,47.833043,34,14,30,-6
856,76,42.614552,-24,4,-18,-30
857,138,79.924965,52,22,-56,-8
858,118,66.121101,-12,18,-48,40
859,84,44.810713,-20,16,14,-34
860,130,78.714675,48,-6,-16,-60
861,74,39.242834,20,-26,8,20
862,112,67.349833,14,52,-6,-40
863,128,65.543878,-38,34,36,-20
864,42,26.000000,-2,20,-16,4
865,120,74.242845,-44,4,-58,14
866,112,64.311741,54,12,-26,-20
867,94,49.274740,-14,26,34,20
868,106,62.257530,4,40,18,-44
869,98,55.821143,-18,-24,10,46
870,120,72.277244,-16,14,26,-64
871,60,34.058773,-12,26,4,-18
872,72,47.074409,12,-10,-44,-6
873,78,49.517674,10,44,4,-20
874,142,71.246053,32,40,36,-34
875,130,72.083285,10,-34,-54,-32
876,104,53.216539,-34,26,-18,-26
877,92,54.332311,32,-22,38,0
878,84,50.675438,6,-32,-8,-38
879,54,37.788887,-36,-4,4,10
880,146,86.510115,28,6,70,-42
881,64,34.058773,-14,-24,-8,-18
882,40,23.151674,6,8,20,6
883,94,53.702886,-40,4,-22,28
884,142,90.664216,-28,-26,-82,-6
885,70,38.000000,-30,12,12,16
886,76,45.166359,-2,22,-16,-36
887,150,81.264999,-56,-34,14,46
888,118,73.945926,26,-6,20,66
889,118,63.906181,-10,44,-32,32
890,70,36.386811,18,-18,10,-24
891,122,66.241981,-28,-34,-48,12
892,108,55.785303,-34,26,-32,16
893,134,79.422919,64,-30,-4,-36
894,78,39.949969,-26,20,14,18
895,136,70.484041,-34,-36,20,-46
896,88,52.076866,-8,-28,10,-42
897,112,64.436015,-42,28,-40,2
898,114,63.087241,34,-6,-32,42
899,152,82.121861,-36,26,-26,-64
900,140,83.090312,72,12,-26,-30
901,84,49.234135,-14,-42,-8,20
902,52,39.089641,38,-8,-4,2
903,162,86.833173,14,-52,44,-52
904,54,33.763886,10,-16,0,-28
905,32,22.978251,2,-2,22,6
906,92,57.341085,4,-38,42,-8
907,160,88.136258,28,-48,-18,-66
908,96,73.972968,4,16,72,4
909,170,88.475985,-28,-40,-62,-40
910,146,76.602872,-54,-22,-38,32
911,64,34.409301,-8,-24,-12,-20
912,66,39.446166,-8,-4,24,-30
913,150,86.925255,-48,0,56,-46
914,84,46.389654,38,14,-16,16
915,128,85.369784,12,-32,6,-78
916,80,53.291650,-48,-22,4,6
917,48,30.331502,10,26,0,-12
918,30,20.880613,-2,4,20,-4
919,124,65.787537,32,-26,-18,48
920,82,52.497619,44,-26,0,12
921,46,25.059928,16,16,-10,4
922,68,38.052595,16,30,16,6
923,48,32.124757,30,10,-4,4
924,58,34.117444,30,8,-10,10
925,86,55.027266,12,-24,2,-48
926,112,65.604878,-26,6,-26,-54
927,162,87.338422,38,64,-18,-42
928,98,56.885851,-16,-48,-24,10
929,114,72.636079,12,66,26,-10
930,60,30.066593,-14,14,-16,-16
931,134,89.420356,2,78,12,-42
932,94,54.442630,24,28,40,-2
933,142,78.562077,58,14,44,-26
934,38,26.907248,12,0,-2,24
935,94,57.654141,14,-18,-10,-52
936,128,80.000000,-24,-24,-72,-8
937,72,43.358967,-38,12,-6,16
938,34,19.697716,-16,-8,2,8
939,144,80.548122,-24,-66,-20,-34
940,58,33.045423,-8,12,10,-28
941,72,39.293765,-28,18,6,-20
942,110,61.870833,-8,48,26,28
943,76,41.472883,26,-28,-8,14
944,84,50.833060,10,44,22,8
945,112,62.928531,-20,-48,-34,10
946,146,86.602540,-56,62,6,22
947,102,57.445626,12,32,44,14
948,96,48.744230,22,28,-18,-28
949,114,71.972217,66,-10,20,-18
950,138,83.976187,8,18,-70,-42
951,72,48.579831,-6,-8,-12,-46
952,30,17.320508,2,8,14,6
953,70,39.648455,16,32,-6,16
954,60,41.472883,-2,-16,-38,-4
955,38,19.697716,-8,8,14,8
956,92,64.683847,0,60,-10,-22
957,66,36.496575,-28,-16,-6,16
958,94,59.295868,-46,36,-2,-10
959,70,41.133928,-34,14,-18,-4
960,56,31.496031,-16,-4,12,-24
961,84,54.184869,2,-12,48,-22
962,176,92.303846,54,-20,-50,-52
963,128,65.053824,-40,34,24,-30
964,58,34.117444,-30,-10,8,10
965,84,53.888774,-20,-48,-2,14
966,84,50.990195,2,-24,-42,16
967,144,83.904708,48,0,-40,56
968,144,89.710646,-38,-78,6,22
969,156,92.994624,10,-68,60,-18
970,152,81.141851,-60,-22,30,40
971,24,15.748016,0,-2,-10,-12
972,94,66.543219,-22,10,-62,0
973,86,50.000000,24,32,0,30
974,120,64.311741,26,48,-30,16
975,100,52.000000,24,-36,-16,-24
976,90,54.442630,46,16,24,-4
977,54,34.698703,-8,-32,4,10
978,150,77.123278,28,50,30,42
979,208,119.699624,-28,74,88,-18
980,84,52.990565,18,12,-6,-48
981,102,62.064483,40,-10,46,6
982,68,37.629775,26,18,-4,20
983,80,41.856899,-20,-30,14,16
984,56,34.641016,14,2,10,-30
985,186,96.685056,-52,28,64,-42
986,112,63.812225,52,22,-10,28
987,114,63.655322,14,36,16,-48
988,56,33.823069,-28,-10,2,16
989,120,63.874878,22,-34,-18,-46
990,86,54.147945,42,-32,12,0
991,106,57.861905,16,-46,-20,-24
992,96,57.341085,4,16,30,46
993,62,38.314488,-34,-10,-4,-14
994,108,55.785303,20,38,22,28
995,126,76.341339,-12,38,64,-12
996,64,41.279535,-38,-10,-4,12
997,136,72.277244,18,-30,-36,52
998,120,62.801274,24,24,-46,-26
999,96,53.216539,-6,26,26,38
