walk,n_minus,n_zero,n_plus,m_over_n
827,71767,408,27825,0.7197100000
828,56438,473,43089,0.5667450000
829,97607,121,2272,0.9766750000
830,79091,298,20611,0.7924000000
831,62574,266,37160,0.6270700000
832,67876,438,31686,0.6809500000
833,99764,12,224,0.9977000000
834,45968,359,53673,0.5385250000
835,73837,411,25752,0.7404250000
836,24516,612,74872,0.7517800000
837,99923,3,74,0.9992450000
838,98370,55,1575,0.9839750000
839,86665,351,12984,0.8684050000
840,33643,168,66189,0.6627300000
841,93495,166,6339,0.9357800000
842,38311,324,61365,0.6152700000
843,28563,129,71308,0.7137250000
844,433,109,99458,0.9951250000
845,99583,64,353,0.9961500000
846,98242,148,1610,0.9831600000
847,85650,389,13961,0.8584450000
848,3937,135,95928,0.9599550000
849,36872,666,62462,0.6279500000
850,64339,513,35148,0.6459550000
851,139,21,99840,0.9985050000
852,93787,151,6062,0.9386250000
853,96510,154,3336,0.9658700000
854,94630,132,5238,0.9469600000
855,98569,97,1334,0.9861750000
856,56395,298,43307,0.5654400000
857,66540,416,33044,0.6674800000
858,87591,531,11878,0.8785650000
859,22325,474,77201,0.7743800000
860,89460,125,10415,0.8952250000
861,95823,178,3999,0.9591200000
862,10301,161,89538,0.8961850000
863,8932,214,90854,0.9096100000
864,92335,223,7442,0.9244650000
865,99342,17,641,0.9935050000
866,8567,334,91099,0.9126600000
867,23409,519,76072,0.7633150000
868,99446,77,477,0.9948450000
869,10220,237,89543,0.8966150000
870,20612,449,78939,0.7916350000
871,97298,58,2644,0.9732700000
872,3555,76,96369,0.9640700000
873,7877,337,91786,0.9195450000
874,99159,125,716,0.9922150000
875,53891,538,45571,0.5416000000
876,98002,105,1893,0.9805450000
877,6119,172,93709,0.9379500000
878,19836,315,79849,0.8000650000
879,99856,31,113,0.9987150000
880,10134,346,89520,0.8969300000
881,33324,396,66280,0.6647800000
882,1317,206,98477,0.9858000000
883,17,9,99974,0.9997850000
884,42866,286,56848,0.5699100000
885,99940,20,40,0.9995000000
886,96276,176,3548,0.9636400000
887,99075,96,829,0.9912300000
888,0,0,100000,1.0000000000
889,32095,402,67503,0.6770400000
890,9737,211,90052,0.9015750000
891,87034,186,12780,0.8712700000
892,92312,337,7351,0.9248050000
893,42563,401,57036,0.5723650000
894,36203,381,63416,0.6360650000
895,70052,287,29661,0.7019550000
896,15784,226,83990,0.8410300000
897,90956,140,8904,0.9102600000
898,14911,42,85047,0.8506800000
899,99361,96,543,0.9940900000
900,94551,173,5276,0.9463750000
901,98738,144,1118,0.9881000000
902,3512,191,96297,0.9639250000
903,84166,423,15411,0.8437750000
904,24834,483,74683,0.7492450000
905,7848,111,92041,0.9209650000
906,5755,262,93983,0.9411400000
907,74546,29,25425,0.7456050000
908,93144,62,6794,0.9317500000
909,88783,139,11078,0.8885250000
910,68629,158,31213,0.6870800000
911,9099,269,90632,0.9076650000
912,76818,121,23061,0.7687850000
913,79838,310,19852,0.7999300000
914,94187,103,5710,0.9423850000
915,59923,77,40000,0.5996150000
916,88789,266,10945,0.8892200000
917,48250,317,51433,0.5159150000
918,94465,173,5362,0.9455150000
919,69147,293,30560,0.6929350000
920,27970,404,71626,0.7182800000
921,37439,260,62301,0.6243100000
922,4919,156,94925,0.9500300000
923,96101,64,3835,0.9613300000
924,92068,293,7639,0.9221450000
925,21447,258,78295,0.7842400000
926,64222,207,35571,0.6432550000
927,91192,405,8403,0.9139450000
928,98418,50,1532,0.9844300000
929,82581,265,17154,0.8271350000
930,1093,84,98823,0.9886500000
931,105,27,99868,0.9988150000
932,11603,285,88112,0.8825450000
933,24169,431,75400,0.7561550000
934,99484,87,429,0.9952750000
935,60185,407,39408,0.6038850000
936,91086,134,8780,0.9115300000
937,6256,152,93592,0.9366800000
938,99356,118,526,0.9941500000
939,5887,235,93878,0.9399550000
940,75443,504,24053,0.7569500000
941,6591,221,93188,0.9329850000
942,76847,210,22943,0.7695200000
943,30569,506,68925,0.6917800000
944,87182,627,12191,0.8749550000
945,97453,114,2433,0.9751000000
946,5165,292,94543,0.9468900000
947,3021,142,96837,0.9690800000
948,30549,216,69235,0.6934300000
949,49432,299,50269,0.5041850000
950,77744,731,21525,0.7810950000
951,49425,211,50364,0.5046950000
952,11395,343,88262,0.8843350000
953,2578,163,97259,0.9734050000
954,16043,166,83791,0.8387400000
955,99913,26,61,0.9992600000
956,6226,233,93541,0.9365750000
957,67092,597,32311,0.6739050000
958,35441,550,64009,0.6428400000
959,45106,262,54632,0.5476300000
960,1316,34,98650,0.9866700000
961,12573,280,87147,0.8728700000
962,56909,387,42704,0.5710250000
963,23423,354,76223,0.7640000000
964,98874,73,1053,0.9891050000
965,14058,85,85857,0.8589950000
966,45153,669,54178,0.5451250000
967,91798,270,7932,0.9193300000
968,86896,399,12705,0.8709550000
969,51314,329,48357,0.5147850000
970,12418,124,87458,0.8752000000
971,1679,137,98184,0.9825250000
972,97815,66,2119,0.9784800000
973,68219,302,31479,0.6837000000
974,64009,183,35808,0.6410050000
975,99056,21,923,0.9906650000
976,34186,411,65403,0.6560850000
977,71686,531,27783,0.7195150000
978,66711,643,32646,0.6703250000
979,21215,192,78593,0.7868900000
980,59519,429,40052,0.5973350000
981,2179,83,97738,0.9777950000
982,99209,48,743,0.9923300000
983,28163,790,71047,0.7144200000
984,48894,779,50327,0.5071650000
985,94056,164,5780,0.9413800000
986,40389,884,58727,0.5916900000
987,79121,451,20428,0.7934650000
988,199,37,99764,0.9978250000
989,171,46,99783,0.9980600000
990,32130,258,67612,0.6774100000
991,38318,249,61433,0.6155750000
992,95427,161,4412,0.9550750000
993,83318,138,16544,0.8338700000
994,361,25,99614,0.9962650000
995,90743,217,9040,0.9085150000
996,8697,55,91248,0.9127550000
997,97777,180,2043,0.9786700000
998,97317,36,2647,0.9733500000
999,2897,115,96988,0.9704550000
