walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7
773,867,62,1,0,26,6,0,0
774,25,211,0,2,211,473,11,11
775,0,804,0,0,0,125,0,49
776,4,622,30,255,6,2,0,45
777,163,315,5,0,62,303,11,7
778,477,2,8,0,437,13,8,9
779,26,273,98,229,26,59,98,50
780,739,188,0,1,16,2,0,4
781,1,0,443,369,3,0,118,2
782,89,69,6,0,675,69,6,0
783,148,63,270,57,214,111,35,0
784,476,16,444,22,0,0,0,0
785,31,154,0,1,661,68,14,18
786,0,0,3,5,1,13,8,947
787,107,65,26,0,390,346,1,0
788,30,0,15,8,25,388,27,437
789,88,2,725,75,1,0,9,7
790,3,123,0,836,1,0,0,0
791,0,0,250,406,11,31,36,162
792,46,46,265,0,277,51,226,4
793,3,54,0,16,0,4,529,358
794,0,18,539,327,1,20,0,12
795,0,0,0,0,485,0,468,3
796,5,53,257,312,11,2,53,220
797,69,0,46,30,429,9,238,76
798,0,256,0,703,0,0,0,0
799,0,0,22,78,442,299,77,29
800,0,0,0,99,25,47,71,693
801,10,0,423,0,1,0,521,0
802,2,0,24,552,0,0,1,399
803,0,0,497,12,0,0,410,3
804,113,0,72,218,25,0,397,100
805,123,273,70,130,20,171,2,63
806,48,598,0,52,0,39,0,172
807,2,132,0,557,99,48,59,16
808,404,57,277,188,1,0,0,0
809,1,8,79,800,0,0,16,11
810,0,9,2,392,0,294,1,255
811,121,8,10,32,350,0,264,126
812,2,0,917,0,2,0,65,1
813,0,1,1,9,113,624,8,130
814,140,499,0,290,0,1,0,0
815,0,11,29,48,25,0,835,5
816,731,194,0,0,29,24,0,0
817,29,0,618,289,0,0,13,6
818,75,37,306,60,106,80,117,134
819,241,14,74,0,239,14,327,7
820,255,377,32,1,11,192,25,1
821,1,7,3,1,625,333,0,3
822,0,0,1,2,10,0,100,858
823,350,591,0,3,0,8,0,1
824,162,4,594,181,0,0,0,0
825,0,0,964,20,0,0,0,1
826,93,61,506,188,0,0,13,44
827,294,665,1,2,0,0,0,0
828,0,0,0,0,539,332,19,63
829,0,311,0,546,0,13,0,63
830,114,577,4,229,0,0,0,0
831,6,35,5,852,0,7,2,32
832,19,0,9,0,487,0,444,0
833,0,37,442,56,5,3,353,13
834,124,21,0,0,650,101,3,1
835,0,739,0,130,0,25,1,48
836,141,12,420,7,77,222,22,4
837,0,0,0,170,159,14,22,581
838,4,0,2,0,560,148,67,137
839,90,33,0,1,510,276,11,3
840,328,73,19,78,306,31,19,35
841,0,647,0,300,0,0,0,31
842,313,165,133,18,74,230,0,0
843,206,86,262,236,20,0,32,76
844,4,0,33,619,20,0,30,254
845,25,0,0,0,85,734,83,10
846,428,0,320,2,69,2,108,20
847,136,575,116,89,5,0,16,6
848,11,0,39,0,81,552,46,190
849,96,157,4,566,19,35,1,46
850,14,18,661,22,171,0,76,0
851,55,87,0,0,0,841,0,0
852,6,47,0,11,37,738,0,77
853,18,0,329,0,21,1,533,1
854,420,0,538,0,5,0,2,0
855,0,1,0,0,21,966,0,0
856,0,30,6,45,0,509,5,357
857,4,250,1,649,0,1,0,16
858,2,1,0,0,19,302,354,274
859,0,0,1,0,699,0,274,0
860,161,314,0,0,243,151,0,3
861,5,10,5,205,9,55,57,552
862,360,54,238,0,151,62,39,0
863,279,39,1,0,224,403,0,0
864,125,31,155,295,0,122,12,153
865,63,0,108,0,11,0,794,0
866,213,59,482,38,19,0,55,0
867,1,1,746,189,0,3,4,11
868,0,0,0,0,119,159,558,104
869,0,0,44,888,1,0,0,33
870,0,0,8,1,366,0,565,23
871,36,495,2,381,12,25,0,0
872,1,4,1,1,7,941,7,13
873,792,0,0,0,50,2,111,13
874,35,472,22,262,61,40,0,15
875,272,74,39,182,103,10,37,175
876,9,59,166,15,176,95,341,15
877,391,426,65,18,18,4,0,1
878,4,1,399,6,9,4,510,14
879,2,12,854,102,0,0,0,0
880,16,11,0,0,72,10,262,576
881,344,318,121,36,13,65,1,28
882,341,23,400,35,13,110,0,6
883,0,8,14,428,0,0,165,342
884,59,334,0,71,2,482,0,0
885,308,52,513,15,28,3,2,1
886,0,601,81,63,0,185,0,12
887,303,18,1,7,147,425,7,11
888,4,0,749,75,21,14,30,27
889,6,33,4,20,719,156,0,12
890,1,8,0,578,0,48,0,317
891,127,539,150,43,14,27,0,7
892,12,8,0,64,0,638,0,236
893,0,123,0,346,50,278,1,129
894,160,0,17,0,615,17,124,0
895,349,560,8,0,21,16,1,3
896,0,0,0,31,6,483,0,452
897,487,47,16,230,39,40,13,46
898,209,487,1,20,117,29,22,1
899,115,59,127,258,5,169,2,177
900,2,0,1,0,0,0,14,975
901,94,1,249,0,10,3,446,89
902,34,352,382,48,63,0,61,0
903,124,77,10,291,127,16,28,213
904,440,521,0,1,5,0,0,0
905,269,86,14,0,293,111,120,2
906,46,16,136,0,481,2,245,0
907,0,2,474,130,1,70,9,259
908,365,73,45,21,211,26,105,62
909,0,0,1,9,687,95,114,45
910,139,14,1,13,56,562,0,161
911,105,1,333,3,30,9,259,192
912,141,0,0,0,447,362,0,1
913,228,26,264,0,261,84,49,0
914,0,526,6,17,0,328,26,47
915,405,392,84,4,21,28,5,0
916,2,4,72,50,0,92,236,503
917,0,0,0,0,0,0,112,873
918,62,44,4,5,760,66,0,0
919,228,137,25,505,0,20,0,12
920,29,220,21,372,10,70,0,200
921,301,2,390,0,24,18,116,31
922,506,22,1,0,62,295,26,17
923,0,136,10,126,4,564,4,80
924,0,8,99,380,55,0,233,147
925,629,150,161,0,0,0,1,0
926,13,568,18,191,15,65,3,34
927,100,377,0,3,46,370,0,0
928,562,25,391,0,4,2,0,0
929,0,0,10,75,0,0,573,251
930,1,60,2,202,45,233,174,170
931,3,76,196,351,0,0,154,144
932,737,18,163,8,2,0,1,0
933,2,54,8,13,22,2,85,764
934,0,8,0,3,0,84,0,878
935,186,13,255,3,242,1,217,11
936,125,163,98,103,0,110,71,227
937,10,7,297,0,31,1,590,1
938,5,0,0,0,239,0,597,115
939,284,628,0,2,0,14,0,0
940,1,2,190,29,38,3,587,74
941,7,0,0,1,99,266,25,526
942,115,31,425,10,10,101,33,177
943,32,705,1,210,0,0,0,0
944,195,1,0,0,710,0,4,0
945,0,1,0,2,0,0,966,17
946,233,647,0,13,0,46,0,15
947,185,5,0,0,778,11,0,0
948,4,10,238,12,9,7,619,30
949,0,25,35,80,3,238,40,462
950,0,251,4,10,55,379,146,65
951,0,5,165,618,42,14,88,25
952,11,47,0,2,71,644,6,144
953,537,89,13,16,257,0,0,0
954,173,111,363,120,55,51,11,2
955,506,86,329,14,0,1,0,0
956,27,374,7,224,1,71,3,157
957,15,452,0,165,118,96,0,54
958,2,44,1,0,242,690,0,0
959,1,4,0,457,8,9,16,443
960,437,1,76,1,399,0,16,0
961,84,20,450,12,46,8,243,29
962,0,0,659,72,0,0,43,184
963,0,100,7,253,16,29,15,484
964,36,0,83,0,859,0,1,0
965,767,51,17,1,60,37,0,0
966,150,94,24,17,24,12,622,1
967,41,0,835,7,3,0,52,0
968,1,1,40,1,372,97,316,126
969,1,0,7,0,259,508,197,0
970,0,148,206,591,0,3,0,5
971,95,70,0,1,275,469,0,1
972,57,746,0,40,13,87,1,0
973,1,5,48,830,0,0,19,47
974,17,0,0,0,85,260,22,568
975,3,1,0,1,604,0,339,2
976,0,426,0,1,0,380,1,125
977,3,45,125,631,1,11,12,93
978,0,1,121,497,0,0,0,345
979,109,13,79,15,304,44,286,61
980,0,4,0,1,2,624,61,252
981,0,349,0,68,1,158,1,360
982,48,480,0,419,0,3,0,0
983,710,200,4,6,0,34,0,0
984,157,1,340,245,27,121,0,44
985,0,0,0,0,1,663,66,242
986,356,103,5,24,320,80,0,5
987,0,0,8,10,0,763,4,183
988,4,135,72,3,220,154,163,157
989,777,52,117,10,1,0,2,0
990,32,103,1,2,51,765,0,0
991,0,0,234,595,0,0,86,36
992,242,0,157,17,482,0,22,2
993,555,42,214,12,24,12,56,16
994,0,0,0,0,10,846,2,89
995,501,71,121,36,116,35,0,19
996,38,212,82,129,17,437,4,10
997,72,294,94,351,0,74,0,11
998,0,7,4,15,12,825,27,48
999,21,59,15,393,0,1,15,409
