walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7
580,14,679,909,2064,40,408,325563,667537
581,1630,59,532102,130197,38,586,333098,311
582,133688,57518,29969,738,524350,27766,131795,90799
583,136368,221713,32721,146800,162361,261545,3450,30325
584,16266,17467,106434,94798,33589,614350,410,113910
585,400,156074,10,467095,9864,175009,2303,184017
586,28745,113804,500409,349863,0,3636,18,144
587,960764,926,27306,618,1098,375,7385,995
588,0,574880,21,166040,0,219257,1,38569
589,297,251402,2808,276714,232,242154,3347,220007
590,2361,157273,0,183,325002,512165,11,995
591,6793,452183,0,740,1782,537300,0,11
592,142,1,27935,192886,50310,3929,99654,623329
593,509,0,656,199,99421,7758,403834,485066
594,193,16851,23109,13216,484257,216534,225757,17837
595,2490,2673,240114,77616,9535,26275,389799,246925
596,230251,19172,392183,257366,58,18801,17,79696
597,87148,5776,2635,5,815479,74022,13423,24
598,214672,200449,196458,59368,6162,51,255175,63716
599,264778,41166,0,163,208012,94226,385973,3075
600,4234,3183,20044,20973,189802,443105,68005,245272
601,12217,516879,149374,297889,2871,6708,4047,6530
602,27897,1,398451,548744,0,0,24504,1
603,45,9914,76,38907,110871,6,587232,250587
604,445,19845,103559,315811,3,4342,191249,360875
605,1551,19326,83637,295463,0,170017,87016,339064
606,24851,629370,1332,50096,8507,279672,620,1635
607,4,35,154135,435617,1,3,1,408717
608,0,0,259631,625826,0,231,111899,800
609,2483,292611,6158,263408,0,69543,2,363837
610,636,1148,578,3614,82857,10699,852080,47071
611,16890,10846,885692,81156,4198,2,351,1
612,82748,253146,11815,215544,70883,333870,18907,8068
613,655,332,141587,13019,271,102,796482,46203
614,0,2410,6501,917336,0,0,33,73105
615,0,0,122753,660704,1,0,7763,206102
616,101421,152492,610542,126925,5416,112,1,31
617,992,65603,41,1,91872,534582,13357,290601
618,19876,7065,339334,22285,403933,234,205039,2
619,3,0,64579,1131,13782,3807,692024,223014
620,109,0,827707,136820,2142,1916,30488,81
621,176,553,959,17646,2499,915,367627,607779
622,748619,48379,11,15,193741,5939,1696,12
623,3530,1063,204938,11081,2,0,770277,7470
624,224362,585847,67433,115545,947,386,1,3584
625,474,0,42775,169,2881,4315,901157,46839
626,109,2613,0,0,661693,132273,11654,190091
627,1,536715,0,0,112,458077,0,3358
628,513,203,272,276,197128,1332,724675,73403
629,80376,41,36252,0,354173,97,518425,8804
630,299,110,33190,140,365544,239949,244966,112236
631,70936,5096,584028,262661,133,41690,5451,27100
632,191563,106869,228170,464,71859,230629,88546,78402
633,117274,8095,861185,578,1564,7115,2643,212
634,8110,194065,56,449,312826,482683,83,180
635,8554,844,155383,0,80102,31743,716063,5042
636,581163,232342,10628,19989,27398,24361,53685,47379
637,2328,9505,11716,900995,0,2565,0,71554
638,21,423986,19368,146842,30,320480,386,86598
639,3208,1139,59004,1950,170,0,900404,33083
640,49819,2757,572759,369048,2315,49,249,36
641,258333,296161,6322,27255,393586,14748,109,0
642,18294,9109,2483,2600,512345,278542,171610,3176
643,15,19996,5210,21227,81610,831078,4682,34594
644,21387,10976,174344,155669,27229,80410,368483,157311
645,751169,9110,231274,7399,7,30,6,15
646,3278,53380,48832,749476,0,20599,0,122513
647,3,0,316,413,290521,9601,529532,167396
648,511466,211615,135366,129798,84,2,2072,7295
649,54,10,0,0,556618,286575,93907,61555
650,76693,39072,597680,60128,1920,7893,200491,13610
651,306351,448558,0,4196,5447,52261,54,180604
652,275,6892,70,98,56851,746350,102203,84296
653,1,595205,0,245300,0,115296,237,42072
654,3083,43763,71885,163146,11075,9348,110299,585831
655,352749,211566,76071,17873,285164,48007,5343,340
656,531201,2003,39004,7980,386384,95,30168,173
657,0,7943,101,384149,0,77835,12575,515774
658,10,33,1285,382658,18472,47225,155232,393017
659,520598,83125,0,2732,361951,26583,1,1143
660,3644,226536,322443,308074,1773,134332,511,814
661,499,78144,0,52307,137359,453528,119734,155875
662,6,1519,91600,761823,21,12,23507,119405
663,1703,11895,18783,132360,358809,98372,287609,86570
664,24150,35819,32626,31,39205,366321,335893,163971
665,10576,2145,6809,3,524054,140105,293365,19399
666,85,50,0,4,432053,21998,298192,245554
667,4,0,11098,1301,488928,33347,424288,36822
668,1,292193,3,8810,6,696820,51,333
669,271665,75895,24108,38026,209342,61439,33363,283475
670,27,0,3457,1961,473803,0,514597,5160
671,0,922982,217,20996,13096,14231,10299,16952
672,26235,22522,12689,96768,46988,580860,27044,184604
673,141,10773,31946,796228,76,9795,957,147849
674,164327,313273,0,426816,17139,62462,1,12839
675,46808,688232,14880,104581,89823,26958,25525,1177
676,6,115,867441,380,34522,1652,82220,12952
677,233100,562679,6,0,125473,75468,28,126
678,879,113,41,2,43061,53541,396,901463
679,2282,32627,744651,50498,4327,126876,26983,9586
680,34239,375369,32174,98808,5240,424079,2822,22898
681,20,184,223090,732375,0,9,33459,8979
682,26928,8841,17013,495,391463,70371,437075,45794
683,0,3,49934,186,12809,113078,777055,45563
684,7914,100022,6004,399676,3031,4045,5851,471656
685,268031,19929,35,64,342953,280204,74954,10256
686,20022,3254,19232,17605,30060,619130,79995,208308
687,0,77,3449,1,168386,3235,813984,10146
688,421,141,1607,6,204453,41693,304588,443321
689,23065,63327,240211,670003,0,0,33,511
690,1274,371753,3952,15508,30828,502698,60794,10534
691,283663,49066,102528,42614,44060,13,329985,144234
692,470421,27907,259258,13895,220356,42,6149,5
693,696428,41360,58700,33896,70644,15910,65547,14427
694,18,1,15761,757597,1550,2428,67717,153503
695,4933,692,46005,516561,9,9,26232,402615
696,244021,746,744946,1045,0,1,8089,103
697,1081,1152,5151,146864,1,7167,146037,690925
698,14993,330534,386105,156658,1416,78973,8199,20798
699,9757,43144,3,9517,326004,606890,80,2840
700,74645,73424,305598,266626,1362,0,81623,192779
701,16522,35346,198,143665,216437,110376,1,474079
702,164189,186610,13740,529,64377,376823,128820,61652
703,132,2,690293,173127,2087,236,43521,88565
704,264577,14373,100119,0,238439,1559,376814,0
705,225,2,16224,1916,95880,99480,409938,373316
706,837767,7720,32290,15698,37028,1175,45247,19620
707,150125,28,23151,3,443298,261321,88060,30508
708,1750,135733,84121,98926,58549,358234,113946,143619
709,17172,115,60146,6075,285892,0,627954,162
710,3257,5428,106345,2211,1173,7141,873041,57
711,374309,46771,70190,34678,15250,1872,63458,391403
712,16915,698074,767,78531,46096,156184,331,230
713,17873,41279,282640,8304,22006,5784,612281,7607
714,209166,26144,608,2869,107371,320872,140530,187575
715,69706,24556,88428,31664,366146,11593,401064,3248
716,0,2,648289,257653,0,1,5845,85570
717,58914,20808,679562,236945,2014,55,1,0
718,841,1029,25,67,278378,11374,636723,69944
719,722100,65497,62601,2879,109858,34609,232,624
720,78506,222647,227941,355464,11656,8270,3501,88318
721,232706,7,126784,55,377614,0,260087,3
722,23465,15357,21285,400713,26072,12186,165672,330309
723,0,132654,0,178909,248510,141819,28283,267848
724,74,21971,436,46453,119,595867,1773,329698
725,327,26,1921,241137,0,223436,950,529782
726,55630,22,13447,343,630736,14516,270051,12562
727,12060,247010,2299,610698,645,24563,0,100574
728,76102,188088,114846,615858,436,1545,294,250
729,10311,17,7671,0,1450,785,533674,444425
730,5805,106181,20208,1834,28884,293240,71828,469666
731,13,4691,213603,1591,69655,314667,291487,101020
732,0,147004,30403,422439,255,109572,46014,242136
733,146237,116611,2646,606,586006,0,145644,5
734,104,674170,12,116325,8,201829,3,5319
735,227887,12719,473,2899,739649,7551,5719,67
736,752490,139,163517,2053,4169,187,73475,1438
737,516698,2664,7620,1649,469367,80,329,426
738,173805,175208,80604,77273,96669,233925,135037,24105
739,492583,119503,36048,2901,309095,1561,31730,2690
740,40757,4860,905245,4101,14900,3546,22293,2099
741,172781,468081,33264,61706,30802,227399,14,2763
742,472508,341642,24671,17,40102,14902,67649,36306
743,0,2,263219,134,200758,7902,435800,90241
744,292152,79832,576195,40260,34,7359,5,1480
745,633702,5924,126174,467,143753,39792,46494,14
746,7,400945,0,1,1,581501,9288,7074
747,1,61160,2294,541744,0,188913,910,202711
748,78385,52170,392720,422779,2307,767,146,45759
749,110,993,1389,157246,1228,505959,7660,323525
750,592,173,535051,20639,116163,1448,319672,4437
751,76713,72575,136973,1231,106926,548721,53162,985
752,9339,471,111531,2955,40635,0,828302,3642
753,39630,182,86508,1,85843,11254,750064,24071
754,69,515809,3070,189059,151,331,138854,150659
755,48885,91370,108156,359438,43863,106496,156403,82359
756,46269,265061,44774,416494,188,0,65880,158190
757,683442,109163,61,130,118277,85195,51,211
758,309280,3869,190817,10640,269471,682,208043,3867
759,10766,3,97986,219329,46429,5,21606,601239
760,16239,301789,128,104208,6188,309096,1101,258067
761,2992,36910,1345,799,453968,483858,16011,1280
762,378147,16483,194237,35525,233854,31689,95431,11006
763,4916,103322,2880,448315,4322,122307,76,310685
764,92313,74,4121,2949,481726,2477,413034,1550
765,6145,42,35029,41076,33,17,413384,502959
766,2,10322,4543,129243,178129,56009,499175,120639
767,163426,5923,95,413,349120,1048,264590,213711
768,1,7,8675,66403,269111,10898,240795,401797
769,1393,746463,0,151438,360,79471,1,19109
770,182195,2104,2448,1041,633749,120408,36871,18339
771,130984,38369,67335,77130,285115,10418,384690,2138
772,576660,416215,1823,1614,658,1,233,1
773,16,0,37722,11473,11182,234064,60712,642492
774,6,58702,0,183914,590,7729,317,748152
775,6430,80110,148,18994,314385,83647,169193,323628
776,172342,110016,422380,172164,75015,8658,34950,862
777,2163,116738,7020,26699,658,273041,0,571962
778,115019,27405,716365,24810,4890,12665,95889,415
779,916,486812,11438,36990,28306,25449,17040,390788
780,251952,733334,12393,0,625,6,899,0
781,5303,1662,8705,150449,121228,50395,602558,57280
782,60355,628823,34498,106123,23021,90188,14374,39705
783,16211,144,257488,25227,346,20,123489,575674
784,47415,53,11453,40631,25425,197,857283,15776
785,13786,10896,860466,51621,763,2597,47341,10608
786,50531,92,11285,0,552883,347527,30484,3757
787,49508,383,848701,73380,24746,49,996,305
788,597416,116989,0,8,280682,3007,1,4
789,52,3,5,371,601840,44442,196801,154797
790,23242,3768,28746,36778,218932,39500,583659,62110
791,12,70597,32432,57466,9,413989,52841,369226
792,31210,10920,25972,19991,9822,115545,310602,473214
793,80647,715,160858,23171,25712,1643,138605,566618
794,6435,2739,316928,23180,4489,1082,571768,71115
795,11,3652,1535,166721,271,0,1341,825704
796,509331,2276,9010,10664,210472,145200,16680,94412
797,897,984,128,124,72242,897785,29,26513
798,36474,4638,59697,109663,406681,100123,194743,83297
799,69,238,627944,212925,9680,18423,395,128532
800,16025,3498,388685,567658,8039,6706,7676,38
801,24325,126071,0,309056,12069,343341,56107,126354
802,32,152,55708,608865,23,4,1560,333158
803,377917,504774,70580,1057,11199,404,28299,3469
804,712,6445,2144,6761,0,2730,963413,17005
805,596636,347596,28280,20434,0,0,3078,1158
806,2039,3783,13916,66810,503233,328844,25905,52845
807,186022,3956,369070,114,6376,947,431608,2
808,227,2,4998,0,83859,690517,179624,38568
809,5403,436447,1223,247545,1037,20085,4981,280834
810,0,0,572222,404498,11,35,11855,10585
811,64186,350717,23438,200001,39897,84030,25064,208101
812,9595,2734,1366,319407,284740,222588,1231,155690
813,2537,616549,2443,7557,314,344477,1,23530
814,39683,37556,247,0,91778,829975,41,0
815,212897,342119,148715,181678,1180,47348,6638,54210
816,3014,338140,94469,195334,11480,203055,41816,107483
817,18,534,145,79,350144,6166,380135,260854
818,43495,233382,64189,75696,13993,371888,139676,52804
819,185,662,2,27,40757,5701,931550,20008
820,0,2625,171756,333086,0,52523,56,438199
821,1081,647130,8001,2769,55203,250047,5065,28616
822,276193,57,587432,4,97750,213,36629,75
823,39620,35294,87472,56288,101326,622062,30507,24793
824,51020,32608,5274,32174,494345,205489,41661,133992
825,37,466570,25470,358153,313,0,78155,69537
826,156796,650422,20191,81672,45,86897,1737,8
827,887567,4404,51732,3370,373,1007,21742,28574
828,14922,36986,202681,239523,332,2069,492440,8488
829,5,498371,54495,132183,136,90103,95129,127147
830,173,97345,18631,220695,2,612560,0,49254
831,75809,110252,72953,430937,49632,97408,33648,125061
832,43271,16018,735136,24485,4425,4618,102501,66651
833,127371,92027,18614,4380,499571,255754,0,220
834,508384,384977,38285,18826,25815,4802,15421,516
835,16551,8138,445,0,84766,6107,753977,127103
836,56695,444736,27285,8447,15074,159497,48177,236399
837,4,160561,8777,15,929,307472,264340,255052
838,533224,11383,32601,0,362173,57501,501,47
839,360,6,31407,519,86912,43,878333,1397
840,158,74269,2949,67639,400151,413715,1048,37806
841,625005,117107,43528,35807,4169,68163,4808,98610
842,543,1298,15877,667341,229,311,19704,292518
843,106141,572244,44782,16066,41394,153824,11191,52213
844,12604,22120,37807,13238,430387,15653,402241,63039
845,1855,8743,92719,64643,43630,132594,158392,494492
846,67360,23,36767,0,318624,242746,272672,56739
847,2305,247084,61,19006,437581,96228,94402,100140
848,409648,22598,21,0,560940,5458,17,0
849,384783,298614,244024,54266,7597,1628,27,5242
850,4179,16864,950,3298,4,750047,683,222498
851,0,60912,33,236036,0,98487,285,602491
852,4679,64,609436,375947,6131,2891,0,22
853,50,330,265,18293,31,572842,11,407812
854,8124,35026,142925,147882,29021,22091,480982,128761
855,73260,3556,512687,280130,16454,131,94525,15754
856,148395,583833,0,61366,4624,119218,6955,73487
857,92387,0,517400,46,299262,5,87900,34
858,172,30660,52,962338,18,359,15,6099
859,10199,5936,15815,12994,17197,7080,298413,629853
860,6175,3933,477773,1237,23232,1961,484057,312
861,3,542074,30,435459,41,157,379,19690
862,31882,830412,15629,118044,1178,617,549,77
863,270730,126,707243,20465,0,16,1,188
864,61,372905,14888,344333,21,147985,270,117211
865,166,882580,1419,74488,308,27982,26,11440
866,2217,426293,44471,479683,2152,12793,8880,20901
867,47,7244,9,144119,5014,15687,3474,822483
868,67334,0,42283,0,195987,0,692203,0
869,29253,106,17867,61643,128730,200898,404177,153541
870,227114,88709,308914,203220,9,686,695,166653
871,25719,7171,191,91476,273751,139016,13468,445624
872,62028,280537,413362,107180,11125,117420,3101,1096
873,7,26126,0,752,560784,228219,165954,16665
874,3894,390,5346,4,137,588899,34510,365419
875,22127,415865,112682,443517,530,388,945,406
876,223486,1071,441007,333143,25,8,2,34
877,736,0,428544,216656,198,0,224622,127292
878,94622,196269,8730,7621,223181,65124,361405,38441
879,279,270,49960,538333,88,291,287504,120873
880,472327,131846,105239,115726,60968,86546,6020,16554
881,6773,498071,359,2762,18,445103,768,45202
882,69980,44,51528,824,512878,659,358903,1271
883,780959,158963,0,42848,1165,15344,6,4
884,128424,49,17760,460,196107,13,566983,88245
885,137,18,294262,6322,0,0,697400,142
886,378891,144339,149049,77868,187135,28497,7347,22043
887,848269,5312,548,2009,119308,12043,333,10702
888,354775,444111,57208,68607,42822,29584,42,18
889,401732,293237,94599,110322,2534,46102,3908,45154
890,1026,332001,63443,215463,10202,270755,86002,19386
891,0,298,1298,2,432899,1521,520960,41321
892,189813,132557,78242,412155,57931,16434,6,110200
893,43725,6679,8457,4152,400103,11729,517506,4759
894,897877,59387,3,1,958,37812,233,2019
895,126032,17015,287051,17856,39796,205472,180889,122651
896,55535,9094,420237,505049,8067,16,0,19
897,201020,3310,101169,4833,473419,7722,175985,28520
898,57489,43324,415350,225535,159420,30699,62130,2672
899,435397,425703,96469,39920,657,0,1,0
900,98270,3161,491127,125942,0,0,181435,97068
901,366,379,332970,309252,1216,3538,258149,92101
902,4572,1358,347997,25929,11803,227933,234872,143043
903,453,0,94088,92889,16584,0,658074,136699
904,4288,139279,1569,127946,41235,188421,136541,355811
905,132920,176351,63002,2761,313265,0,308233,1121
906,26,4,1052,4174,25,668662,6467,318232
907,60316,1,353941,82,49778,8465,524188,830
908,190754,24229,169285,18018,328470,161705,105118,13
909,14821,30506,14114,61553,589316,61872,102002,121724
910,900543,5097,20695,1863,41638,2971,19282,5759
911,569,82523,8010,617557,806,16759,0,271137
912,97641,10693,5959,34950,609438,2808,140507,96562
913,906019,6028,79220,874,6237,216,37,370
914,7668,5480,194607,151421,12340,15614,393599,215502
915,77607,76349,533843,29407,37888,59331,91669,90573
916,8959,586336,10426,309711,1795,57813,20178,3119
917,59405,81567,36333,61,703243,95689,20084,620
918,96198,613436,166826,93360,5,1578,2785,25137
919,80867,740096,1,66884,8885,92044,103,9175
920,0,66,56082,12320,150,17194,862880,50257
921,44611,117384,19,89,52099,50798,572331,160699
922,2704,0,0,0,45626,834290,146,115606
923,269,224302,277,4214,32111,737128,0,286
924,236509,174830,243,76938,67890,370438,5029,65799
925,730,46,263767,33709,638,871,649647,48768
926,1302,24433,19686,11377,1822,897397,951,41797
927,58041,291,6,30,856634,5764,41264,35947
928,407431,0,375477,156,118963,56,92804,1392
929,55245,147409,355768,154327,216461,55719,1390,9745
930,20729,28406,127,851,687792,36121,224192,359
931,9,0,507,1001,35,7792,1249,988852
932,122034,3124,255011,12923,186214,206200,206255,6461
933,100084,245679,16754,10690,173573,350095,43070,57400
934,220704,146567,397109,176021,27837,6248,8596,12911
935,2809,0,11027,0,684936,22,296715,3408
936,306216,77244,144028,23591,125464,56,318546,198
937,369955,37911,5462,0,225775,349192,8354,0
938,0,4297,1,7,13091,554003,2797,423422
939,129320,9230,110826,48642,310462,2,386622,1970
940,271386,100287,215712,11123,298831,16923,65800,17215
941,33156,118,291206,152925,15604,145,399600,103702
942,340575,72679,36760,480,84875,2843,445030,14581
943,752,24411,4,13312,712241,235446,0,12601
944,0,3293,7,15,777638,215910,218,72
945,274646,206028,279503,166941,4853,1642,60722,402
946,46222,223115,479037,250534,4,3,3,16
947,12219,0,32980,197140,12445,1,143055,600123
948,34143,439088,70983,374658,37509,15276,6037,18808
949,20790,108973,266016,579581,2361,2291,16881,519
950,5,14,6,10,62698,960,405111,529339
951,274323,404928,230475,358,35225,5705,31087,13935
952,1,102530,0,149458,52146,112418,42052,538444
953,75,149286,0,216,343766,502297,24,2976
954,3937,3915,10897,8229,8497,4640,587847,370304
955,3126,2,292,5232,48735,88381,9034,843591
956,251266,124042,21679,41458,224113,162180,122234,49824
957,542647,246874,46951,52696,31664,49222,0,27364
958,122582,116848,635702,33454,1851,1105,15777,70704
959,24120,444092,95294,426383,8707,125,8,0
960,3,10700,12211,2,578705,77476,319041,86
961,4561,37589,622024,121422,54787,11640,68811,76908
962,2488,14695,770809,11511,1462,95935,74685,26927
963,149055,3755,671849,49368,36917,2740,83385,651
964,3337,2508,2,4,16111,649717,0,327418
965,23948,43208,10549,1235,9349,910246,3,0
966,420260,81940,118008,64166,271196,3,42999,0
967,7,14607,281534,492367,0,2862,0,206651
968,566,1,981185,0,481,0,17637,0
969,4,63687,71183,863757,0,536,0,215
970,2633,41994,29298,66565,312921,834,520233,24081
971,183523,504277,6186,173372,26399,101365,919,831
972,5224,794698,2586,11979,30,149834,15,34019
973,3884,492382,900,454715,54,27238,317,18196
974,3033,0,580,51,212322,767322,2065,13968
975,0,1,2540,12,169862,25,825226,24
976,542328,8085,301,13560,405641,12218,887,14294
977,777325,36020,14832,8346,126181,32767,236,802
978,62261,11271,311541,58154,403595,6,150489,0
979,441605,124944,43233,774,104200,131697,121304,28049
980,205931,115430,5973,1458,338849,322495,3238,2419
981,111514,14141,282262,202285,7297,4,253408,126600
982,60343,19311,181,62,776098,143125,0,0
983,234381,757209,4380,2824,81,0,0,0
984,3561,1517,627650,6796,26705,9347,297738,23624
985,14424,89974,19,0,109878,783449,137,2
986,184,5353,322,102645,93824,323,521849,274020
987,321162,181225,778,28290,223129,194831,29107,17708
988,0,0,0,5289,0,14,92,994131
989,9539,1149,0,40,62341,802367,738,122490
990,6361,2200,123263,19222,147552,295017,112416,291301
991,8591,331,26079,198005,83669,8089,406304,266863
992,42815,118504,16845,91138,0,4335,107856,615671
993,375687,398399,135854,75111,2839,1969,1983,6112
994,19546,17258,6246,1201,361866,150133,328609,111461
995,370725,138862,85,415,72993,358222,122,54500
996,0,0,518783,31945,0,0,423813,24643
997,1726,23044,0,0,480738,98888,258966,132412
998,759287,56020,168551,12158,1062,201,446,5
999,1,4801,279808,238770,0,4958,239934,228129
