walk,num_returns,first_return,return_steps
678,14,6,6;8;14;16;18;20;24;26;28;30;34;36;42;86
679,4,6,6;8;46;52
680,12,2,2;18;24;26;32;42;44;56;88;96;98;100
681,9,2,2;4;6;74;76;80;94;96;98
682,1,4,4
683,1,2,2
684,3,6,6;8;10
685,4,2,2;4;6;30
686,15,2,2;4;6;8;12;14;16;30;66;68;72;78;82;90;92
687,11,4,4;8;10;12;26;28;30;36;78;80;82
688,11,4,4;18;20;22;24;54;60;66;74;76;78
689,14,2,2;6;8;12;14;22;24;26;28;36;42;54;86;90
690,3,6,6;76;78
691,13,8,8;18;20;22;26;28;30;32;34;76;78;92;94
692,0,-1,
693,8,2,2;4;18;20;26;28;30;32
694,22,6,6;8;18;20;22;26;28;30;38;40;42;46;48;50;52;54;62;80;82;96;98;100
695,15,4,4;6;8;10;12;14;16;18;20;24;26;28;38;40;44
696,8,4,4;6;10;30;32;72;76;80
697,3,2,2;32;36
698,2,2,2;4
699,1,2,2
700,2,2,2;10
701,6,2,2;4;6;10;12;14
702,4,2,2;18;20;28
703,10,10,10;12;14;22;24;26;92;94;96;100
704,13,2,2;10;44;46;50;54;56;64;66;72;74;76;96
705,12,16,16;36;66;68;80;84;86;88;94;96;98;100
706,0,-1,
707,11,2,2;10;12;14;20;54;58;60;68;76;80
708,15,2,2;4;18;20;22;24;48;58;60;62;64;66;68;70;72
709,5,2,2;4;6;8;10
710,2,8,8;10
711,3,62,62;72;76
712,6,2,2;4;6;12;92;98
713,14,2,2;4;8;10;18;20;32;36;38;40;42;66;68;76
714,9,2,2;4;32;34;36;40;48;50;62
715,9,46,46;48;50;52;62;64;66;74;76
716,5,2,2;4;8;14;16
717,7,2,2;4;6;20;64;66;70
718,2,2,2;4
719,0,-1,
720,8,10,10;16;20;22;24;26;28;70
721,10,8,8;44;46;50;54;56;58;62;64;66
722,6,2,2;6;8;10;12;30
723,8,2,2;8;10;18;30;32;34;36
724,9,2,2;4;6;76;78;80;82;94;96
725,14,6,6;8;40;42;44;50;78;80;88;90;92;96;98;100
726,4,2,2;6;8;10
727,6,2,2;8;12;18;20;26
728,12,2,2;18;22;24;28;30;32;34;40;62;66;68
729,10,2,2;4;6;20;44;54;58;60;66;74
730,12,2,2;4;48;54;56;62;66;68;92;94;96;98
731,9,2,2;20;24;26;50;52;54;68;100
732,4,6,6;8;10;76
733,8,22,22;24;50;52;54;56;58;60
734,16,2,2;6;12;16;22;28;32;34;36;38;50;52;60;82;84;86
735,5,2,2;4;6;92;96
736,6,2,2;4;10;12;14;16
737,11,4,4;8;10;12;14;16;18;30;32;44;50
738,10,4,4;6;8;10;86;90;92;96;98;100
739,4,2,2;6;8;10
740,5,4,4;56;58;62;64
741,7,2,2;4;6;8;28;30;32
742,10,4,4;6;16;18;22;68;78;80;84;100
743,0,-1,
744,5,2,2;8;10;12;20
745,1,100,100
746,9,82,82;84;88;90;92;94;96;98;100
747,6,6,6;8;22;24;26;56
748,9,2,2;4;6;10;12;46;48;50;60
749,20,4,4;14;20;22;24;26;28;30;32;36;38;40;42;46;52;54;58;92;96;98
750,7,2,2;4;8;10;12;14;100
751,18,2,2;4;8;12;14;18;20;22;24;30;32;34;36;42;44;72;76;78
752,0,-1,
753,4,8,8;10;20;22
754,1,20,20
755,2,30,30;32
756,10,2,2;8;18;20;22;24;28;30;32;38
757,7,6,6;12;16;18;20;22;24
758,15,4,4;6;8;10;16;20;22;30;32;34;56;58;62;74;76
759,0,-1,
760,0,-1,
761,2,2,2;8
762,5,2,2;4;12;16;100
763,8,16,16;18;20;28;42;48;50;52
764,10,4,4;6;8;14;52;58;60;62;64;72
765,0,-1,
766,8,2,2;6;34;38;40;42;44;96
767,3,2,2;28;30
768,0,-1,
769,0,-1,
770,5,4,4;16;20;34;36
771,3,38,38;44;46
772,5,2,2;6;8;42;44
773,6,14,14;16;18;20;22;26
774,2,2,2;4
775,0,-1,
776,6,8,8;24;28;64;70;74
777,4,2,2;4;26;28
778,6,4,4;8;10;12;14;18
779,10,6,6;8;46;48;56;58;62;64;92;94
780,1,2,2
781,15,6,6;8;10;24;26;30;32;36;40;42;64;66;68;74;78
782,6,2,2;4;50;64;90;98
783,11,6,6;8;10;18;20;22;30;40;46;48;50
784,7,4,4;12;14;56;60;62;64
785,10,12,12;14;18;24;26;58;62;70;98;100
786,2,2,2;16
787,6,44,44;66;68;72;74;94
788,10,2,2;4;8;10;12;14;16;18;26;30
789,1,2,2
790,7,4,4;6;10;12;92;98;100
791,8,10,10;12;14;18;32;34;40;42
792,4,10,10;12;14;20
793,3,2,2;6;8
794,2,2,2;4
795,13,2,2;26;28;30;32;38;40;42;44;46;48;50;56
796,6,8,8;10;12;14;16;36
797,8,4,4;6;8;14;16;42;44;46
798,19,2,2;4;6;8;10;16;18;20;22;24;60;64;74;76;80;82;92;98;100
799,3,2,2;4;6
800,10,4,4;38;40;50;52;54;56;60;64;94
801,11,2,2;4;8;42;46;48;52;68;74;76;78
802,4,2,2;4;34;36
803,13,6,6;10;12;18;20;24;26;28;82;84;86;94;98
804,8,4,4;6;8;14;16;34;50;52
805,5,2,2;4;6;8;94
806,4,2,2;4;6;8
807,9,2,2;10;16;18;50;52;54;56;64
808,7,4,4;6;12;14;18;20;24
809,7,14,14;16;18;24;26;28;34
810,5,56,56;58;60;62;64
811,11,2,2;4;6;12;14;16;22;40;42;46;48
812,12,2,2;4;20;22;26;28;30;34;74;82;84;86
813,10,2,2;4;10;12;14;20;24;26;36;46
814,8,12,12;18;72;74;76;78;82;94
815,8,2,2;82;88;90;92;94;96;98
816,2,8,8;26
817,12,2,2;4;20;26;28;30;32;42;44;46;48;56
818,13,2,2;4;8;12;24;26;28;30;34;72;74;76;84
819,3,2,2;4;8
820,8,2,2;4;34;40;42;44;46;48
821,14,2,2;4;10;12;14;18;20;22;28;30;40;42;74;76
822,16,2,2;4;8;14;16;18;22;24;52;76;78;80;82;84;86;98
823,4,42,42;44;98;100
824,10,12,12;20;22;28;30;32;36;38;52;58
825,5,2,2;4;6;8;26
826,0,-1,
827,0,-1,
828,0,-1,
829,16,2,2;4;6;8;16;34;36;38;40;46;48;50;60;64;66;68
830,0,-1,
831,4,2,2;4;10;16
832,1,2,2
833,24,10,10;18;20;22;26;28;30;40;42;50;60;62;66;68;70;74;82;84;86;88;90;94;96;98
834,7,2,2;6;22;28;30;78;80
835,7,20,20;22;26;32;34;36;40
836,10,2,2;4;6;26;54;92;94;96;98;100
837,16,2,2;4;6;8;10;14;16;26;28;42;44;46;48;50;56;64
838,6,10,10;46;48;50;52;56
839,8,2,2;4;6;8;10;12;14;18
840,2,70,70;72
841,5,10,10;12;14;16;18
842,0,-1,
843,23,8,8;14;16;18;28;30;32;54;64;66;68;70;72;76;78;80;86;88;90;92;94;96;98
844,16,2,2;12;14;30;32;34;36;42;44;46;64;66;88;94;96;98
845,10,2,2;4;6;8;10;20;22;24;34;36
846,1,2,2
847,0,-1,
848,9,8,8;20;26;28;38;54;56;60;64
849,12,6,6;8;12;14;16;18;20;24;26;36;38;42
850,5,6,6;8;10;12;14
851,6,2,2;36;46;50;54;56
852,15,2,2;12;36;42;44;46;48;50;52;70;82;90;92;94;98
853,8,2,2;4;42;48;50;70;80;82
854,19,2,2;4;14;32;34;36;38;40;44;46;50;52;56;58;60;82;88;98;100
855,4,2,2;4;6;40
856,7,2,2;14;26;48;50;54;56
857,9,2,2;4;16;18;20;82;84;86;100
858,4,56,56;58;60;98
859,0,-1,
860,4,4,4;8;24;26
861,5,2,2;4;12;14;22
862,16,2,2;4;16;28;68;70;72;74;78;80;82;84;86;88;90;92
863,4,4,4;8;10;12
864,7,42,42;50;52;88;90;92;100
865,0,-1,
866,2,2,2;4
867,3,2,2;4;8
868,19,8,8;10;12;14;28;34;36;38;44;46;52;54;60;68;72;74;80;82;88
869,3,2,2;4;6
870,1,2,2
871,5,2,2;6;12;18;22
872,18,2,2;4;8;10;12;18;20;30;32;34;38;70;72;74;76;78;80;82
873,7,2,2;4;6;16;18;20;28
874,10,4,4;6;10;12;14;24;30;40;42;44
875,4,10,10;12;14;16
876,1,2,2
877,3,4,4;12;20
878,9,2,2;4;6;8;10;18;20;88;92
879,4,6,6;8;10;12
880,5,2,2;4;8;12;16
881,19,2,2;6;10;14;18;20;22;28;34;36;38;84;86;88;90;92;94;98;100
882,4,30,30;38;92;94
883,4,2,2;4;6;18
884,10,2,2;4;8;10;12;14;16;42;56;66
885,4,4,4;8;12;14
886,3,2,2;6;82
887,13,4,4;6;8;16;20;40;42;56;58;60;90;92;94
888,5,2,2;4;8;10;78
889,6,8,8;10;12;14;18;28
890,5,4,4;24;28;30;32
891,6,2,2;4;34;38;40;48
892,11,32,32;36;38;42;46;48;50;52;56;68;78
893,30,4,4;6;10;12;14;16;24;26;28;30;32;38;40;44;46;48;50;54;58;68;76;82;84;86;88;90;94;96;98;100
894,11,4,4;6;8;10;12;14;36;54;62;90;92
895,5,4,4;6;8;10;12
896,8,4,4;6;8;12;24;26;28;32
897,3,4,4;72;74
898,6,2,2;4;8;12;20;24
899,3,6,6;8;10
900,1,2,2
901,5,2,2;8;20;58;60
902,8,2,2;6;14;16;18;20;96;98
903,9,2,2;4;6;8;10;12;16;18;22
904,4,8,8;10;14;16
905,8,24,24;26;38;40;42;44;56;80
906,9,2,2;4;6;8;10;14;18;20;22
907,4,20,20;32;34;36
908,4,2,2;4;6;8
909,6,2,2;4;6;8;14;34
910,8,2,2;4;6;8;30;56;58;62
911,0,-1,
912,13,2,2;6;8;10;12;16;54;56;58;70;76;78;96
913,7,22,22;24;26;86;88;92;94
914,7,4,4;6;8;10;58;60;62
915,16,6,6;10;30;56;60;68;70;72;74;76;78;80;82;94;96;98
916,22,4,4;6;14;16;18;20;24;26;32;34;36;38;42;44;70;74;76;86;90;92;98;100
917,1,64,64
918,1,2,2
919,19,2,2;4;6;8;12;14;16;18;24;26;28;36;38;42;44;46;50;92;94
920,6,2,2;4;10;12;38;46
921,8,2,2;4;6;8;10;22;24;96
922,23,2,2;8;10;12;14;16;22;24;26;28;30;32;36;48;50;56;70;72;74;90;92;94;98
923,10,6,6;8;10;32;34;42;48;50;52;90
924,15,4,4;6;10;18;22;24;26;28;30;34;48;50;60;64;66
925,12,2,2;4;12;14;16;18;24;26;28;30;32;34
926,7,2,2;8;10;16;18;22;40
927,20,2,2;4;10;12;14;16;18;20;22;26;28;30;32;34;38;40;94;96;98;100
928,1,6,6
929,2,4,4;56
930,9,14,14;20;22;24;28;30;32;34;38
931,10,8,8;18;20;22;24;26;32;52;70;72
932,5,2,2;8;52;54;56
933,3,2,2;4;40
934,1,2,2
935,6,2,2;14;74;76;78;80
936,9,2,2;14;18;20;26;34;36;38;40
937,0,-1,
938,7,2,2;4;12;18;20;32;70
939,9,24,24;26;28;30;38;44;50;66;68
940,4,2,2;14;82;84
941,9,4,4;8;50;54;84;86;88;98;100
942,4,4,4;22;32;100
943,18,2,2;18;20;26;28;30;34;36;66;68;70;72;74;76;78;86;92;100
944,9,24,24;32;34;38;40;42;44;46;50
945,13,6,6;18;20;22;26;28;32;40;48;50;60;64;66
946,3,2,2;4;48
947,11,8,8;12;18;24;26;28;30;36;38;40;42
948,4,4,4;8;10;14
949,1,2,2
950,1,2,2
951,9,2,2;6;8;10;22;24;36;38;46
952,14,12,12;50;52;56;58;60;62;66;70;74;78;80;82;94
953,1,2,2
954,5,2,2;4;24;26;28
955,9,2,2;4;24;26;28;46;48;62;70
956,3,2,2;8;34
957,1,2,2
958,10,2,2;42;44;50;54;56;58;60;66;68
959,3,2,2;34;40
960,8,8,8;10;14;16;46;48;66;68
961,13,2,2;8;14;16;18;20;22;24;30;42;66;72;74
962,6,4,4;26;28;38;82;84
963,17,6,6;8;10;18;20;22;24;26;28;36;38;40;82;88;90;92;94
964,6,2,2;8;14;16;24;52
965,0,-1,
966,5,2,2;4;8;10;38
967,6,2,2;4;6;8;62;64
968,5,2,2;36;38;50;52
969,19,4,4;12;14;16;18;20;22;30;32;34;54;60;62;64;66;68;70;72;96
970,9,20,20;22;24;26;32;34;54;56;96
971,14,2,2;4;6;22;24;48;54;56;80;82;84;86;88;94
972,4,34,34;36;38;40
973,4,4,4;10;12;18
974,5,12,12;14;20;22;90
975,7,2,2;14;16;20;22;30;32
976,14,2,2;4;26;28;44;46;72;74;82;92;94;96;98;100
977,14,4,4;6;56;58;66;72;86;88;90;92;94;96;98;100
978,7,2,2;50;68;78;80;82;90
979,5,2,2;16;20;22;28
980,14,4,4;18;22;62;64;66;68;70;72;78;80;84;94;96
981,12,2,2;36;60;66;68;70;72;74;90;92;94;98
982,3,2,2;4;8
983,16,2,2;4;6;8;12;28;30;34;44;46;52;82;84;92;96;98
984,12,2,2;4;6;30;32;34;38;48;56;58;86;90
985,4,2,2;4;6;94
986,6,8,8;10;82;84;94;100
987,11,4,4;6;8;10;12;14;22;24;26;46;48
988,2,2,2;4
989,1,2,2
990,12,2,2;10;14;16;22;32;34;40;42;52;56;62
991,7,4,4;8;10;30;32;44;46
992,15,2,2;6;8;12;16;46;48;50;52;54;56;58;70;72;76
993,9,2,2;4;54;56;58;60;66;88;90
994,20,2,2;4;6;8;12;14;24;26;54;56;58;64;66;68;72;78;80;84;94;98
995,13,2,2;10;16;18;20;22;24;26;28;76;78;80;82
996,22,4,4;6;10;12;16;24;28;32;40;42;50;52;56;58;78;80;88;90;92;94;98;100
997,7,2,2;10;12;14;20;24;26
998,4,2,2;6;8;24
999,12,2,2;4;52;60;66;72;74;76;80;82;84;86
