walk,num_returns,first_return,return_steps
852,3,4954,4954;12092;12098
853,4,136758,136758;136764;136804;136806
854,1,53430,53430
855,9,14,14;16;24;38;56;570;574;580;582
856,0,-1,
857,6,4,4;76;84;114;116;152
858,3,4,4;32;36
859,5,10,10;516;602;606;612
860,0,-1,
861,8,10,10;14;834;838;842;862;866;872
862,0,-1,
863,11,4,4;22448;22468;23026;23040;23062;23064;23158;23180;23182;23184
864,5,190,190;194;732;748;806
865,3,2,2;8;10
866,0,-1,
867,2,320,320;326
868,2,2,2;24
869,10,362568,362568;362570;362578;417258;417260;417268;417272;417278;417280;513200
870,0,-1,
871,2,8,8;10
872,4,2,2;42318;42326;42366
873,3,2,2;8;20
874,4,2,2;6;16;18
875,1,14784,14784
876,1,2,2
877,4,40,40;42;62;43374
878,7,2,2;8;10;12;16;566;568
879,1,2,2
880,8,4,4;26;28;44118;44252;44260;44262;44264
881,11,14,14;67022;114784;117754;117778;117780;119130;119166;119170;120672;120674
882,2,22,22;156
883,4,2,2;4;14;2920
884,1,32,32
885,6,18,18;20;68;82;778;1416
886,8,280,280;292;316;1268;1272;1274;1288;1290
887,2,2,2;994
888,1,8278,8278
889,14,4,4;12;14;16;2238;2244;2262;2264;2308;2310;2312;2780;2784;2786
890,1,4,4
891,1,1364,1364
892,19,850,850;852;854;874;894;896;898;1370;1372;1554;1562;3664;3666;3676;3678;3690;3692;3694;3718
893,11,2,2;4;454;470;504;230682;230988;231032;231034;238114;238126
894,10,2,2;4;54;76;790;888;890;904;96516;96520
895,5,2,2;4;38;56;58
896,1,2974,2974
897,2,78,78;1726
898,16,4,4;6;8;10;34;38;40;2722;2730;53038;53040;53056;53068;53122;53124;53212
899,0,-1,
900,1,156,156
901,8,4,4;14836;14838;14842;14844;14846;14854;15104
902,0,-1,
903,3,2,2;38;374
904,1,114,114
905,0,-1,
906,0,-1,
907,0,-1,
908,1,2,2
909,2,1114,1114;1116
910,4,1166,1166;1170;1172;1192
911,3,886,886;986;990
912,5,2,2;144;146;188;1418
913,11,236,236;244;250;254;256;336;338;1072;1074;1500;1594
914,15,2,2;18;30;32;34;66;70;3486;4142;4144;215692;215694;215950;215952;215956
915,1,3638,3638
916,12,1336,1336;1340;1346;578610;578814;578816;578822;578830;578870;578872;578876;578898
917,4,2,2;690;694;852
918,4,6,6;8;4602;70196
919,7,10,10;12;14;16;18;111796;113232
920,5,1014,1014;1758;1766;1768;736992
921,5,2,2;7444;7446;23614;23616
922,1,26320,26320
923,6,18,18;20;1568;150300;150320;150512
924,3,2,2;474;476
925,2,96,96;116
926,6,6,6;190;234;236;4920;4922
927,15,8,8;10;12;14;20;22;24;94;108;114;842;914;930;956;1196
928,0,-1,
929,4,10,10;12;664;666
930,3,154,154;374;18730
931,5,86,86;118;14708;14996;15002
932,3,2960,2960;2972;2992
933,3,2,2;4;16
934,9,8,8;7992;7994;8116;8120;8144;8150;8154;8158
935,0,-1,
936,0,-1,
937,0,-1,
938,6,1350,1350;1352;1384;1386;1400;1402
939,3,12,12;14;22
940,3,4,4;104;55132
941,4,2,2;30;34;1312
942,0,-1,
943,2,2,2;4
944,3,4,4;472814;473146
945,3,12,12;14;16
946,2,443804,443804;443806
947,8,2,2;172;3362;3366;3522;3524;3590;446726
948,0,-1,
949,14,71644,71644;71896;310552;313604;313642;313760;313896;313908;314988;315012;401972;401974;402294;402296
950,4,24,24;48;56;1710
951,0,-1,
952,3,908,908;932;942
953,7,2,2;4;192;194;202;204;1944
954,11,2,2;10;16;52;56;60;3322;3434;395862;395868;395880
955,13,2,2;4;34;36;44;46;104;106;120;138;140;142;144
956,1,2,2
957,2,2,2;4
958,1,20,20
959,4,4,4;6;20;28
960,10,36,36;38;63416;64738;64782;64796;76488;87868;87870;89720
961,4,2,2;316;346;1504
962,2,2,2;15916
963,9,2,2;1248;1250;1328;1330;1334;1338;1340;1348
964,3,224,224;226;232
965,0,-1,
966,5,1556,1556;1570;450154;574110;574112
967,1,6,6
968,6,14,14;164;166;188;192;39148
969,7,23648,23648;23680;23682;23684;33242;33276;38090
970,4,42,42;46;48;100
971,1,2,2
972,1,2,2
973,1,2,2
974,2,2,2;4
975,1,8,8
976,2,32,32;36
977,10,6,6;586;592;594;596;650;652;764;1078;1088
978,1,4,4
979,2,502,502;520
980,1,2,2
981,5,2,2;652;1070;1080;1242
982,11,658,658;660;2056;2070;2074;2078;16280;100454;100456;101886;101888
983,0,-1,
984,3,40,40;46;488
985,19,264,264;266;268;1566;1568;1692;1696;1848;9930;9964;10088;10092;10094;10100;10694;10710;900084;900096;900104
986,3,2798,2798;4016;4264
987,1,6,6
988,0,-1,
989,3,2,2;4;6
990,3,14,14;116;132
991,0,-1,
992,0,-1,
993,9,2,2;78;84;86;328;330;332;492;494
994,2,2,2;4
995,0,-1,
996,1,366,366
997,3,2,2;8;10
998,5,28,28;32;34;36;38
999,7,2,2;4;140;142;156;4276;4278
