walk,n_minus,n_zero,n_plus,m_over_n
928,778,28,194,0.7920000000
929,340,35,625,0.6425000000
930,821,35,144,0.8385000000
931,373,21,606,0.6165000000
932,122,36,842,0.8600000000
933,13,8,979,0.9830000000
934,662,2,336,0.6630000000
935,0,1,999,0.9995000000
936,509,29,462,0.5235000000
937,125,37,838,0.8565000000
938,982,11,7,0.9875000000
939,992,6,2,0.9950000000
940,526,32,442,0.5420000000
941,997,2,1,0.9980000000
942,262,10,728,0.7330000000
943,20,18,962,0.9710000000
944,745,16,239,0.7530000000
945,151,10,839,0.8440000000
946,520,22,458,0.5310000000
947,873,1,126,0.8735000000
948,1000,0,0,1.0000000000
949,886,35,79,0.9035000000
950,206,59,735,0.7645000000
951,530,51,419,0.5555000000
952,441,35,524,0.5415000000
953,759,50,191,0.7840000000
954,707,30,263,0.7220000000
955,759,41,200,0.7795000000
956,449,19,532,0.5415000000
957,682,26,292,0.6950000000
958,405,56,539,0.5670000000
959,149,39,812,0.8315000000
960,486,21,493,0.5035000000
961,15,2,983,0.9840000000
962,556,28,416,0.5700000000
963,0,0,1000,1.0000000000
964,0,1,999,0.9995000000
965,981,4,15,0.9830000000
966,102,10,888,0.8930000000
967,783,20,197,0.7930000000
968,0,2,998,0.9990000000
969,196,35,769,0.7865000000
970,181,9,810,0.8145000000
971,1000,0,0,1.0000000000
972,797,22,181,0.8080000000
973,188,22,790,0.8010000000
974,948,18,34,0.9570000000
975,440,62,498,0.5290000000
976,986,2,12,0.9870000000
977,149,35,816,0.8335000000
978,495,38,467,0.5140000000
979,65,30,905,0.9200000000
980,54,31,915,0.9305000000
981,57,8,935,0.9390000000
982,73,20,907,0.9170000000
983,52,6,942,0.9450000000
984,649,26,325,0.6620000000
985,745,29,226,0.7595000000
986,632,13,355,0.6385000000
987,12,7,981,0.9845000000
988,939,16,45,0.9470000000
989,505,11,484,0.5105000000
990,790,3,207,0.7915000000
991,413,26,561,0.5740000000
992,340,61,599,0.6295000000
993,365,47,588,0.6115000000
994,167,25,808,0.8205000000
995,919,13,68,0.9255000000
996,896,46,58,0.9190000000
997,809,47,144,0.8325000000
998,543,22,435,0.5540000000
999,443,12,545,0.5510000000
