walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7
773,0,45,0,44,0,0,0,0
774,25,7,0,26,0,3,0,23
775,0,17,0,5,0,31,0,31
776,0,0,34,0,7,0,36,2
777,21,6,0,0,4,42,9,1
778,0,10,0,0,0,72,0,0
779,1,41,2,13,3,19,0,0
780,0,0,1,0,28,0,52,1
781,23,10,0,0,17,20,3,0
782,19,0,12,0,5,0,30,9
783,0,61,2,4,4,4,1,1
784,7,58,0,0,0,18,0,0
785,0,0,37,0,0,0,16,20
786,0,14,1,7,0,30,0,20
787,7,2,2,1,2,0,74,0
788,16,10,0,1,17,13,15,1
789,7,0,2,34,2,0,26,12
790,8,19,24,0,0,32,0,0
791,0,0,4,75,0,0,0,9
792,12,77,0,2,0,0,0,0
793,3,0,59,0,4,0,11,4
794,0,1,0,0,0,16,10,53
795,18,9,10,15,1,2,0,15
796,1,1,0,0,73,2,1,7
797,0,1,92,0,1,0,0,0
798,79,5,0,2,3,1,0,0
799,0,0,1,0,0,42,8,40
800,0,38,0,2,0,33,0,3
801,2,0,84,2,2,0,0,0
802,0,15,0,4,19,25,2,10
803,0,23,1,6,1,14,4,14
804,0,13,2,75,0,0,0,0
805,2,0,16,0,22,0,36,0
806,0,0,74,12,0,0,0,0
807,1,18,0,0,3,34,0,15
808,3,0,44,28,0,0,0,0
809,1,50,0,28,1,0,0,8
810,0,3,0,15,0,67,0,3
811,0,0,0,0,0,96,0,0
812,0,0,1,77,0,0,0,16
813,0,5,0,63,0,0,2,17
814,0,0,79,10,0,0,1,1
815,0,0,30,12,0,0,34,4
816,0,0,0,10,11,4,37,17
817,5,0,0,0,66,16,0,0
818,0,0,0,0,24,49,4,1
819,77,3,6,0,0,0,0,0
820,1,0,1,0,1,0,78,6
821,0,0,44,3,0,0,35,0
822,0,0,0,0,0,55,0,33
823,0,3,22,5,0,4,0,43
824,0,0,5,1,1,0,75,3
825,0,0,36,3,1,1,32,2
826,0,0,0,93,0,0,1,1
827,28,15,32,0,3,0,6,0
828,3,0,3,24,17,0,6,19
829,0,0,74,1,0,0,14,0
830,0,0,0,0,1,53,3,28
831,54,0,4,4,18,0,0,2
832,0,11,1,1,2,61,1,1
833,0,0,0,1,11,22,52,1
834,1,51,0,0,1,32,1,0
835,1,0,0,0,29,0,5,54
836,0,0,75,0,1,0,13,0
837,95,0,0,0,1,1,0,0
838,11,1,2,1,15,48,0,0
839,45,2,25,3,0,1,1,0
840,1,2,6,49,0,0,7,22
841,11,8,3,1,54,8,0,0
842,64,0,27,0,0,0,0,0
843,53,0,21,9,5,0,1,0
844,0,56,0,0,0,36,0,0
845,0,30,0,10,9,10,7,10
846,0,4,21,40,0,1,12,3
847,2,11,0,0,8,23,29,3
848,0,0,0,0,14,12,13,32
849,0,0,0,0,0,96,0,1
850,21,31,0,0,11,0,31,0
851,0,6,0,18,0,56,0,8
852,2,0,4,0,2,0,49,22
853,13,30,0,0,7,13,4,8
854,37,15,0,2,25,5,0,3
855,1,10,9,3,20,32,4,2
856,89,0,0,0,7,0,0,0
857,4,0,18,0,26,1,13,22
858,1,4,2,2,24,12,21,4
859,7,3,8,0,4,28,0,36
860,4,0,6,0,43,10,7,2
861,2,15,2,54,0,0,4,3
862,12,39,0,1,18,3,1,0
863,2,0,9,1,18,1,21,22
864,7,28,0,5,4,21,0,3
865,0,0,31,3,0,0,22,27
866,0,45,0,5,14,26,0,0
867,0,0,0,1,16,55,4,6
868,60,17,0,0,5,2,1,0
869,1,11,28,39,1,1,0,1
870,0,0,4,0,0,0,94,0
871,6,16,0,0,0,45,0,19
872,0,3,1,0,1,78,0,3
873,0,2,12,3,0,0,15,39
874,0,8,1,86,0,0,0,0
875,0,0,0,0,89,0,5,0
876,1,7,5,21,0,51,0,0
877,0,0,1,0,4,0,86,0
878,0,11,1,23,0,19,0,32
879,0,0,2,3,0,0,11,70
880,73,7,0,0,0,10,0,0
881,23,59,3,1,0,1,0,0
882,0,2,30,26,0,1,10,2
883,0,50,0,32,0,2,2,2
884,43,2,17,1,3,0,8,0
885,2,1,0,0,3,81,0,3
886,0,23,0,33,0,3,6,14
887,20,30,0,7,0,27,0,0
888,14,52,8,17,0,0,0,0
889,1,5,0,0,50,31,0,0
890,1,1,0,3,2,23,9,36
891,0,0,0,3,0,17,0,67
892,6,6,0,9,2,35,0,7
893,0,33,0,53,0,0,0,4
894,0,78,0,0,0,6,1,0
895,0,0,0,0,69,10,3,0
896,0,0,0,0,6,71,0,4
897,0,0,75,12,0,0,0,1
898,15,3,19,2,35,2,0,2
899,0,4,1,4,1,3,36,32
900,10,44,1,6,1,3,0,4
901,0,0,87,1,0,0,1,2
902,10,1,20,13,15,1,15,1
903,0,62,0,22,0,0,1,1
904,0,2,0,1,0,11,0,72
905,28,5,4,38,4,0,0,0
906,0,0,4,33,0,34,0,19
907,2,0,29,50,1,0,2,0
908,0,6,0,32,0,8,0,24
909,0,8,8,28,2,4,19,11
910,5,18,4,52,0,0,0,0
911,0,18,3,69,0,0,0,0
912,32,2,8,3,27,8,0,0
913,0,2,2,8,5,26,23,13
914,0,0,0,6,0,0,65,17
915,1,17,0,0,1,69,0,1
916,4,1,3,0,27,0,52,1
917,5,40,3,7,2,15,1,6
918,47,11,24,2,0,0,0,0
919,7,7,31,1,23,0,10,0
920,0,74,0,0,0,21,0,0
921,1,0,0,0,0,32,0,55
922,92,3,0,0,0,1,0,0
923,1,8,0,31,0,0,3,24
924,0,0,40,46,0,0,0,1
925,0,0,0,7,9,8,19,30
926,68,1,0,0,25,0,0,0
927,0,1,31,0,19,2,26,0
928,0,64,0,17,0,4,0,1
929,0,0,0,0,14,0,70,8
930,0,0,26,20,0,0,35,0
931,5,52,19,7,0,0,0,1
932,0,0,0,0,12,32,2,46
933,31,0,38,0,3,0,0,0
934,8,57,1,14,0,0,0,0
935,0,35,0,50,0,0,0,0
936,1,2,0,0,34,34,6,0
937,0,0,28,23,0,0,28,2
938,5,13,28,7,0,0,19,4
939,42,11,0,0,20,1,1,0
940,1,0,0,0,74,0,17,0
941,5,2,2,3,32,0,26,0
942,15,33,0,0,40,0,0,0
943,11,1,28,6,7,17,6,2
944,4,0,2,0,11,7,50,3
945,0,1,19,0,4,19,29,1
946,0,0,73,5,0,0,4,2
947,0,0,36,11,0,0,21,13
948,0,0,8,5,0,0,30,47
949,1,4,1,0,3,75,0,1
950,1,5,8,38,3,2,1,24
951,20,7,0,0,5,47,0,0
952,0,18,0,0,3,65,0,0
953,3,16,10,44,0,0,1,3
954,0,8,0,44,0,20,0,4
955,9,46,0,0,27,4,0,0
956,5,71,0,0,4,5,0,0
957,7,26,0,12,3,2,0,31
958,0,0,48,39,0,0,0,0
959,0,0,61,0,0,0,29,1
960,1,0,0,0,32,16,1,35
961,0,0,0,4,3,1,70,5
962,0,65,0,1,4,7,0,6
963,8,1,6,0,24,0,30,2
964,0,1,0,0,0,29,0,50
965,0,0,0,0,1,1,25,64
966,26,0,13,1,3,0,36,1
967,33,0,41,2,0,0,0,0
968,1,0,74,16,0,0,0,0
969,17,27,0,0,39,0,0,1
970,0,0,0,0,79,0,10,0
971,0,13,0,12,0,9,0,41
972,15,0,11,0,28,7,16,1
973,0,0,0,0,61,3,17,0
974,0,5,0,0,17,23,2,22
975,9,0,33,5,27,0,14,0
976,0,1,5,1,0,0,87,0
977,57,7,12,2,1,0,0,1
978,78,0,0,0,10,0,0,0
979,0,34,0,15,0,7,1,20
980,0,0,22,20,0,0,26,11
981,79,0,0,0,11,0,1,1
982,0,53,0,16,0,7,0,1
983,0,0,0,0,11,18,0,67
984,2,4,2,78,0,0,0,0
985,2,1,0,0,53,39,0,0
986,0,1,0,42,0,1,0,39
987,29,0,30,28,0,0,0,0
988,0,0,92,3,0,1,1,0
989,9,16,10,44,0,0,0,0
990,7,66,1,1,1,5,1,0
991,0,9,0,1,26,25,4,6
992,0,49,0,0,3,26,0,0
993,13,1,4,0,27,0,37,0
994,0,0,4,2,0,1,79,0
995,0,0,1,17,0,0,1,72
996,0,13,0,19,0,8,0,37
997,13,1,42,0,10,0,16,0
998,0,0,0,0,9,3,78,0
999,1,2,4,1,2,6,67,0
