walk,n_minus,n_zero,n_plus,m_over_n
807,431788,1246,566966,0.5675890000
808,396727,1035,602238,0.6027555000
809,303609,1209,695182,0.6957865000
810,837976,280,161744,0.8381160000
811,794344,288,205368,0.7944880000
812,20903,215,978882,0.9789895000
813,762510,1820,235670,0.7634200000
814,798283,1293,200424,0.7989295000
815,934,53,999013,0.9990395000
816,782008,716,217276,0.7823660000
817,667127,423,332450,0.6673385000
818,4156,164,995680,0.9957620000
819,467514,1932,530554,0.5315200000
820,794797,1685,203518,0.7956395000
821,701415,2534,296051,0.7026820000
822,130436,1575,867989,0.8687765000
823,182725,1480,815795,0.8165350000
824,197801,191,802008,0.8021035000
825,47111,672,952217,0.9525530000
826,113285,604,886111,0.8864130000
827,998791,29,1180,0.9988055000
828,899085,663,100252,0.8994165000
829,652995,1079,345926,0.6535345000
830,811037,1492,187471,0.8117830000
831,244308,367,755325,0.7555085000
832,630333,1119,368548,0.6308925000
833,120081,1802,878117,0.8790180000
834,247184,1395,751421,0.7521185000
835,992014,256,7730,0.9921420000
836,74607,334,925059,0.9252260000
837,45485,955,953560,0.9540375000
838,551105,1856,447039,0.5520330000
839,872975,1130,125895,0.8735400000
840,984716,381,14903,0.9849065000
841,956849,308,42843,0.9570030000
842,986859,121,13020,0.9869195000
843,993120,165,6715,0.9932025000
844,797624,1283,201093,0.7982655000
845,999688,33,279,0.9997045000
846,318842,1393,679765,0.6804615000
847,273027,1167,725806,0.7263895000
848,992371,64,7565,0.9924030000
849,1565,114,998321,0.9983780000
850,957507,439,42054,0.9577265000
851,975318,291,24391,0.9754635000
852,767350,755,231895,0.7677275000
853,363708,1894,634398,0.6353450000
854,998149,119,1732,0.9982085000
855,18486,430,981084,0.9812990000
856,16570,283,983147,0.9832885000
857,812441,894,186665,0.8128880000
858,875987,498,123515,0.8762360000
859,810198,452,189350,0.8104240000
860,650372,928,348700,0.6508360000
861,45248,246,954506,0.9546290000
862,361830,1031,637139,0.6376545000
863,369936,771,629293,0.6296785000
864,42627,170,957203,0.9572880000
865,59139,485,940376,0.9406185000
866,331,29,999640,0.9996545000
867,799116,2858,198026,0.8005450000
868,401114,347,598539,0.5987125000
869,19315,319,980366,0.9805255000
870,83117,226,916657,0.9167700000
871,66941,530,932529,0.9327940000
872,980251,663,19086,0.9805825000
873,305811,452,693737,0.6939630000
874,623,60,999317,0.9993470000
875,422854,885,576261,0.5767035000
876,985444,69,14487,0.9854785000
877,38289,604,961107,0.9614090000
878,967284,264,32452,0.9674160000
879,1018,18,998964,0.9989730000
880,478330,1219,520451,0.5210605000
881,414405,351,585244,0.5854195000
882,930508,504,68988,0.9307600000
883,478859,539,520602,0.5208715000
884,301063,591,698346,0.6986415000
885,851660,1483,146857,0.8524015000
886,983847,522,15631,0.9841080000
887,681824,1379,316797,0.6825135000
888,702539,113,297348,0.7025955000
889,999950,28,22,0.9999640000
890,2368,70,997562,0.9975970000
891,560228,1732,438040,0.5610940000
892,832054,47,167899,0.8320775000
893,999837,13,150,0.9998435000
894,368155,795,631050,0.6314475000
895,378047,1120,620833,0.6213930000
896,996415,150,3435,0.9964900000
897,969670,419,29911,0.9698795000
898,70628,901,928471,0.9289215000
899,112144,1418,886438,0.8871470000
900,213787,769,785444,0.7858285000
901,37177,695,962128,0.9624755000
902,970902,173,28925,0.9709885000
903,855648,1234,143118,0.8562650000
904,997602,72,2326,0.9976380000
905,757094,1265,241641,0.7577265000
906,1000000,0,0,1.0000000000
907,33770,143,966087,0.9661585000
908,834075,1479,164446,0.8348145000
909,753798,1359,244843,0.7544775000
910,708580,507,290913,0.7088335000
911,544664,496,454840,0.5449120000
912,66624,766,932610,0.9329930000
913,971162,775,28063,0.9715495000
914,742765,519,256716,0.7430245000
915,736502,293,263205,0.7366485000
916,6780,368,992852,0.9930360000
917,939582,994,59424,0.9400790000
918,24644,359,974997,0.9751765000
919,648320,244,351436,0.6484420000
920,25542,294,974164,0.9743110000
921,238115,1264,760621,0.7612530000
922,962500,516,36984,0.9627580000
923,590553,220,409227,0.5906630000
924,999869,28,103,0.9998830000
925,118591,1171,880238,0.8808235000
926,3625,185,996190,0.9962825000
927,632420,943,366637,0.6328915000
928,56394,513,943093,0.9433495000
929,107611,835,891554,0.8919715000
930,489003,1348,509649,0.5103230000
931,704272,1058,294670,0.7048010000
932,30832,367,968801,0.9689845000
933,296327,1665,702008,0.7028405000
934,451733,942,547325,0.5477960000
935,967566,341,32093,0.9677365000
936,189614,1210,809176,0.8097810000
937,49895,317,949788,0.9499465000
938,243186,2180,754634,0.7557240000
939,630299,609,369092,0.6306035000
940,82885,590,916525,0.9168200000
941,72161,988,926851,0.9273450000
942,624623,1132,374245,0.6251890000
943,72237,609,927154,0.9274585000
944,700953,1601,297446,0.7017535000
945,919228,556,80216,0.9195060000
946,220181,752,779067,0.7794430000
947,476543,1079,522378,0.5229175000
948,982325,288,17387,0.9824690000
949,627560,2650,369790,0.6288850000
950,969074,334,30592,0.9692410000
951,998184,131,1685,0.9982495000
952,442921,1900,555179,0.5561290000
953,777765,425,221810,0.7779775000
954,458416,995,540589,0.5410865000
955,278488,502,721010,0.7212610000
956,567589,1721,430690,0.5684495000
957,640547,1550,357903,0.6413220000
958,315422,765,683813,0.6841955000
959,888850,1199,109951,0.8894495000
960,750993,575,248432,0.7512805000
961,929929,611,69460,0.9302345000
962,652665,2025,345310,0.6536775000
963,758348,1849,239803,0.7592725000
964,135442,901,863657,0.8641075000
965,377043,301,622656,0.6228065000
966,821805,1381,176814,0.8224955000
967,263745,1347,734908,0.7355815000
968,346651,757,652592,0.6529705000
969,809891,1078,189031,0.8104300000
970,969684,86,30230,0.9697270000
971,541507,1082,457411,0.5420480000
972,140801,674,858525,0.8588620000
973,57675,874,941451,0.9418880000
974,95274,351,904375,0.9045505000
975,346425,1050,652525,0.6530500000
976,995325,93,4582,0.9953715000
977,410290,1485,588225,0.5889675000
978,385706,2308,611986,0.6131400000
979,49087,281,950632,0.9507725000
980,392269,93,607638,0.6076845000
981,199943,942,799115,0.7995860000
982,957545,514,41941,0.9578020000
983,375415,1080,623505,0.6240450000
984,483923,412,515665,0.5158710000
985,592,13,999395,0.9994015000
986,719353,361,280286,0.7195335000
987,299591,275,700134,0.7002715000
988,986045,264,13691,0.9861770000
989,93412,269,906319,0.9064535000
990,291577,1424,706999,0.7077110000
991,204255,276,795469,0.7956070000
992,35704,270,964026,0.9641610000
993,330985,1077,667938,0.6684765000
994,139620,714,859666,0.8600230000
995,49417,717,949866,0.9502245000
996,15021,595,984384,0.9846815000
997,239794,822,759384,0.7597950000
998,711656,688,287656,0.7120000000
999,953014,508,46478,0.9532680000
