walk,l1,l2,x0,x1,x2
846,52,39.496835,-4,-38,-10
847,90,56.603887,42,-12,-36
848,82,50.950957,36,-12,34
849,98,57.445626,32,26,-40
850,48,32.863353,12,30,-6
851,118,72.249567,40,-56,22
852,46,36.055513,0,-34,12
853,76,51.458721,-26,44,6
854,100,71.665891,-68,-16,-16
855,106,65.329932,50,-18,38
856,62,37.363083,12,-26,24
857,62,50.793700,50,-8,-4
858,32,20.396078,16,-4,12
859,124,78.128100,-18,-44,62
860,82,60.497934,-14,-58,10
861,56,34.409301,16,28,-12
862,32,21.725561,-12,18,-2
863,96,56.780278,38,-22,36
864,50,35.832946,32,2,16
865,70,42.095130,-30,14,26
866,50,37.363083,-36,-6,-8
867,98,61.024585,-18,30,-50
868,120,69.685006,-34,44,42
869,118,71.860977,54,42,-22
870,78,51.264022,-36,-6,36
871,102,62.896741,16,42,-44
872,154,90.972523,62,-36,56
873,98,61.024585,-30,-18,-50
874,40,36.110940,-2,-36,2
875,24,14.142136,-10,-6,8
876,38,23.579652,-18,14,-6
877,74,45.033321,34,-26,-14
878,120,71.498252,-54,36,30
879,82,51.419841,-12,30,-40
880,94,58.275209,40,40,14
881,32,26.381812,-26,-2,-4
882,72,45.519227,-38,-12,-22
883,42,28.354894,20,-2,-20
884,128,78.434686,58,-48,-22
885,46,30.265492,-24,4,-18
886,74,43.680659,22,-32,-20
887,86,55.892754,-12,-26,-48
888,74,49.030603,-24,42,-8
889,152,94.021274,-70,-24,58
890,180,105.299573,72,60,-48
891,78,45.122057,26,-28,-24
892,86,58.275209,4,-38,44
893,80,52.687759,36,6,-38
894,104,68.585713,-52,-8,44
895,36,22.090722,-6,-16,-14
896,124,74.027022,50,-26,48
897,74,46.000000,-12,-26,-36
898,94,58.821765,-30,-48,-16
899,42,26.305893,6,20,16
900,82,53.103672,8,40,34
901,50,39.344631,-38,-10,-2
902,100,62.673758,18,-30,-52
903,52,32.619013,26,18,8
904,58,33.763886,22,-20,-16
905,42,25.690465,-20,8,14
906,78,51.341991,-46,-18,14
907,78,45.033321,-26,26,-26
908,52,36.110940,-20,-2,-30
909,126,86.925255,-16,-30,80
910,60,34.985711,-16,-22,-22
911,64,40.693980,-34,20,-10
912,82,57.584720,12,-54,16
913,42,27.495454,-16,-22,4
914,80,54.479354,18,-50,-12
915,28,22.803509,0,-22,6
916,80,54.772256,20,-10,50
917,72,44.452222,36,14,22
918,96,62.928531,-34,-52,10
919,62,36.055513,20,18,-24
920,76,52.839379,42,32,-2
921,90,60.564016,-30,-8,-52
922,64,37.629775,-16,-26,-22
923,52,35.440090,14,-32,6
924,32,20.976177,-4,-10,18
925,76,50.833060,12,-18,-46
926,56,34.292856,26,-10,-20
927,34,24.248711,22,-10,2
928,78,47.707442,-24,38,-16
929,96,66.693328,-8,60,28
930,38,23.065125,18,8,-12
931,48,33.346664,-18,28,2
932,46,26.907248,-16,-18,-12
933,124,90.818500,6,84,34
934,82,55.317267,40,4,38
935,108,77.665951,-72,-8,-28
936,36,23.664319,12,-4,-20
937,70,41.327957,-30,18,22
938,74,52.345009,0,36,38
939,64,44.090815,-28,-2,-34
940,78,47.707442,-24,38,-16
941,74,49.030603,44,18,12
942,62,43.954522,-22,38,-2
943,74,55.821143,-10,-10,-54
944,82,50.714889,-18,-42,22
945,108,63.560994,-26,40,42
946,82,55.533774,-10,-50,-22
947,76,45.166359,-20,-22,34
948,30,26.305893,4,26,0
949,42,26.305893,8,22,12
950,80,56.639209,30,-48,2
951,120,74.993333,58,18,-44
952,88,71.274119,-12,-70,6
953,106,70.057120,-38,-58,10
954,26,20.493902,4,20,2
955,76,44.721360,-24,20,-32
956,54,36.276714,20,-4,-30
957,52,32.741411,12,-28,-12
958,50,33.286634,-8,-12,30
959,72,45.519227,36,26,-10
960,106,63.277168,-48,-32,26
961,70,42.941821,-32,12,-26
962,100,71.386273,-66,8,-26
963,54,31.559468,14,20,20
964,106,64.776539,-36,-20,50
965,78,55.172457,-12,-52,-14
966,90,56.462377,-40,12,38
967,96,62.801274,-56,22,-18
968,58,38.935845,6,-18,34
969,64,45.607017,36,0,28
970,66,45.825757,-22,4,-40
971,62,49.517674,-2,-48,-12
972,80,52.687759,-6,-36,-38
973,140,84.994117,62,52,-26
974,146,97.180245,26,32,88
975,78,45.650849,-30,-28,20
976,72,41.952354,28,-20,24
977,22,12.806248,8,6,-8
978,14,8.246211,-4,6,-4
979,76,50.675438,-46,-16,14
980,150,101.212647,48,-14,88
981,48,27.856777,14,18,16
982,62,43.497126,40,-16,-6
983,136,81.387960,-28,-52,-56
984,20,15.231546,14,-6,0
985,50,29.732137,16,-22,12
986,62,47.455242,10,-46,-6
987,100,58.719673,42,-28,30
988,24,17.204651,0,14,10
989,82,56.603887,10,-20,-52
990,110,66.241981,22,-40,48
991,80,48.744230,26,38,-16
992,108,67.052218,-48,-16,44
993,52,35.213634,-4,-30,-18
994,60,38.884444,16,-10,34
995,84,60.066630,-26,-54,-4
996,70,44.586994,30,-32,8
997,72,50.990195,10,-14,-48
998,30,24.738634,24,0,6
999,50,33.645208,30,14,-6
