walk,l1,l2,x0,x1,x2
847,256,172.673102,-158,-44,54
848,48,30.594117,-8,14,26
849,412,264.862228,-232,-82,-98
850,192,130.015384,118,-26,48
851,146,93.187982,-46,-22,-78
852,264,206.630104,-50,-200,-14
853,84,54.990908,-24,48,-12
854,174,117.626528,106,22,-46
855,294,171.522593,-118,86,90
856,212,125.059986,-54,-68,90
857,180,127.404866,-114,10,-56
858,252,176.227126,-32,164,56
859,68,39.799497,-20,28,20
860,402,283.922525,148,-242,-12
861,238,171.965113,94,-144,0
862,344,204.019607,-114,-148,82
863,104,68.992753,-58,10,-36
864,252,167.880910,28,-146,78
865,408,294.319554,152,-4,-252
866,174,117.456375,-100,14,60
867,192,126.649122,-38,-40,-114
868,156,105.640901,12,90,-54
869,254,156.268999,-56,-70,-128
870,80,61.384037,-58,2,20
871,64,44.988888,2,-24,-38
872,236,166.973052,-14,150,-72
873,380,248.499497,-116,-50,-214
874,332,204.098016,54,-132,-146
875,202,141.689802,-2,94,-106
876,174,119.079805,36,110,-28
877,176,111.821286,22,86,-68
878,300,209.818970,-138,4,-158
879,282,182.570534,-148,-102,32
880,292,200.359677,120,160,12
881,214,186.429611,184,30,0
882,112,93.252346,-14,6,-92
883,198,116.292734,-80,50,-68
884,326,193.545860,-124,-130,72
885,296,173.412802,92,82,-122
886,304,228.315571,32,220,-52
887,540,337.366270,-268,86,186
888,228,167.068848,-34,-160,-34
889,290,216.767156,78,-202,-10
890,306,211.101871,48,-62,-196
891,394,279.263317,-226,-164,-4
892,370,233.692105,-46,-164,-160
893,216,127.373467,76,-52,88
894,178,119.749739,-76,92,-10
895,178,104.326411,-52,74,52
896,326,239.974999,-100,8,-218
897,280,195.816240,-88,18,174
898,270,254.267576,-10,-254,6
899,294,210.418630,-196,26,-72
900,180,119.230868,-16,66,-98
901,224,134.074606,-86,-92,46
902,316,236.660094,24,66,-226
903,312,194.874318,-142,-126,-44
904,250,153.792067,50,124,76
905,362,217.375252,148,72,142
906,348,206.823596,-134,138,-76
907,236,155.717693,18,100,118
908,340,294.183616,32,16,-292
909,258,185.741756,-50,176,32
910,248,179.220535,76,162,-10
911,134,83.066239,56,-20,58
912,288,222.153100,78,-2,208
913,320,194.586742,102,-66,152
914,268,187.765812,-118,-146,4
915,254,168.534863,-152,-58,-44
916,86,53.851648,-12,-40,34
917,254,163.205392,-66,46,-142
918,348,254.950976,-26,-82,240
919,126,89.196412,18,24,-84
920,102,72.470684,-46,0,56
921,206,146.219014,0,-112,-94
922,194,116.223922,-90,52,52
923,370,254.691971,18,-140,212
924,338,221.440737,-186,114,-38
925,262,163.694838,46,82,-134
926,334,220.190826,-132,-174,28
927,234,153.635933,32,-134,68
928,244,144.416066,-62,-106,-76
929,320,227.473075,76,-212,32
930,66,44.045431,14,40,12
931,366,219.990909,-74,-134,158
932,208,178.011236,-176,-26,6
933,184,108.111054,46,-74,-64
934,178,105.432443,-46,-54,78
935,210,148.418328,118,-90,2
936,216,153.284050,-8,-134,74
937,392,310.715304,12,-80,300
938,258,190.588562,18,180,60
939,280,191.854111,22,168,-90
940,92,58.923679,-48,12,-32
941,228,137.608139,-86,44,-98
942,162,100.498756,80,-54,-28
943,286,168.107109,112,-104,70
944,138,84.214013,60,-54,-24
945,234,148.013513,-64,126,-44
946,292,175.134234,-136,-80,-76
947,306,178.089865,-114,84,108
948,222,167.272233,158,54,-10
949,184,112.960170,30,76,78
950,224,141.308174,32,-112,80
951,306,176.963273,-108,-94,104
952,354,247.766019,230,42,-82
953,366,229.250954,-66,-190,-110
954,192,127.968746,42,116,-34
955,292,168.997041,-88,104,-100
956,310,228.989083,2,104,204
957,392,249.975999,174,-44,-174
958,426,264.945277,164,-198,64
959,130,85.252566,-68,50,-12
960,134,79.018985,48,-32,54
961,292,224.232023,-40,-34,-218
962,82,63.592452,10,-10,62
963,232,148.512626,26,112,94
964,338,214.336185,60,96,-182
965,140,85.276022,-26,64,-50
966,362,211.101871,142,120,100
967,178,116.155069,-28,-102,-48
968,242,147.254881,118,56,-68
969,184,130.322676,12,-54,118
970,148,87.040221,54,36,-58
971,276,193.804025,-134,140,2
972,364,218.449079,98,-96,-170
973,282,172.360088,-134,54,94
974,248,173.827501,-94,-8,146
975,90,80.423877,-8,2,80
976,236,166.204693,142,-8,-86
977,398,245.690863,-162,174,-62
978,182,116.361506,-78,84,20
979,136,118.760263,-12,118,-6
980,258,151.433154,-108,-78,-72
981,492,305.797318,242,-82,168
982,140,97.857039,86,-8,-46
983,44,28.425341,14,-6,24
984,272,194.874318,166,-102,-4
985,290,190.756389,72,170,-48
986,80,54.479354,-50,-12,-18
987,364,251.666446,-86,-232,46
988,300,218.833270,32,60,-208
989,208,136.323146,-20,110,78
990,242,168.344884,-4,118,120
991,232,152.708873,-114,100,-18
992,78,58.275209,14,56,8
993,350,226.389046,-76,200,-74
994,238,155.164429,54,-46,138
995,158,94.762862,32,-60,66
996,206,147.200543,-16,-136,54
997,242,154.932243,108,-108,26
998,94,59.160798,-18,50,-26
999,162,114.769334,-52,-8,-102
