walk,num_returns,first_return,return_steps
941,16,8,8;120;122;124;232;536;770;772;774;776;778;788;796;804;806;816
942,3,12028,12028;12030;12054
943,3,26926,26926;26930;26932
944,4,22,22;1162;2346;2350
945,1,4,4
946,1,2,2
947,4,134,134;622;624;628
948,0,-1,
949,0,-1,
950,1,6,6
951,4,14,14;32;124;126
952,3,32,32;34;42
953,0,-1,
954,4,22,22;124;126;134
955,2,10,10;12
956,1,1518,1518
957,0,-1,
958,6,27952,27952;33586;84394;91156;91160;93128
959,4,2,2;14;24;26
960,0,-1,
961,3,2,2;4;6
962,4,780,780;868;1214;1222
963,4,2,2;398;414;424
964,23,94,94;102;108;246;252;260;264;3570;3572;3574;3576;3736;3748;3764;3766;19392;19394;19402;21908;22220;22222;22500;22504
965,0,-1,
966,0,-1,
967,3,34,34;36;126
968,5,176,176;180;294;94164;94380
969,5,2,2;6;14;54;66
970,4,204,204;258;274;278
971,1,52,52
972,18,4,4;8;240;32266;32272;32298;32300;32370;32372;32374;32376;32806;50788;50792;50798;50800;50804;50806
973,3,2,2;34;46
974,1,10,10
975,0,-1,
976,1,148,148
977,3,18798,18798;18800;18802
978,8,1368,1368;1736;1746;1748;1750;1782;1816;1818
979,5,4,4;242;246;250;1772
980,0,-1,
981,11,2,2;28;9866;9964;9966;9970;13564;14156;14158;14160;14162
982,0,-1,
983,2,2,2;28
984,0,-1,
985,0,-1,
986,3,38,38;80;82
987,13,6,6;8;10;12;308;312;322;348;356;360;362;380;382
988,3,2,2;4;6
989,6,2,2;328;636;1140;1142;1202
990,0,-1,
991,1,6,6
992,1,2,2
993,0,-1,
994,7,218,218;278;500;502;504;512;2956
995,1,2,2
996,8,2,2;4;8;10;12;34;132;170
997,7,18,18;56;58;62;64;484;486
998,0,-1,
999,3,2,2;12;14
