walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15
407,0,0,0,0,19,0,15,0,8,0,0,0,41,0,2,0
408,31,7,0,0,0,0,0,0,14,14,0,0,0,1,0,0
409,3,33,0,0,0,0,0,0,0,43,0,1,0,0,0,0
410,10,0,6,0,6,0,0,0,34,0,1,0,12,0,0,0
411,8,1,0,0,21,52,0,0,0,0,0,0,0,0,0,0
412,0,4,0,0,0,0,0,0,26,36,0,1,0,1,0,4
413,0,0,4,0,1,0,79,2,0,0,0,0,0,0,1,0
414,2,1,12,2,29,17,1,7,0,0,1,0,0,1,0,1
415,4,0,2,48,0,0,0,0,1,3,7,14,0,0,0,0
416,0,1,0,21,0,6,42,3,0,2,1,1,0,1,0,2
417,0,0,1,1,2,5,9,22,0,0,0,0,4,0,10,14
418,0,77,0,1,1,2,0,0,0,5,0,0,0,0,0,0
419,0,0,4,1,0,0,0,0,1,15,24,18,0,1,1,2
420,59,1,20,1,0,0,0,1,0,0,0,0,0,0,1,0
421,0,0,0,0,0,0,0,0,29,49,0,0,0,3,0,5
422,1,1,0,0,25,1,14,0,7,2,6,0,9,0,3,0
423,0,0,0,0,0,0,1,0,1,0,4,0,1,0,85,0
424,0,0,5,1,4,0,44,23,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,2,66,0,7,1,1,0,3
426,48,0,3,0,34,0,0,1,0,0,0,0,0,0,0,0
427,0,0,6,0,1,0,9,0,8,2,23,1,16,0,5,0
428,0,2,0,0,4,25,13,40,0,0,0,0,0,0,0,0
429,0,0,0,57,0,11,0,6,0,0,0,0,0,0,1,6
430,0,15,21,39,0,0,0,0,1,0,4,0,0,0,0,0
431,0,0,0,0,1,1,0,0,2,0,0,0,76,5,0,0
432,4,1,7,5,0,32,0,22,1,1,1,2,0,1,0,1
433,21,14,0,2,0,1,0,0,13,23,0,0,0,0,0,0
434,0,0,15,21,0,2,10,6,0,0,14,0,0,0,3,1
435,0,0,0,0,2,6,68,8,0,0,0,0,1,0,1,1
436,0,0,0,0,0,0,0,0,2,0,1,0,75,16,0,0
437,8,51,2,10,0,2,0,0,0,7,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,1,0,13,0,30,0,39,0
439,2,13,1,1,0,20,4,10,0,0,0,1,0,1,0,17
440,0,0,0,0,1,0,0,0,0,0,0,0,66,0,13,0
441,0,0,0,0,0,1,0,2,0,0,7,59,0,0,0,13
442,0,35,0,25,0,21,0,0,0,0,0,1,0,0,0,0
443,0,68,0,12,0,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,40,0,35,0,0,0,2
445,0,1,0,27,0,1,0,0,0,2,9,22,1,2,3,3
446,16,37,2,1,8,9,0,1,0,0,1,0,0,0,0,0
447,4,1,0,0,11,5,2,2,17,0,16,0,3,0,3,0
448,1,59,0,10,0,0,0,0,2,13,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,30,1,0,0,40,3,0,0
450,0,1,0,0,14,13,1,0,7,0,0,0,42,0,1,0
451,0,0,0,0,0,0,0,0,0,8,25,1,0,0,50,0
452,0,0,0,0,3,0,82,0,0,0,0,0,0,0,3,0
453,0,0,1,0,0,0,0,0,35,23,3,0,1,10,5,0
454,3,0,0,0,17,5,15,0,0,0,0,0,28,8,4,0
455,1,0,0,0,2,0,0,0,32,11,0,0,9,17,0,0
456,1,0,21,7,6,3,25,7,0,0,0,0,0,0,0,0
457,5,1,0,2,2,1,6,14,0,0,0,0,0,3,0,41
458,45,20,0,0,0,0,0,0,0,21,0,0,0,0,0,0
459,1,2,10,0,4,6,42,1,0,0,0,0,0,0,3,0
460,0,0,3,14,0,0,18,21,0,0,1,4,0,0,3,8
461,0,0,11,0,0,0,3,0,0,0,5,2,1,8,27,11
462,0,0,0,0,0,0,12,0,0,0,4,21,0,0,33,4
463,3,50,2,2,2,0,0,5,1,6,0,0,0,0,0,0
464,2,0,0,0,5,0,5,0,0,0,0,0,16,9,1,33
465,4,3,0,0,1,9,0,0,1,1,2,1,5,13,5,18
466,0,0,0,0,2,0,0,0,0,0,1,0,0,46,0,46
467,0,0,13,17,0,0,11,17,0,0,0,12,0,0,0,9
468,0,0,56,0,0,0,31,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,22,4,0,0,0,0,1,0,63,0
470,0,1,1,10,0,0,0,1,0,0,45,13,0,0,5,5
471,0,0,0,2,0,39,0,31,0,0,0,0,0,1,0,2
472,0,13,0,5,0,8,0,29,0,0,0,0,0,0,2,24
473,5,2,2,0,9,1,0,0,33,0,0,0,21,0,1,1
474,0,1,0,7,0,6,0,1,0,20,0,31,0,8,0,3
475,2,47,1,0,9,7,3,0,1,3,0,0,0,0,0,0
476,0,0,0,0,1,0,0,8,14,0,8,6,3,3,13,6
477,18,6,0,1,40,13,5,0,0,0,0,1,0,0,0,0
478,0,0,58,17,0,0,1,0,0,0,3,1,0,0,1,0
479,0,0,5,0,3,43,24,0,1,1,2,0,0,1,2,1
480,44,0,15,10,1,0,2,0,0,0,1,0,3,0,6,0
481,0,0,0,0,16,0,1,0,0,0,0,0,53,3,8,0
482,3,0,1,3,37,10,1,12,0,0,0,0,15,0,0,0
483,1,0,1,0,1,0,1,0,0,0,0,0,73,0,7,0
484,22,0,19,6,0,0,0,19,0,0,0,1,0,0,0,1
485,4,33,4,0,21,17,2,0,0,0,0,0,0,0,0,0
486,2,0,0,0,0,0,0,0,13,0,14,0,10,0,23,0
487,52,14,2,7,0,0,0,0,3,0,0,1,0,0,0,0
488,0,29,0,0,2,19,0,0,0,36,0,0,0,4,0,0
489,0,0,45,7,0,0,5,4,0,0,5,0,0,0,0,0
490,1,0,55,0,3,0,15,0,1,0,0,0,3,0,1,0
491,0,0,1,0,0,1,2,24,0,0,0,13,0,0,0,41
492,0,0,0,0,0,0,0,0,0,0,8,1,0,0,72,5
493,17,15,1,0,0,0,0,0,25,10,0,0,1,0,0,0
494,0,0,0,0,0,0,0,0,2,4,3,40,3,13,6,3
495,2,0,0,0,60,0,0,0,8,0,2,0,6,0,0,0
496,0,0,2,0,0,0,0,0,1,18,2,2,0,25,3,20
497,89,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
498,0,0,0,1,0,1,4,0,0,0,22,14,0,0,28,8
499,0,0,0,0,27,0,14,7,0,0,0,0,18,0,2,0
500,4,0,2,0,3,0,2,0,13,0,11,0,25,0,13,0
501,0,0,12,0,0,0,2,0,0,0,18,0,0,0,46,0
502,0,0,0,0,0,1,0,1,0,0,0,2,0,20,1,48
503,0,0,0,0,0,0,0,0,15,19,0,8,16,18,0,0
504,24,0,7,2,25,0,0,1,1,0,15,1,0,0,0,1
505,0,1,0,0,4,37,0,2,3,2,3,4,5,2,2,2
506,7,20,5,0,0,29,0,17,0,0,0,0,0,0,0,0
507,0,2,0,7,0,0,0,4,0,0,1,3,0,0,0,70
508,0,0,0,0,0,8,0,4,0,0,0,0,0,47,0,30
509,0,13,0,0,0,10,0,0,0,28,1,0,0,21,0,1
510,0,5,0,0,0,0,0,0,0,28,0,9,0,7,0,23
511,0,0,0,0,0,0,0,0,22,5,1,4,27,1,5,5
512,2,7,0,0,3,1,0,0,3,12,0,1,35,1,6,1
513,6,2,26,18,0,0,0,1,2,1,0,9,0,0,1,1
514,0,1,0,0,0,0,0,0,2,6,0,13,27,16,7,1
515,2,8,68,8,1,0,0,0,0,0,0,0,0,1,0,0
516,10,0,22,0,4,0,40,0,0,0,0,0,0,0,0,0
517,4,0,17,0,17,0,19,0,1,0,14,0,0,0,1,0
518,0,31,0,0,0,0,0,0,4,47,0,0,0,1,0,1
519,0,2,3,12,0,0,0,28,0,1,2,9,0,0,0,14
520,0,0,13,1,9,2,53,1,0,0,0,0,0,0,0,0
521,0,0,0,0,34,27,1,0,0,0,0,0,8,4,0,0
522,0,0,0,1,0,8,0,4,0,0,0,12,0,5,0,45
523,0,0,0,0,0,0,0,0,1,66,0,2,0,6,1,6
524,0,0,0,0,0,80,0,0,0,0,0,0,5,6,1,0
525,4,2,0,1,0,76,0,1,0,0,0,0,0,0,0,0
526,0,7,0,23,0,1,1,0,0,11,0,32,0,1,0,0
527,0,0,0,0,9,11,0,0,2,0,1,0,33,10,1,0
528,0,1,0,0,2,18,0,0,21,1,1,2,7,14,0,2
529,0,0,0,0,0,0,0,0,0,25,0,0,0,66,0,0
530,0,14,0,9,0,2,0,1,0,37,0,0,0,14,0,0
531,1,1,3,0,0,0,0,0,15,1,2,8,0,3,8,38
532,0,23,0,1,0,1,0,7,0,32,0,8,0,0,0,1
533,9,10,21,4,0,0,3,15,0,0,2,1,0,1,1,1
534,0,0,0,0,6,38,8,3,0,0,0,0,3,9,3,2
535,0,0,0,0,0,0,27,31,0,0,0,0,0,0,11,2
536,0,0,0,0,0,0,0,0,0,10,17,36,0,0,0,10
537,0,10,3,41,0,0,0,5,0,0,1,13,0,0,0,1
538,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,2,1,0,0,0,0,0,0,57,0,0,0,34,0,0
540,1,0,0,0,2,21,8,0,2,0,4,22,1,1,4,3
541,41,0,3,0,4,0,2,1,6,0,3,4,1,0,11,0
542,1,0,26,3,4,0,36,5,0,0,0,0,0,0,1,0
543,0,0,0,0,32,1,0,0,2,0,1,0,14,6,6,11
544,1,0,0,18,2,0,1,33,2,0,0,0,10,0,1,1
545,2,0,0,0,25,19,7,0,1,0,0,0,9,6,0,0
546,33,54,1,0,2,0,0,0,1,0,0,0,0,0,0,0
547,23,23,0,0,2,0,0,0,14,20,0,0,1,0,0,0
548,0,3,1,2,1,14,0,1,0,0,3,17,0,2,0,28
549,0,0,0,0,10,36,12,9,0,0,0,0,0,7,2,1
550,0,0,0,0,0,0,0,1,9,29,0,10,0,24,0,1
551,0,0,0,0,11,2,0,0,0,0,0,0,57,6,0,0
552,0,2,0,0,0,19,0,53,0,0,0,0,0,6,0,0
553,1,24,2,6,0,0,0,0,8,14,0,2,0,4,0,0
554,6,4,0,2,32,0,0,0,29,1,1,0,2,0,0,0
555,10,1,0,0,0,1,1,0,57,0,11,0,0,0,0,0
556,0,0,4,36,0,0,0,0,14,0,8,6,13,1,1,1
557,0,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0
558,6,1,28,9,14,0,2,5,0,0,0,0,1,0,0,0
559,0,0,1,0,4,15,0,8,0,11,0,17,0,11,0,2
560,0,0,0,0,0,55,0,17,0,0,0,0,0,11,0,1
561,0,0,0,0,0,0,23,4,0,0,7,15,1,0,28,0
562,2,0,45,33,0,0,0,0,0,0,4,0,0,0,0,0
563,0,4,0,0,1,11,0,0,0,3,0,17,0,8,0,29
564,0,0,0,0,0,0,5,12,0,0,0,1,0,9,0,44
565,0,2,0,4,0,15,0,1,0,5,0,5,0,44,0,0
566,0,0,0,0,0,0,0,0,0,1,5,24,1,6,4,27
567,0,2,0,0,1,79,0,1,0,0,0,0,0,0,0,0
568,20,11,26,0,1,16,0,0,0,0,0,0,1,5,0,0
569,0,0,0,0,1,13,0,2,0,0,0,0,16,48,0,0
570,54,2,21,0,1,0,0,0,2,0,0,0,0,0,0,0
571,0,9,0,0,0,2,0,0,0,13,1,15,0,33,0,0
572,0,0,0,0,2,3,0,0,0,3,0,0,17,32,1,19
573,0,0,0,0,0,0,0,0,0,3,2,1,0,39,2,21
574,3,2,35,3,1,2,3,0,13,2,1,1,0,0,0,1
575,3,0,0,0,0,0,0,0,0,77,2,2,0,0,0,0
576,0,10,0,0,0,0,0,0,17,26,3,0,22,1,0,0
577,0,0,0,0,0,0,0,0,37,1,34,0,6,2,0,0
578,1,0,0,60,3,0,0,1,1,0,0,14,0,0,0,0
579,0,0,0,30,0,0,0,11,0,0,0,5,0,2,0,30
580,15,22,22,0,12,0,3,0,0,0,2,0,0,0,1,0
581,0,0,35,0,0,0,43,0,0,0,0,0,0,0,0,0
582,2,0,35,24,0,0,0,0,1,4,0,0,0,3,1,1
583,0,0,0,1,0,0,1,34,0,0,1,29,0,0,0,21
584,0,0,0,0,1,1,22,43,0,0,0,0,0,0,2,12
585,0,0,0,0,0,2,0,0,10,24,0,0,22,27,0,0
586,0,0,0,0,0,0,0,0,0,1,0,0,7,3,24,41
587,23,1,21,1,0,0,1,0,2,0,16,0,0,0,0,0
588,0,0,0,3,0,0,3,2,1,3,11,10,3,9,9,5
589,0,0,13,2,0,0,0,0,1,0,42,11,0,0,0,1
590,0,0,5,4,0,0,0,1,0,0,0,36,0,0,0,25
591,9,2,15,26,0,1,0,4,0,3,0,2,0,2,0,1
592,0,0,0,0,0,0,0,0,39,37,1,5,6,0,0,0
593,5,0,17,29,0,0,0,0,2,5,0,21,0,1,0,0
594,9,9,2,8,1,0,3,0,0,38,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,40,13,19,1,0,0,0,0
596,24,0,3,0,22,0,20,0,2,2,0,0,0,0,0,0
597,0,0,0,0,0,4,0,2,0,1,0,0,0,3,0,73
598,2,0,3,0,26,0,3,0,0,0,1,1,28,0,7,1
599,47,1,11,2,8,0,8,1,0,0,0,0,0,0,0,0
600,3,0,41,1,0,1,32,2,0,0,0,0,0,3,0,0
601,0,0,0,0,1,0,0,0,0,0,0,0,31,1,61,0
602,1,0,0,19,1,0,0,0,1,12,0,39,0,2,0,0
603,0,0,0,1,0,0,6,84,0,0,0,0,0,0,0,1
604,3,0,12,0,2,0,0,1,16,0,38,0,0,0,7,0
605,0,0,0,0,0,0,0,0,1,0,6,10,1,26,2,30
606,2,76,0,0,5,3,1,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,1,0,0,8,59,0,0,6,6,0,0
608,0,0,0,0,1,0,0,0,1,0,23,25,0,0,15,10
609,61,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0,0,25,0,35,0,4,1,19,0
611,1,3,3,33,13,5,16,2,0,0,0,0,0,0,0,0
612,1,0,0,1,1,0,0,0,0,1,0,13,0,25,1,38
613,0,9,0,16,0,0,0,1,1,20,1,21,0,0,0,1
614,0,0,0,0,0,3,0,0,0,48,0,9,0,18,0,0
615,0,52,0,3,0,0,0,0,0,28,0,0,0,0,0,0
616,0,0,0,3,0,0,0,0,48,14,3,1,11,1,0,1
617,8,6,0,0,9,3,0,0,26,5,0,0,13,8,0,0
618,0,0,44,0,0,0,0,0,0,0,29,2,0,3,1,0
619,0,0,0,2,1,0,0,0,0,7,0,5,61,10,0,0
620,1,58,1,0,2,14,0,1,0,0,0,0,1,0,1,0
621,0,0,1,2,2,1,16,7,0,0,32,7,0,2,1,1
622,15,0,0,2,3,0,0,0,39,0,1,0,8,1,0,0
623,0,0,5,1,0,0,37,43,0,0,0,2,0,0,0,0
624,0,0,3,0,23,0,2,0,0,0,1,24,3,20,0,4
625,1,2,1,0,0,0,0,0,71,5,4,0,0,2,0,0
626,0,6,5,66,0,0,1,0,0,0,2,1,0,0,4,0
627,0,0,0,56,0,0,0,18,0,0,0,6,0,2,0,0
628,66,5,0,0,0,0,0,0,6,2,0,0,2,0,0,0
629,7,1,34,14,0,0,1,19,0,0,0,0,0,0,0,0
630,0,0,0,4,0,3,0,69,0,0,0,2,0,0,0,8
631,0,0,0,0,45,4,9,3,0,0,0,0,9,2,9,0
632,4,0,0,0,46,6,0,0,4,3,0,1,9,1,0,0
633,0,0,7,1,2,0,48,12,0,0,1,0,0,0,0,0
634,0,0,0,0,19,6,2,9,0,0,0,0,3,0,18,22
635,7,0,0,0,0,0,0,0,21,18,13,1,0,11,0,2
636,44,0,12,0,1,1,11,0,0,0,4,0,1,0,8,0
637,0,0,0,0,15,0,57,0,0,0,0,0,10,1,0,1
638,27,14,5,3,23,0,0,0,1,2,0,0,1,0,0,0
639,3,1,35,0,0,0,41,4,0,0,0,0,0,0,0,0
640,0,2,0,0,20,57,2,0,0,0,0,0,0,0,1,0
641,0,0,0,0,1,25,0,1,0,0,0,0,15,3,11,18
642,0,0,3,0,0,0,6,0,31,0,0,0,49,0,2,0
643,17,4,0,0,16,9,0,0,15,0,0,0,7,0,0,0
644,0,1,0,2,11,7,0,0,3,6,0,1,29,4,1,0
645,0,5,0,3,0,7,0,0,0,13,0,27,0,0,0,21
646,7,0,0,0,0,0,0,0,10,0,74,0,0,0,0,0
647,0,0,3,0,0,0,0,0,0,0,36,1,0,0,20,18
648,0,0,0,0,0,0,0,0,9,1,1,29,6,8,1,15
649,0,41,0,0,0,25,0,0,0,10,0,0,1,4,1,0
650,0,0,20,0,0,0,33,24,0,1,0,2,0,0,1,2
651,0,0,0,0,5,31,0,27,0,0,0,0,1,16,0,0
652,0,0,0,0,13,32,13,5,0,0,0,0,0,0,1,5
653,0,0,0,0,0,0,0,0,3,0,35,35,0,0,1,0
654,9,0,22,1,7,1,28,6,0,0,0,3,0,0,0,1
655,0,0,6,17,0,0,1,3,1,14,0,18,0,0,1,2
656,0,41,0,0,0,0,0,0,0,49,0,0,0,0,0,0
657,12,1,31,21,0,0,0,0,0,0,4,1,0,0,0,0
658,0,0,0,1,0,0,0,9,0,0,0,7,0,0,0,71
659,1,1,6,31,0,0,18,13,0,0,0,0,0,0,0,1
660,55,0,0,0,8,0,5,0,3,0,0,0,3,0,0,0
661,2,0,0,0,0,0,0,0,1,0,29,64,0,0,0,0
662,0,0,0,0,0,0,5,0,0,0,1,0,9,0,39,14
663,0,1,0,0,0,0,0,0,22,44,0,5,0,0,0,0
664,0,0,0,0,2,26,7,0,0,1,0,2,0,6,5,27
665,0,0,0,0,0,0,0,1,2,1,22,2,8,0,38,8
666,0,40,0,0,12,3,4,9,0,0,0,0,1,2,0,1
667,0,0,0,0,0,1,1,0,0,0,0,0,0,17,11,47
668,4,0,7,0,1,0,10,0,0,0,0,0,1,14,29,10
669,0,20,0,0,0,7,0,0,0,30,0,0,1,12,2,3
670,0,48,0,0,0,14,0,0,3,2,0,0,6,3,0,0
671,9,44,0,0,0,23,0,0,0,2,0,0,0,0,0,0
672,2,0,23,0,1,0,3,0,44,0,9,0,0,0,0,0
673,0,0,0,0,0,0,0,0,15,10,11,31,0,0,3,2
674,0,0,1,1,0,0,38,0,0,0,20,5,0,0,21,0
675,0,0,0,0,2,0,0,0,4,0,0,0,42,25,1,0
676,2,0,1,14,25,1,10,23,0,0,0,1,0,0,0,0
677,16,18,6,0,4,26,4,1,0,1,0,2,0,0,0,1
678,12,0,12,22,0,0,2,0,6,1,11,0,0,0,2,0
679,0,45,0,21,0,10,0,1,0,1,0,0,0,0,0,0
680,18,4,5,0,30,1,15,4,0,0,0,0,0,0,0,0
681,0,0,0,0,1,0,0,0,28,3,22,10,5,8,7,0
682,26,0,39,2,2,0,4,6,0,0,0,0,0,0,0,0
683,1,0,0,0,0,0,20,1,0,0,0,0,0,0,53,2
684,0,0,0,35,0,0,0,14,0,0,0,15,0,1,0,12
685,0,5,0,0,0,1,0,0,0,40,0,4,0,33,0,0
686,0,0,0,0,0,0,0,0,1,1,40,32,0,1,1,5
687,36,0,0,1,5,0,0,0,45,0,0,0,0,0,0,0
688,0,0,0,0,47,1,0,0,0,0,0,0,43,0,0,0
689,0,0,2,0,0,0,15,2,0,0,0,0,1,14,40,4
690,4,0,0,0,1,0,1,0,20,0,0,0,40,2,2,0
691,0,0,0,0,0,0,0,0,1,10,1,40,0,0,0,17
692,1,39,4,0,7,14,2,0,0,5,0,0,0,0,0,0
693,0,0,0,0,0,16,0,0,0,0,1,1,0,66,0,5
694,0,0,9,0,1,0,3,0,1,0,5,0,4,1,52,0
695,0,1,0,0,0,1,0,0,4,25,0,0,36,3,8,0
696,14,0,27,0,18,21,0,0,0,0,0,0,0,0,0,0
697,1,2,0,0,3,16,0,0,0,29,0,5,8,7,0,0
698,0,1,0,1,1,32,4,40,0,0,0,0,0,0,0,0
699,0,0,0,0,19,5,50,3,0,0,0,0,0,0,1,0
700,0,0,0,1,0,0,73,0,0,0,0,1,0,0,15,0
701,2,0,5,63,0,0,0,2,1,2,0,0,0,0,0,0
702,0,0,0,1,65,0,10,2,0,0,1,1,1,0,0,0
703,0,1,0,0,1,1,1,0,1,0,9,29,0,0,8,17
704,0,0,0,0,4,0,9,0,3,0,0,0,44,5,11,0
705,0,1,0,0,15,19,7,1,2,19,0,0,4,11,0,0
706,0,0,0,0,0,0,0,0,2,37,10,1,3,19,0,1
707,0,19,0,0,1,14,0,0,1,28,0,0,3,6,0,0
708,0,0,1,2,0,0,1,7,0,30,0,16,0,1,2,5
709,0,0,8,48,0,0,27,0,0,0,0,11,0,0,0,0
710,1,15,0,1,0,7,0,0,0,27,0,24,0,0,0,0
711,10,0,34,0,0,2,25,0,0,2,3,0,0,0,0,0
712,0,3,0,28,0,8,0,7,0,0,5,11,0,0,0,1
713,0,0,26,0,0,0,12,1,0,0,42,0,0,0,1,0
714,0,0,0,0,0,4,6,8,19,0,0,0,20,4,9,4
715,4,0,4,0,40,9,8,4,1,0,3,0,0,0,1,0
716,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,3,0,0,2,0,2,2,19,7,38
718,0,0,1,0,0,84,0,2,0,0,0,0,0,2,0,1
719,0,0,0,0,0,0,0,1,28,48,0,0,1,1,0,0
720,0,0,1,0,0,0,7,24,0,0,0,0,0,7,7,30
721,0,0,3,0,8,0,48,9,0,0,1,3,0,0,3,1
722,6,0,18,0,10,0,6,0,3,0,17,0,4,0,2,0
723,0,0,0,0,1,7,0,1,0,0,0,0,0,64,7,3
724,0,0,0,0,26,0,1,0,0,0,0,0,53,0,0,0
725,39,30,1,0,0,0,0,0,3,5,1,0,0,0,0,0
726,0,1,0,1,0,0,8,0,0,1,0,8,0,0,55,7
727,0,0,0,0,0,9,1,1,0,0,0,0,0,76,0,0
728,18,28,0,0,8,0,0,0,8,24,0,0,0,2,0,0
729,10,0,0,0,0,0,0,0,76,0,1,0,0,3,0,0
730,0,28,0,38,0,0,0,0,0,15,2,2,0,0,0,0
731,1,0,12,0,1,0,7,0,1,0,30,0,6,0,7,0
732,0,0,0,0,2,0,0,0,0,0,0,0,71,13,0,0
733,0,0,32,37,0,0,0,0,1,0,19,0,0,0,0,0
734,1,23,0,0,1,66,0,0,0,0,1,0,0,0,0,0
735,0,3,0,1,0,0,2,1,0,56,1,1,0,14,0,0
736,0,0,0,1,0,0,0,0,0,0,11,72,0,0,0,0
737,0,0,0,0,0,0,0,0,10,5,26,1,23,8,0,0
738,0,45,0,13,0,12,4,2,0,0,0,1,0,0,0,0
739,12,7,27,15,3,0,2,0,5,1,0,0,1,1,0,0
740,0,0,0,0,33,24,0,0,0,0,0,0,6,7,0,0
741,10,54,0,0,9,2,0,0,0,1,0,0,0,1,0,0
742,0,0,0,10,0,6,3,8,0,10,0,2,0,23,0,3
743,3,0,0,2,0,0,0,0,53,0,20,4,0,0,0,1
744,0,0,68,7,0,0,0,0,0,0,0,11,0,0,0,0
745,0,4,0,26,1,3,1,11,0,14,0,8,0,0,0,2
746,1,0,0,3,1,0,0,0,37,16,1,1,13,0,0,0
747,0,0,0,1,2,0,6,0,0,0,1,41,4,0,5,14
748,3,0,0,1,45,2,12,7,0,1,0,0,5,0,0,2
749,0,7,0,1,0,0,0,0,0,14,0,6,1,32,0,8
750,0,0,38,0,0,0,4,0,0,0,18,0,0,0,22,0
751,0,0,0,0,3,3,0,1,0,0,0,0,0,89,0,0
752,8,0,3,0,22,0,3,0,26,0,3,0,4,1,5,0
753,0,0,6,19,0,0,1,63,0,0,0,0,0,0,0,0
754,1,0,29,10,0,0,0,0,12,0,21,0,0,0,0,0
755,0,0,11,0,9,12,14,34,0,0,0,1,0,0,0,0
756,41,0,33,0,0,0,0,0,15,0,0,0,0,0,0,0
757,9,1,4,12,0,0,0,0,43,2,0,1,0,3,0,0
758,3,0,0,0,3,3,0,0,33,0,0,0,33,2,0,0
759,1,0,1,0,43,0,20,0,0,0,0,0,10,0,1,0
760,22,24,0,0,0,21,2,5,1,0,0,0,0,0,0,1
761,9,3,1,0,4,12,2,42,0,0,0,0,0,2,0,0
762,0,0,0,0,0,0,0,0,0,68,0,16,0,0,0,0
763,0,0,0,0,0,0,0,0,4,4,42,14,1,5,3,1
764,0,5,0,0,3,14,0,0,0,3,0,0,3,51,0,0
765,0,0,0,0,0,0,0,0,1,5,0,27,0,0,6,35
766,1,0,0,0,1,0,0,1,4,1,0,39,1,0,0,25
767,0,1,0,0,0,1,0,0,0,0,0,0,72,7,5,1
768,0,0,0,0,0,0,0,0,7,0,2,1,63,1,3,0
769,0,0,0,0,0,0,0,0,9,0,0,0,1,80,2,0
770,0,21,0,1,0,0,0,0,0,47,0,0,1,1,1,0
771,10,0,11,0,19,0,0,0,4,0,2,0,22,0,1,0
772,0,0,1,1,0,0,70,2,2,0,0,0,0,4,1,4
773,0,1,0,0,1,0,1,0,0,0,3,0,22,0,38,6
774,0,0,0,0,0,4,0,0,0,1,0,0,54,18,2,4
775,17,1,24,7,0,0,0,0,6,2,8,0,0,0,4,0
776,0,1,0,0,18,1,4,0,0,0,16,3,0,5,23,0
777,0,0,0,0,0,0,0,0,0,0,14,23,0,1,13,21
778,0,0,10,3,0,0,9,4,0,0,8,7,0,1,17,7
779,0,0,0,0,5,0,63,3,0,0,0,0,6,0,0,0
780,0,0,0,0,5,0,0,0,0,18,0,0,1,60,0,0
781,1,1,0,4,1,58,0,3,3,3,0,2,0,0,0,1
782,24,23,0,2,0,0,0,1,0,37,0,0,0,0,0,0
783,6,0,1,0,26,1,17,4,0,0,0,0,7,0,10,0
784,0,0,0,2,0,0,0,7,0,2,0,15,0,1,0,50
785,0,0,0,1,5,2,4,6,7,0,34,5,0,0,10,0
786,3,0,0,0,1,0,7,0,0,1,11,0,0,0,51,0
787,1,0,17,0,36,0,21,0,1,0,0,0,1,0,2,0
788,0,0,0,0,0,18,0,1,2,8,0,0,9,17,6,4
789,0,1,0,27,1,9,1,17,0,0,0,12,0,0,0,6
790,2,0,6,0,2,0,13,5,0,0,19,0,1,0,23,1
791,0,0,0,0,24,0,0,0,1,0,0,0,50,0,0,0
792,53,0,0,0,11,0,3,0,0,0,0,0,11,0,0,0
793,0,0,8,0,0,0,7,0,0,0,19,0,0,0,49,4
794,0,6,0,0,0,11,0,2,9,41,0,0,0,8,0,0
795,0,1,0,0,0,4,0,0,0,2,0,0,0,71,1,4
796,14,2,15,0,2,6,3,6,4,1,2,0,1,1,4,0
797,0,0,43,1,0,0,0,0,0,0,46,2,0,0,0,0
798,77,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0
799,36,40,0,0,1,0,0,0,5,0,0,0,0,0,0,0
800,0,0,0,0,0,0,4,0,1,0,1,0,21,0,50,0
801,0,0,0,1,0,4,2,4,0,0,0,0,0,54,0,16
802,0,35,0,7,0,0,0,0,0,12,0,18,0,7,0,1
803,0,0,4,1,37,0,29,5,0,0,0,0,0,0,0,0
804,4,0,0,0,11,16,0,0,21,8,0,0,1,14,0,0
805,3,0,1,0,26,0,12,0,3,0,0,0,9,0,22,0
806,0,0,1,0,1,0,17,0,0,0,5,1,0,0,51,6
807,0,0,0,0,0,0,0,0,0,1,6,30,0,4,30,10
808,0,0,56,0,1,0,33,0,0,0,0,0,0,0,1,0
809,6,6,31,3,2,0,0,0,0,0,32,0,0,0,0,0
810,0,0,58,13,0,0,0,0,0,0,0,2,0,0,0,0
811,2,0,0,0,0,0,0,0,16,25,0,13,4,0,3,20
812,20,0,0,0,0,0,0,0,10,0,0,0,57,0,0,0
813,11,0,0,0,6,0,0,0,5,0,0,0,36,23,0,0
814,53,0,0,0,18,0,5,0,0,0,1,0,0,0,2,0
815,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,83
