walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15
377,19,0,6,1,1005,586,649,87,0,0,534,697,1127,27,1287,3620
378,96,3,0,17,2223,738,2593,1022,5,1,0,0,1454,18,1186,151
379,239,0,4017,0,15,0,10,0,2714,0,1364,0,468,0,826,46
380,5317,3656,0,0,582,5,0,0,72,1,13,0,97,11,24,0
381,706,108,4946,3871,0,0,0,14,0,0,5,21,0,0,29,65
382,57,34,6,0,66,31,949,1327,3,1,62,1584,0,0,153,5485
383,9,0,1,774,6,9,7,6811,1,0,0,1,0,847,0,1329
384,0,121,0,0,0,2429,0,82,0,3978,0,1,0,3238,0,5
385,0,0,6,5,1775,3875,834,1769,26,16,83,51,50,657,221,225
386,1,25,4492,193,0,0,88,2,172,126,953,2184,201,435,299,536
387,0,0,36,147,0,0,183,4754,0,0,86,267,0,0,53,4069
388,0,0,181,0,39,0,2432,274,2609,48,330,91,508,48,3146,120
389,1,104,1814,14,791,0,6057,69,121,53,428,36,43,14,113,16
390,49,48,13,0,18,167,0,0,362,48,29,0,3566,4415,0,921
391,2966,5304,459,58,353,502,10,57,1,1,0,0,39,0,0,0
392,2,0,0,976,0,671,0,4195,195,1146,13,103,130,2333,0,1
393,102,465,1,4,5,859,0,1,36,5147,0,0,0,3206,0,0
394,3905,0,47,2,2564,297,135,4,462,4,0,0,1014,662,5,410
395,10,1,46,4,1622,35,1912,442,275,71,13,1,4877,35,198,91
396,0,16,1,45,127,37,597,0,3,56,1054,23,5008,237,2536,37
397,2139,0,1715,0,694,0,654,1,1277,121,2399,569,183,36,16,0
398,0,0,0,0,0,0,0,0,279,7458,164,140,465,899,309,9
399,236,319,531,2189,538,1296,820,3493,4,0,1,0,78,0,1,0
400,39,90,1,233,5151,3105,0,308,28,65,1,98,14,436,0,19
401,0,34,0,0,869,217,1,14,0,0,0,0,8424,0,296,0
402,3,490,0,0,0,52,0,0,40,623,33,28,202,8286,11,1
403,1,0,0,18,7,1934,3,3914,0,0,0,874,257,1293,730,670
404,0,0,0,0,143,5659,0,0,578,1060,2,23,306,1675,1,275
405,286,140,0,0,8619,370,1,0,40,1,0,0,353,0,0,0
406,20,2626,3,518,24,942,1,23,6,4259,0,728,0,528,0,1
407,3591,2175,405,2165,71,0,76,0,150,495,31,368,7,0,45,0
408,0,0,0,1,0,1,2,1,675,2793,19,4850,230,586,29,630
409,730,111,71,612,361,1022,1247,4636,0,0,10,24,1,3,0,773
410,429,0,400,1,6928,37,1965,0,0,0,0,0,62,2,63,0
411,1112,248,570,74,430,259,173,172,3180,737,2566,116,0,0,0,0
412,117,119,191,671,31,167,0,0,334,4441,417,773,40,631,866,681
413,1238,0,13,0,316,0,0,0,1941,0,5266,0,826,0,31,0
414,1,12,104,166,160,311,41,281,534,1783,0,174,3297,2338,3,486
415,433,409,1,61,961,771,25,78,533,3159,581,660,1662,132,50,26
416,963,4259,15,3,80,1833,1,0,476,161,1503,1,250,85,0,0
417,3468,3777,180,248,250,1589,19,88,0,0,2,4,0,0,15,9
418,9,8,0,21,0,8,0,27,5730,650,5,1926,53,454,106,781
419,0,87,5,0,3,163,3443,3263,1,87,0,41,23,1140,1,1415
420,0,0,0,2,4726,61,0,11,296,33,0,0,4387,318,5,25
421,0,2,19,26,2,2568,65,395,0,0,0,7,9,5739,10,919
422,3997,4806,0,0,1,601,0,0,15,153,0,0,0,185,0,0
423,6,2139,14,387,1,1962,0,559,1,562,0,1169,2,1120,0,1702
424,57,5,82,5,172,5,1692,61,1157,3,2026,0,2027,0,2201,0
425,0,0,0,1,0,0,4,0,557,0,8431,740,57,52,1,0
426,0,0,20,0,2,5,0,2,1124,623,2396,239,180,1039,3653,346
427,0,0,3155,0,0,0,0,0,0,322,6094,226,0,0,0,0
428,4,53,377,2398,0,0,1014,5031,1,2,290,437,2,0,0,128
429,2526,493,0,7,2764,2421,980,440,4,9,1,0,3,4,3,6
430,0,307,0,0,31,215,0,35,2253,1735,8,1,4430,625,72,33
431,17,324,4475,2345,0,0,0,0,93,68,1400,884,4,11,29,0
432,0,3166,0,0,0,2566,0,0,2118,566,729,56,91,440,16,5
433,25,46,103,0,137,576,825,445,0,122,1521,932,20,241,3042,1496
434,2696,753,0,0,2799,717,1,0,446,248,0,0,914,891,24,70
435,2,3,0,0,153,1,0,0,158,1968,4008,1880,505,1,680,442
436,29,1080,46,1035,0,509,0,887,637,40,4919,20,10,10,334,8
437,0,0,9,78,1,43,310,891,0,870,11,1612,109,2027,977,2513
438,1,0,13,92,0,0,17,122,0,3,2996,245,0,2,4172,1916
439,1745,0,0,0,3437,128,1204,120,0,0,0,0,2191,6,700,2
440,5849,1624,45,4,293,0,143,43,1386,0,1,0,401,0,0,0
441,113,0,84,0,1724,0,82,0,550,0,88,0,1280,0,5765,2
442,441,183,6627,1566,0,0,0,0,37,389,0,570,0,0,0,0
443,93,2,457,975,0,0,6962,1090,0,0,2,7,0,0,22,52
444,75,298,0,6,212,267,1,0,1128,430,0,31,5279,1744,0,69
445,258,4077,9,24,3,2694,0,46,0,2682,0,2,0,16,0,0
446,0,2932,0,0,0,3537,3,0,473,2682,4,10,0,37,36,61
447,293,406,38,0,5145,208,14,0,260,180,0,2,3130,39,3,1
448,0,1,0,385,0,0,0,0,3,336,696,5566,0,92,99,2545
449,713,507,1773,58,34,5,2010,531,1370,543,305,19,372,481,479,244
450,38,2870,0,5238,0,0,0,0,81,775,1,654,2,0,0,0
451,0,78,0,11,3,138,0,751,0,29,3116,567,0,332,786,3866
452,1700,2546,2576,2424,18,0,0,0,76,3,193,59,3,1,0,0
453,0,0,0,0,23,7,32,26,18,133,139,22,3621,114,5532,70
454,448,9,623,448,273,1,5885,98,2,0,40,1395,0,3,407,49
455,78,136,7,0,4448,535,3442,0,53,0,333,0,163,7,440,8
456,12,711,0,0,22,274,0,0,320,4159,0,274,27,3966,0,0
457,0,997,0,12,36,1477,1832,1651,11,492,108,110,58,2714,16,37
458,101,229,0,1,248,43,0,0,292,68,0,0,8469,191,149,1
459,0,0,116,322,1,0,2626,684,0,0,0,0,45,105,3963,1937
460,0,283,0,381,0,4,0,176,0,298,0,1537,0,0,0,7154
461,4011,5,1356,1,1917,27,1072,40,290,42,572,106,13,31,47,0
462,1,0,0,0,0,0,3,0,2003,2335,3500,1917,1,1,8,4
463,94,2730,1,20,774,4174,0,0,114,141,1054,355,3,164,34,72
464,0,0,0,0,20,0,19,0,2,380,175,9173,31,0,24,42
465,2677,1,5692,0,0,0,54,0,586,0,734,0,45,0,27,6
466,251,0,162,4,189,2932,0,0,616,304,85,153,1124,3356,2,409
467,0,0,5,0,0,0,0,0,295,9112,1,33,124,165,8,155
468,135,313,0,5,12,107,0,0,8262,670,77,67,1,140,13,0
469,287,44,1,0,2725,584,768,1504,166,44,0,0,3282,247,8,25
470,383,483,4309,1750,165,22,1449,468,41,0,9,399,74,0,74,0
471,867,2421,69,778,0,0,0,0,0,2574,0,3020,0,0,0,7
472,0,0,0,22,0,0,17,98,0,0,0,2315,0,0,2880,4588
473,91,2000,0,653,8,0,8,0,644,2014,35,4121,0,18,32,53
474,65,3,98,0,1734,0,2845,0,275,3,145,0,1613,29,2777,43
475,0,150,0,17,1196,1682,758,3801,114,290,181,260,76,134,470,432
476,14,38,0,0,183,249,3,0,8,1102,0,1,68,8082,0,1
477,518,0,136,1,0,1,0,2,1512,673,3281,3098,1,22,1,507
478,0,0,5116,1280,26,3,1,511,0,102,160,1224,8,226,21,912
479,0,229,6,0,92,711,924,177,0,182,2,0,153,188,7112,20
480,0,0,0,0,1,0,0,1583,1,2,0,0,3,635,88,7404
481,1,1,48,0,82,0,469,101,59,21,145,36,6320,1708,573,151
482,186,1911,49,4484,10,11,0,131,73,271,0,881,127,1595,0,4
483,77,456,1,23,1419,6345,51,52,94,1,17,4,1,1097,16,17
484,5113,444,4,2,826,1055,1,30,42,982,23,10,419,798,1,0
485,1410,6196,12,0,1477,112,0,0,1,698,5,0,0,0,0,1
486,360,437,0,13,1204,2485,0,0,150,452,0,34,1387,2800,51,7
487,1127,326,226,13,5686,213,23,5,550,0,5,0,1428,1,0,2
488,49,168,71,2202,1188,2668,7,3471,0,0,0,0,0,0,0,0
489,4066,782,153,580,2552,1353,0,2,161,2,0,0,1,0,0,0
490,0,0,1,0,3164,77,848,227,5,1,0,1,3064,0,1771,619
491,119,228,58,953,46,3358,7,4759,38,10,24,19,85,32,0,0
492,20,26,2,0,2158,1,0,0,185,46,0,3,6197,626,56,491
493,0,127,0,168,0,292,0,164,0,631,9,6041,0,338,0,2031
494,564,456,0,191,222,0,0,0,3071,934,720,1416,1981,10,0,0
495,1,1,24,1291,18,0,0,0,929,8,141,5612,1757,8,36,2
496,0,0,1,180,0,1,4,23,1,0,4757,1378,0,0,2985,379
497,175,0,6092,1895,570,0,263,0,11,0,29,0,754,0,2,0
498,39,0,2,14,856,809,250,72,0,0,0,20,3260,1921,1294,898
499,262,801,25,48,0,4672,60,31,20,498,45,52,5,3067,10,18
500,23,8,0,0,137,19,61,6,52,0,0,2,4956,703,3718,43
501,261,449,611,35,106,45,0,85,1093,1661,472,3184,45,508,17,1091
502,2840,211,3961,53,125,0,19,0,1187,1,1081,0,0,2,0,0
503,32,0,104,317,591,446,5811,2464,0,0,0,0,0,0,0,0
504,3035,14,4062,504,523,0,0,0,535,44,828,115,0,0,0,0
505,0,0,0,0,0,0,0,0,0,9033,7,794,0,87,0,2
506,1322,711,11,55,6,15,1,16,5287,2303,0,0,0,0,0,0
507,0,0,26,1,0,0,0,8,7116,54,449,0,2094,107,1,18
508,6,56,0,0,111,205,22,41,1608,979,892,70,1023,1314,2135,1042
509,3,3516,0,104,0,830,0,100,31,3282,71,117,58,1148,54,344
510,635,1,3493,61,4045,277,1008,50,0,0,0,0,0,0,47,10
511,23,441,416,420,0,1,6516,1851,0,0,13,45,0,0,0,104
512,149,3,2454,0,609,1,338,0,2428,11,928,0,2016,0,620,0
513,56,30,30,0,25,2,3,0,1992,1755,946,88,2608,948,878,212
514,0,0,0,51,0,0,1,82,0,456,0,1097,142,793,2924,4235
515,0,0,1346,689,5,0,757,8,0,0,1636,4707,0,0,542,1
516,267,2920,85,263,1,188,12,89,434,3277,1058,488,0,404,1,72
517,1,10,787,4843,312,89,222,327,0,3,0,2843,0,12,26,239
518,1,293,0,0,70,590,0,0,45,710,0,0,2412,4724,0,762
519,0,0,0,0,0,11,0,82,217,1803,108,24,261,2378,1228,3579
520,0,0,0,0,105,4,0,0,0,0,0,0,9735,0,89,0
521,501,5600,1,1,0,0,0,0,2266,1381,40,4,1,0,0,11
522,691,12,985,198,892,48,2058,160,420,375,95,562,177,210,1325,1124
523,195,4954,1,210,13,3331,0,935,0,4,2,1,1,52,0,0
524,1280,1,3,0,5078,0,0,0,1706,0,161,0,1440,0,55,1
525,1598,30,6975,78,10,0,0,0,662,0,0,0,504,0,0,0
526,0,0,164,57,5,0,212,35,4,367,443,5310,10,0,318,2774
527,51,2580,5,2047,4,15,19,96,134,2257,1,1391,147,618,4,110
528,0,22,3,44,5,64,183,382,0,0,161,7895,0,0,0,984
529,0,0,7955,52,368,0,1410,40,0,0,0,0,5,1,2,0
530,135,1,148,2,1,0,1,0,1038,4521,245,34,3,3524,154,3
531,0,603,0,13,0,317,0,0,75,456,45,161,0,5691,0,2381
532,49,176,1245,5428,0,0,1041,1145,1,4,3,2,0,0,246,282
533,56,17,0,2,2648,8,5,0,40,11,0,4,5634,1075,21,190
534,5574,108,2118,13,456,33,408,1,1,0,496,0,104,1,247,0
535,0,2858,14,1438,34,2636,728,637,0,538,1,541,0,43,1,33
536,0,0,0,0,0,0,0,0,2482,1569,3885,1912,0,0,0,1
537,6,4,818,382,1,3,279,29,1,0,1162,192,1,0,5571,1375
538,1144,41,607,1,4399,1,3279,5,6,7,1,0,3,5,60,0
539,3,0,2107,214,80,0,5983,0,41,0,207,75,429,0,416,145
540,909,68,1388,1,284,1,168,0,3158,353,2818,432,2,0,17,0
541,21,64,329,989,32,0,987,354,496,1774,1298,921,542,2,1722,82
542,26,0,115,1,1,3,0,91,167,73,219,59,2029,4162,0,2741
543,250,5,181,0,597,26,2,1,74,3,117,0,3426,4519,350,144
544,1,245,34,1609,0,14,2883,2197,0,1,0,107,0,26,0,2647
545,0,0,8,3,3834,2163,3,16,102,2,109,0,3482,20,33,0
546,4,2935,0,4,0,2679,0,1,471,2882,42,665,20,0,7,1
547,0,0,5,0,1492,2047,50,17,2,0,3,0,3515,2532,10,63
548,0,0,0,67,0,14,0,3198,0,711,0,634,0,2689,0,2322
549,4602,856,65,78,3634,10,1,0,348,0,1,1,62,0,4,0
550,0,0,0,0,98,3,0,1,25,2,24,1,2809,6903,49,6
551,114,0,1,6,957,1154,36,28,3075,3,0,0,3979,448,0,0
552,0,2,0,7,873,4085,694,3060,0,2,0,10,36,540,29,317
553,43,2,26,0,33,0,0,0,1447,2201,87,5858,11,0,5,0
554,0,0,1,0,51,12,2,2,7311,1258,0,0,1262,0,0,0
555,331,3199,1285,15,676,1904,615,1422,2,2,5,11,10,0,203,17
556,1,0,3,0,124,8644,10,2,3,1,3,0,30,1005,6,1
557,0,6,56,365,1,1064,839,6792,0,1,0,60,0,47,111,284
558,0,0,0,0,37,2982,0,1468,65,0,4,0,1803,3211,81,6
559,0,0,400,136,2072,0,7223,47,7,1,13,36,3,1,2,0
560,13,0,37,39,0,110,1,108,5063,60,2557,67,1195,425,0,0
561,0,0,0,1,207,2699,0,35,0,0,2,0,949,5735,9,68
562,0,190,0,0,0,0,2,0,1732,6708,64,760,29,238,16,30
563,21,78,99,4095,53,44,78,5290,0,0,0,0,0,0,0,0
564,0,0,0,0,2,1,13,43,0,616,785,736,77,46,7307,259
565,2,0,3124,0,7,4,4718,1,40,26,1030,324,7,8,318,138
566,21,0,49,0,5,0,647,0,477,0,1129,1,9,0,7430,0
567,0,25,1,295,0,15,0,42,567,6325,1,812,0,1530,0,86
568,2750,2444,3047,0,627,0,563,0,61,113,46,0,18,0,10,0
569,49,1104,0,0,0,0,0,0,185,6968,0,25,165,1150,0,95
570,4,302,0,19,717,1048,0,0,20,41,1,35,4987,2610,0,4
571,5559,875,10,42,425,524,309,245,753,338,0,0,121,357,6,2
572,2069,406,0,14,3044,384,441,45,1315,249,2,32,1073,383,18,8
573,0,438,0,1015,1,144,0,180,231,337,97,6417,0,123,2,669
574,0,24,197,0,0,607,0,189,604,1956,3374,161,101,1509,14,832
575,249,661,805,7297,39,84,30,465,0,0,0,0,0,1,0,1
576,0,1,2035,7,655,771,4212,2080,0,0,6,9,0,0,53,0
577,614,56,0,0,5479,911,43,0,131,0,33,34,772,11,1182,241
578,0,133,6,827,0,2239,17,1414,18,1013,0,80,898,2051,4,1039
579,0,0,0,1498,0,3,0,7790,0,0,0,7,0,0,0,548
580,10,177,4,61,4564,4401,0,63,60,79,0,3,47,369,0,0
581,96,30,3666,226,503,131,151,16,1402,189,779,540,254,399,1076,20
582,4393,1163,0,8,1851,318,0,0,1858,63,0,18,0,0,0,0
583,0,0,0,1760,0,0,0,7438,0,1,0,539,0,0,0,122
584,0,44,0,16,5,1227,0,1081,12,46,0,0,16,724,6,6633
585,235,7,0,0,38,55,0,0,1327,28,1580,5873,438,120,0,0
586,0,0,0,0,390,0,771,2,0,0,2,0,2077,23,6329,149
587,77,6249,0,53,16,2840,11,142,5,90,0,240,10,10,2,30
588,313,96,123,190,3,4,0,441,4994,19,2317,650,112,60,1,350
589,0,3,0,0,0,0,0,0,0,75,127,1298,70,285,7483,490
590,5443,3248,950,114,0,1,70,29,0,0,0,0,0,0,0,1
591,1927,3394,2151,441,12,22,273,39,386,172,415,3,96,267,32,2
592,0,0,0,221,280,1356,19,75,0,23,0,518,1489,4724,152,717
593,0,44,3779,292,0,0,0,0,0,9,5596,55,0,57,0,16
594,1,0,43,0,0,0,424,0,2652,49,703,33,4597,0,1196,0
595,42,8753,1,53,51,177,7,26,103,389,27,9,43,65,47,28
596,0,0,0,6,7,0,0,0,3326,2848,0,5,2415,1067,0,2
597,2,0,15,5,359,1804,94,823,0,0,0,1,563,5476,9,606
598,1150,353,0,0,135,110,0,3,2108,2383,184,2851,339,32,0,3
599,2347,568,506,3,685,19,1315,1,1,1,0,1,3188,30,1101,2
600,0,0,0,0,1,16,3818,314,0,0,0,0,1771,1,3603,182
601,698,2457,0,193,61,2078,2,4089,8,6,0,1,55,34,0,1
602,2,3,1,0,3,147,613,3730,9,43,6,2,4,29,770,4325
603,207,479,18,465,52,2295,15,3817,128,279,3,0,54,1779,0,111
604,3090,2222,1111,2596,0,0,63,269,0,9,59,240,0,0,0,31
605,119,300,889,3251,5,47,906,2526,0,0,0,1208,0,9,0,210
606,389,2746,76,1200,38,225,0,738,168,505,2130,0,5,1106,0,270
607,0,0,0,2,943,0,3638,0,1,8,38,71,2099,338,1854,675
608,0,0,0,2872,0,0,13,1772,0,0,801,2603,0,35,238,1262
609,1627,7,987,2442,250,3,0,0,691,729,121,2353,81,383,0,0
610,293,4598,38,621,0,32,1,186,130,3003,5,485,0,64,1,105
611,1,16,0,7,0,0,0,0,7480,1820,368,111,0,0,0,0
612,0,0,0,0,2349,64,3069,822,1,0,0,1,2478,786,66,1
613,986,4139,0,0,1399,885,4,0,362,10,5,0,1400,268,92,16
614,0,0,0,0,976,20,0,9,190,0,0,0,5889,2585,0,41
615,7853,1726,0,0,0,1,0,5,154,55,77,5,0,1,0,8
616,970,20,1645,2,467,0,377,0,4097,23,642,0,808,38,389,49
617,106,1685,15,856,0,81,0,0,56,4418,12,1901,9,397,0,1
618,0,88,0,0,0,108,0,42,0,752,0,60,0,8090,0,590
619,514,865,118,212,5350,323,529,25,69,503,0,5,707,388,8,18
620,6,0,5,0,0,0,0,0,803,0,267,324,316,134,462,7399
621,6,767,0,10,0,550,0,1,1030,4073,48,42,106,3021,0,0
622,0,0,0,0,86,0,743,1,0,0,0,0,8386,0,710,15
623,13,0,390,13,0,0,0,1,6859,18,2260,159,0,0,0,0
624,0,690,1182,5207,1,121,716,907,0,371,13,288,0,54,2,3
625,0,80,0,0,0,0,0,0,935,2876,35,709,63,3770,0,1083
626,878,0,0,0,591,14,0,0,1593,9,266,524,3697,63,1238,795
627,1111,3162,165,1315,762,8,644,1,0,2072,0,12,344,7,44,0
628,27,8154,10,719,0,0,0,0,14,973,0,13,1,0,0,0
629,1,0,265,389,164,0,3808,2534,774,680,684,88,45,89,16,88
630,25,43,2,2317,3,29,0,272,0,111,1569,4596,0,89,349,299
631,8,55,2,2,0,946,0,0,4789,1639,0,0,1919,438,0,0
632,42,52,6,0,6979,1971,8,80,0,0,0,0,427,211,0,0
633,109,537,7,190,24,8,0,0,361,1313,352,132,138,6624,0,1
634,0,38,0,203,0,6752,0,1453,45,76,0,254,2,508,0,475
635,0,0,3,15,0,0,1,0,6850,4,506,1292,1206,0,0,1
636,1,566,317,128,4,7135,94,1576,0,0,0,0,0,1,9,6
637,1111,336,1495,0,3687,73,2649,0,8,29,0,7,44,42,90,65
638,0,0,1977,530,0,0,6511,11,0,0,302,0,0,0,445,0
639,7,5378,2,0,134,4282,66,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,4,0,1,0,3386,0,0,0,6445,0,0
641,0,65,68,5803,0,0,0,1638,21,75,76,1571,23,0,2,304
642,30,1,3,0,393,521,1933,3412,2,19,7,1,366,1228,0,1805
643,0,170,3678,4889,0,7,0,244,0,316,0,280,0,161,0,10
644,4529,2,698,1,2955,16,58,0,1155,27,158,0,64,58,1,0
645,0,0,11,3,113,4,1,16,5133,5,1079,3,2687,655,6,1
646,0,0,0,1,0,1,0,14,61,0,5264,545,633,126,3151,21
647,0,0,22,4220,0,0,0,948,1,0,368,2896,0,0,1,1346
648,20,2466,1158,5760,55,9,15,1,0,0,48,159,17,9,62,1
649,0,1594,542,7241,0,0,1,0,1,0,201,153,0,0,7,0
650,1,20,955,1346,1,1,2,4981,0,878,100,398,0,34,57,906
651,0,1,576,22,0,0,113,20,0,0,4056,4284,29,0,615,40
652,0,0,6048,5,0,0,0,3,54,553,2329,842,0,0,0,36
653,2,0,32,0,774,0,569,23,737,0,67,13,7356,0,153,30
654,0,242,641,364,0,0,256,34,0,9,614,4386,0,10,515,2515
655,420,1202,1728,114,270,775,2372,328,0,98,80,231,0,43,817,1093
656,5,0,4234,1,0,0,303,0,0,0,2580,2579,1,0,25,0
657,0,359,0,2575,0,708,71,5310,0,6,0,211,0,38,0,315
658,1,37,388,591,614,0,1343,474,0,0,29,2,422,0,5698,60
659,40,5109,0,137,0,4307,0,61,0,51,13,23,0,0,0,0
660,1470,4,13,0,1428,3,0,0,4028,19,380,2,2223,36,57,0
661,161,254,1073,2204,108,0,10,5,4,310,594,4981,5,0,0,0
662,1048,190,39,2,12,4495,0,0,1990,0,1054,36,554,35,245,0
663,0,0,1,0,1,3,2454,1055,0,0,22,179,7,0,3196,2667
664,0,0,643,1222,8,13,35,48,0,1,6033,976,1,2,745,1
665,0,4,0,0,0,686,0,623,0,1,0,0,1,401,1,8121
666,431,41,3,14,3,0,1,0,324,8974,0,0,2,61,0,0
667,21,1428,246,3402,0,29,0,6,0,1937,0,2657,0,0,0,1
668,0,1,0,0,2,93,3,1834,0,1,0,1,4,280,2,7595
669,0,99,443,2832,0,0,0,0,835,2278,470,2669,0,0,0,0
670,106,582,0,1,724,8167,0,0,28,103,0,6,27,16,1,0
671,3568,233,140,0,104,0,29,0,5204,0,186,2,106,79,29,18
672,1825,22,2150,12,2080,5,362,1,647,1,1718,3,464,0,294,0
673,811,3673,66,2020,0,0,0,0,80,1868,1112,161,0,0,0,0
674,4752,677,0,5,0,233,1,41,2226,1580,0,4,0,127,4,8
675,6,90,16,4,2347,123,23,1,1137,20,100,2,4979,538,101,70
676,391,3,7511,0,587,1,665,0,7,1,0,4,406,229,0,1
677,299,2663,0,0,564,3003,0,0,1176,1485,0,0,226,236,0,0
678,36,14,0,3,20,0,0,0,417,6264,0,2562,307,67,0,73
679,0,0,0,2201,0,0,2536,628,77,44,82,1417,0,0,1424,1197
680,6015,75,613,92,12,0,0,6,2064,30,822,0,18,2,0,0
681,122,3848,0,14,21,29,1,67,1212,4364,0,32,5,21,0,2
682,0,0,0,1,1749,3271,1,203,0,357,0,487,1647,871,1,1044
683,0,1519,0,170,0,921,0,22,162,2312,2,1910,41,1170,32,1187
684,1295,1191,1819,227,682,835,3131,41,0,35,1,204,1,4,8,62
685,34,1668,1,97,292,2990,0,325,19,2138,7,1043,265,663,55,0
686,0,925,0,3854,0,8,2,208,0,2807,105,1765,0,4,0,6
687,1440,0,3892,1150,203,1,198,59,0,0,2777,0,0,0,0,0
688,122,0,0,0,1373,0,3952,0,28,19,841,11,97,0,3234,1
689,0,0,0,0,0,1,3,2,6,2,2,7,4573,4967,33,296
690,246,0,5362,3483,11,2,574,88,0,1,6,0,0,0,0,0
691,0,5,0,8,1,2,3,6,1604,1426,129,148,912,625,1,4832
692,0,0,0,1856,5,6,7,1002,19,1,0,1633,23,45,39,4994
693,129,11,27,0,877,446,30,0,138,63,197,25,1463,6371,28,0
694,0,0,3775,332,398,722,2784,1610,3,0,0,0,5,3,28,0
695,1236,0,3374,0,1201,34,3681,7,0,0,0,0,41,10,101,3
696,417,14,2668,177,0,0,0,0,0,0,6618,3,0,0,0,0
697,0,0,1,0,2311,0,4011,0,0,55,236,791,0,155,965,1246
698,0,0,2701,2434,0,0,110,339,0,0,383,300,0,1,1,3391
699,0,1,330,61,0,1,153,61,0,0,6466,2327,1,0,167,210
700,0,3,0,1,0,1,0,20,2,1924,4,5750,6,1713,10,328
701,233,34,0,0,0,0,0,0,596,780,2177,262,1,0,5644,0
702,0,0,0,0,6,0,11,1,6358,2994,132,22,51,129,12,129
703,423,2183,5,1808,1026,2316,93,1324,5,1,0,0,5,44,169,283
704,446,0,7,2,226,201,3,0,290,1050,29,6783,107,660,0,12
705,716,3223,0,1277,60,1087,0,1178,295,34,30,145,1582,11,0,0
706,550,828,395,126,2308,1822,25,223,76,452,0,468,139,1267,0,766
707,59,0,37,1,1097,3816,1428,3334,0,0,0,0,0,0,0,0
708,0,0,7098,124,0,0,30,90,4,0,1904,177,20,0,207,237
709,0,1,47,331,3425,545,2928,2471,3,2,0,6,1,0,0,2
710,0,2155,0,1,68,621,12,18,0,20,0,4,1091,5218,317,164
711,0,0,29,405,499,7,1092,4876,2,0,51,642,80,24,928,952
712,1614,4436,0,1,417,1821,0,17,0,0,0,0,0,1197,0,113
713,0,0,360,0,838,2009,1810,0,563,88,803,0,1201,795,1054,6
714,883,290,6624,1880,0,0,0,0,7,0,46,0,0,0,0,0
715,3145,1065,2713,993,1548,6,109,70,0,5,0,2,4,2,6,18
716,0,0,891,179,3,0,35,338,0,0,3591,607,22,4,2917,1107
717,0,18,0,0,1,6,5973,1831,0,2,0,0,16,393,87,1515
718,708,0,4,0,784,0,168,31,298,0,626,51,5958,495,555,93
719,697,164,4783,1093,4,1016,0,883,0,0,470,135,0,434,1,25
720,0,6216,0,0,36,1538,408,5,0,43,0,0,2,1371,130,15
721,14,463,0,0,982,3275,145,0,96,1523,2,0,842,1937,228,0
722,2,1,7,0,677,8460,3,0,0,75,3,0,0,609,4,3
723,874,0,1,0,3024,3035,0,0,2668,1,0,0,148,0,4,1
724,5,0,2,0,7471,1692,93,198,0,0,1,0,1,74,172,157
725,0,12,0,0,2,29,0,0,0,7,0,59,3768,5528,379,63
726,6779,0,820,0,0,0,0,0,1170,662,1,50,176,122,4,1
727,2,0,7,0,10,21,0,0,26,2,874,8804,0,3,22,47
728,2,188,97,4910,0,169,33,4250,8,21,0,5,0,0,0,2
729,132,473,4,397,1,13,0,0,362,663,75,5649,0,13,0,1962
730,4129,1,1369,131,358,0,1130,601,985,6,556,13,233,0,31,7
731,1008,1169,63,3,921,2596,24,15,1414,1421,85,0,805,5,14,0
732,1617,384,1173,6111,257,2,0,0,208,18,0,0,44,0,0,0
733,0,6970,0,0,0,0,0,0,2,2954,4,2,0,0,11,0
734,0,0,137,0,38,3,101,0,0,35,143,64,6958,846,1479,22
735,1,0,0,0,145,1,3983,2472,0,0,0,0,1016,0,2270,0
736,0,0,0,0,0,0,0,0,49,1,1235,7660,105,103,129,497
737,0,0,0,0,1,0,1503,326,16,2,44,15,148,141,1459,6098
738,330,1,0,0,2295,4209,0,0,517,18,486,58,1772,0,0,0
739,44,3,393,14,43,2,1638,32,317,0,1290,0,156,0,5708,0
740,0,1,0,0,0,58,0,51,0,2,0,1298,0,217,471,7650
741,0,27,0,0,2013,511,213,0,37,2816,1,1207,2143,307,182,257
742,2793,836,1807,0,2530,210,1130,9,124,27,34,0,4,33,0,0
743,11,1,87,32,0,0,0,0,145,1067,1245,6635,109,0,423,3
744,0,683,0,37,0,1374,0,4,0,4083,0,1,0,3108,0,418
745,3378,1495,4147,0,0,86,0,0,209,239,3,2,25,139,1,2
746,0,0,39,164,0,0,162,316,191,2365,489,5194,0,124,22,551
747,63,245,71,94,2,3545,243,2293,3,13,0,107,1,308,1,2737
748,1467,28,0,1,2695,3572,3,3,1153,176,0,0,640,0,0,0
749,234,1301,6,3168,6,76,0,1223,9,0,0,2767,0,0,0,744
750,0,3,3,0,0,0,0,2,114,916,450,61,4462,1555,1840,209
751,0,970,3,281,61,1380,25,1257,22,5422,0,9,13,137,0,119
752,747,102,7443,149,99,39,858,0,267,0,15,0,1,0,0,0
753,7,0,133,10,0,1,2707,6281,0,0,127,0,0,0,381,23
754,32,0,4,0,703,3627,1,0,294,6,4,0,1974,841,2034,66
755,0,30,0,31,3583,5636,0,28,0,12,0,4,329,53,0,9
