walk,l1,l2,x0,x1,x2
732,764,477.602345,394,138,232
733,2834,1710.247935,-1204,-544,1086
734,3004,1958.287007,1430,-262,-1312
735,3140,2047.130675,-1258,-1588,294
736,2910,1812.102646,-832,-1504,-574
737,2918,1927.548702,-1482,-1212,224
738,1380,1045.990440,968,16,-396
739,1228,860.966898,-808,-200,220
740,2284,1363.601115,-932,480,-872
741,836,560.977718,-136,-510,-190
742,2206,1398.452001,-456,-1204,-546
743,726,428.509043,-172,260,294
744,3214,1892.812722,-930,-908,-1376
745,1424,903.628242,-768,-404,-252
746,4994,2973.985205,1070,-1942,1982
747,2966,1983.430362,854,358,-1754
748,1142,875.828750,824,296,22
749,2400,1982.791971,1952,122,326
750,2840,1728.872465,-1080,1250,510
751,2420,1644.428168,672,-1476,-272
752,2694,1761.118962,-1476,910,308
753,1112,769.753207,24,550,538
754,2124,1388.844124,702,-250,-1172
755,894,570.911552,416,-378,100
756,526,320.231167,194,-96,-236
757,2092,1469.587697,-14,-1054,-1024
758,3130,2499.485547,-2440,-178,-512
759,2436,1549.386976,1310,722,404
760,1896,1280.265597,1174,352,370
761,2272,1519.865784,198,-1282,792
762,106,71.414284,-62,-34,10
763,2076,1384.239864,862,1074,140
764,3110,2321.810500,-292,592,2226
765,3084,1962.005097,498,1652,934
766,1776,1100.530781,-464,-396,916
767,1636,977.019959,-486,-744,-406
768,3816,2563.318162,-562,-934,2320
769,2360,1595.686686,1456,-546,-358
770,2224,1502.001332,-1370,-342,512
771,1180,940.068083,-920,88,172
772,2780,1893.139192,-538,-496,-1746
773,2010,1651.998789,-190,1630,-190
774,2620,1536.182281,1092,764,764
775,2234,1342.253329,-914,442,878
776,1144,946.788255,-924,14,206
777,2916,1875.042400,1306,-1312,-298
778,1130,691.528741,-340,236,-554
779,2656,1700.849200,1030,-1318,-308
780,2140,1307.513671,364,-886,-890
781,1778,1656.097823,-10,1652,116
782,3092,1810.867196,1270,-854,-968
783,3358,1952.464084,1026,1024,1308
784,4204,2604.127493,-2146,1200,858
785,1328,1002.704343,-358,34,-936
786,1956,1637.808292,-140,-196,1620
787,1450,989.143063,-788,68,-594
788,3054,2123.292726,128,-1788,-1138
789,3146,1876.730135,-664,-1218,1264
790,2050,1271.388218,-1062,510,478
791,1022,673.762569,316,-124,582
792,2008,1246.097909,-350,662,996
793,2384,1621.729941,594,314,1476
794,2142,1432.693966,-1092,918,-132
795,2788,1810.756748,1502,956,330
796,1132,679.146523,-470,-228,-434
797,2322,1502.173093,-266,-1218,838
798,1206,824.264521,-692,-442,72
799,4004,2782.521159,158,1522,-2324
800,2598,1940.320592,138,1830,-630
801,796,518.266341,70,372,354
802,2370,1637.218373,74,1288,-1008
803,3070,1920.892501,-420,-1358,-1292
804,2330,1573.583172,-1322,836,172
805,1866,1325.459920,-146,-1218,-502
806,2090,1440.823376,-1120,66,904
807,2070,1508.372633,-122,1400,548
808,3564,2104.093154,1062,-960,1542
809,962,673.026002,242,-620,-100
810,4008,2382.455876,976,1264,-1768
811,1030,628.728876,-260,-260,-510
812,2028,1178.874039,-660,-780,588
813,3172,2136.305222,1814,-1098,-260
814,3906,2905.044578,166,-1028,2712
815,1072,703.749956,-160,292,-620
816,1118,794.090675,666,-20,-432
817,2514,1638.302780,-1432,-386,696
818,1494,1198.206994,1160,-298,-36
819,3068,1877.057271,-524,1192,1352
820,1784,1203.185771,1072,206,-506
821,2656,1805.553655,1652,-618,-386
822,1592,984.093491,-300,794,-498
823,708,409.243204,246,-220,242
824,2306,1497.941254,-1116,-976,214
825,3544,2239.298104,1206,-526,-1812
826,2068,1532.806576,1386,-28,-654
827,2200,1299.116623,-622,-956,-622
828,2708,1843.155989,-950,1568,190
829,2172,1603.309078,560,-1498,-114
830,2730,1883.754761,1624,166,940
831,2578,2141.051144,412,66,-2100
832,3428,2202.531271,-1862,502,-1064
833,2054,1301.883251,-1116,-538,400
834,3652,2116.559472,1232,-1080,-1340
835,1148,682.507143,-278,506,364
836,2390,1400.024286,652,-758,-980
837,1144,675.206635,364,-488,-292
838,3446,2419.405712,-2248,-802,-396
839,4736,2769.506815,-1338,1930,1468
840,2760,2069.591264,-790,-1912,58
841,1672,1159.103102,-68,-964,-640
842,2338,1686.213510,1564,608,-166
843,1846,1102.449999,580,-830,-436
844,2950,1736.199297,-860,-832,1258
845,2538,1469.112657,828,928,782
846,722,524.080147,84,140,498
847,2706,1667.075283,524,-842,-1340
848,1630,1126.397798,-376,-1040,-214
849,918,583.756799,184,-504,-230
850,4090,2442.532293,1854,-998,1238
851,1850,1338.505136,1258,426,-166
852,2372,1622.652150,280,618,-1474
853,2816,1849.875671,1652,-670,494
854,1434,991.058021,-742,656,36
855,1660,1162.201359,294,1090,-276
856,982,701.253164,414,2,-566
857,2276,1476.950913,-1286,-632,358
858,2338,1429.328514,456,1120,-762
859,3400,2075.319734,584,1386,1430
860,3592,2286.420784,-1848,1254,-490
861,3332,2313.762304,1444,82,-1806
862,3834,2271.705086,1634,-912,-1288
863,2370,1872.498865,194,346,-1830
864,2304,1563.268371,1364,-736,-204
865,2660,1717.600652,736,-1490,-434
866,1842,1306.722618,1168,-578,-96
867,4498,2713.436935,1872,1766,860
868,1492,985.385204,-768,118,606
869,2116,1350.845661,472,-468,1176
870,2112,1253.152824,940,586,586
871,920,659.521038,-212,-618,90
872,2924,1867.599529,-1422,340,-1162
873,2878,1993.490406,-1048,140,1690
874,3042,1865.687005,1464,1004,574
875,2288,1622.994763,1008,8,-1272
876,1434,1066.060036,-42,-408,-984
877,1522,928.700167,680,572,-270
878,930,604.082776,-198,196,536
879,2506,1452.948726,920,852,-734
880,2834,1658.332898,-816,-854,-1164
881,4494,3029.057279,772,-2770,-952
882,2146,1984.589630,-1980,-130,-36
883,6640,4102.119452,-2396,-3142,-1102
884,2132,1279.678085,-984,502,646
885,3106,1841.687270,-1372,922,812
886,2276,1387.054433,-984,-892,400
887,3000,2007.368427,-970,-298,-1732
888,1960,1332.402342,424,-312,-1224
889,2870,1760.719171,-960,-1376,-534
890,1346,778.205628,458,-472,416
891,2784,1884.995491,-1412,130,1242
892,1254,896.417314,122,-838,294
893,2844,1680.316637,-1184,-682,978
894,3028,1780.770620,-760,-1030,-1238
895,1878,1108.521538,-632,460,-786
896,2206,1494.527350,102,982,-1122
897,1980,1222.528527,-588,-396,996
898,1400,1179.108138,-1154,4,242
899,3004,1780.015730,-952,-1306,-746
900,2902,2175.423637,-204,2074,624
901,1814,1356.514652,278,1308,-228
902,724,466.844728,-242,388,-94
903,2046,1267.761807,960,762,324
904,1846,1284.998054,-50,1032,764
905,2268,1348.866191,516,-972,-780
906,2472,1516.160941,678,-558,1236
907,922,591.949322,-346,468,-108
908,882,784.410607,-100,-778,4
909,2486,1893.040940,-442,-1828,216
910,6272,4190.664864,-832,-1702,-3738
911,2034,1605.733477,1546,430,58
912,1382,992.195545,22,508,852
913,2366,1576.975586,-1372,-262,-732
914,1182,847.275634,192,804,-186
915,748,478.188247,-342,324,-82
916,2498,1719.903486,496,-406,-1596
917,2352,1459.216228,620,-1216,-516
918,3668,2393.573061,898,-648,-2122
919,2396,1447.046647,756,-1118,-522
920,5346,3139.939490,-1630,2244,1472
921,2492,1622.045622,-228,1042,1222
922,3710,2278.825136,1384,-628,1698
923,1574,940.253157,346,-686,-542
924,2598,1715.404326,-224,-1380,-994
925,2848,1832.796770,-1544,902,402
926,2966,1922.707466,896,-422,1648
927,3010,2172.601206,-416,-2066,528
928,2154,1428.141450,-922,-1080,-152
929,2164,1300.787454,-976,464,-724
930,3556,2063.928293,-1014,-1252,1290
931,2634,1886.742166,1776,566,292
932,3324,2010.295501,774,-1584,966
933,2588,1701.056143,1084,-1294,-210
934,1122,703.877830,-212,320,-590
935,3696,2142.008403,-1314,-1080,1302
936,888,513.723661,-278,-288,-322
937,2850,2058.544146,-298,-1944,608
938,3174,2154.090992,570,622,1982
939,1194,952.695124,-910,-282,2
940,2210,1465.486950,-260,676,-1274
941,1398,975.223051,-370,892,136
942,1100,676.207069,-184,414,502
943,3996,2471.253933,-636,-1850,1510
944,1352,931.252919,-36,-660,656
945,658,464.426528,-42,418,-198
946,2164,1465.280860,-234,626,-1304
947,3666,2378.780360,1844,1458,364
948,2196,1431.293122,1270,404,-522
949,1612,1251.555832,1202,-68,-342
950,2982,1805.401894,-656,914,1412
951,1992,1190.210065,458,-890,-644
952,1614,1030.298986,870,490,-254
953,1982,1259.626929,238,-804,940
954,2712,1570.464899,-830,998,884
955,2024,1373.069554,1010,88,926
956,1160,673.195365,440,-374,-346
957,1122,867.393798,212,72,-838
958,1738,1253.594831,666,10,-1062
959,4028,2334.631448,1482,-1192,-1354
960,2158,1576.655955,-1490,480,188
961,1160,796.256240,48,638,-474
962,3236,1883.594436,-1270,948,-1018
963,1610,1042.836516,-622,820,-168
964,2094,1424.520972,338,-446,1310
965,3956,2664.741639,836,-2436,684
966,2184,1408.326667,-882,-228,1074
967,4834,3416.365905,-72,2786,-1976
968,2602,1607.384210,-1280,472,-850
969,2846,2011.925446,38,1176,-1632
970,3054,1862.751728,-1282,-528,1244
971,1508,874.496427,-520,-550,-438
972,4732,3385.353157,2784,-1926,-22
973,1784,1130.773187,974,-374,-436
974,3696,2552.246070,-290,-1142,2264
975,1934,1354.431246,-508,184,1242
976,2884,1877.704982,-1224,-1400,260
977,1972,1303.846617,-532,-1156,-284
978,2958,2274.951428,-2210,-298,450
979,1438,970.494719,-432,-856,-150
980,1304,1168.232854,76,-1164,64
981,1778,1298.554581,-1200,-90,-488
982,4362,2689.378367,-1046,-2224,1092
983,3136,2176.970372,312,-1984,-840
984,2660,1631.887251,-872,1284,-504
985,2438,1639.671918,322,-1474,642
986,2050,1266.701228,-326,940,784
987,1792,1251.440770,-828,-938,26
988,2664,1589.432603,1180,614,870
989,3840,2735.220649,2214,20,1606
990,1954,1336.459502,242,-1218,494
991,1964,1239.809663,-446,454,1064
992,1580,1331.348189,0,1302,278
993,402,320.904970,-90,4,-308
994,2102,1299.601477,-1070,-440,592
995,1302,799.787472,-590,-218,-494
996,2384,1560.848487,-204,994,1186
997,2640,1877.979766,-1590,-52,998
998,1084,626.437547,-358,344,-382
999,996,655.518116,-302,568,126
