walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7
676,135,556,182,294,533,7591,67,340
677,2201,2,1233,20,5926,125,147,63
678,154,6100,0,358,0,3165,0,0
679,172,218,79,8,3885,978,4485,2
680,0,0,1,156,3284,1797,4039,566
681,3275,120,0,0,4267,933,1246,0
682,1274,905,3,2567,183,291,105,4322
683,461,3121,751,1236,765,1834,697,732
684,900,3013,33,78,3333,2127,136,31
685,664,154,0,0,3441,5286,266,0
686,1787,2141,548,1121,604,3228,18,159
687,5493,3039,0,1,33,817,0,397
688,2,7119,77,2220,0,356,5,0
689,278,461,2611,1694,39,108,1822,2564
690,77,1,7395,0,61,1,2319,0
691,27,79,0,0,8224,1392,53,2
692,0,96,7,1224,1217,6051,54,990
693,199,1257,45,4415,289,1013,0,2479
694,25,180,4979,3710,400,194,117,17
695,2357,12,7046,176,0,0,114,128
696,4,3194,2,2272,66,335,69,3911
697,2021,64,35,0,1795,5926,1,0
698,519,4173,289,4571,19,244,0,30
699,1078,6810,24,78,0,1726,18,61
700,3892,1295,2913,870,14,88,4,682
701,187,25,229,7,259,7465,922,692
702,863,624,4996,2826,22,72,439,0
703,6,2477,1528,5855,0,4,0,2
704,66,223,1,48,3702,999,1512,3068
705,1,2989,2,22,0,6735,1,57
706,36,6038,352,2921,58,270,164,0
707,0,0,145,0,1583,3064,536,4426
708,4,1,0,91,67,112,13,9624
709,14,36,1,5472,0,0,0,4361
710,2897,71,506,1282,3279,29,1300,174
711,0,329,15,3627,20,920,134,4682
712,0,0,0,0,143,200,3,9605
713,1,9,561,1688,0,26,149,7415
714,5764,550,0,0,1925,1494,3,8
715,4914,209,156,38,2137,483,1716,11
716,0,1,0,0,4084,149,4989,621
717,1359,23,7969,443,18,0,21,0
718,0,2425,0,6874,0,106,3,420
719,2526,0,2005,21,182,0,5144,1
720,47,7030,0,2470,83,186,3,83
721,265,246,2503,1837,118,53,3733,897
722,0,0,3960,1607,1,10,2751,1358
723,0,0,31,3,5881,0,3849,59
724,1054,7974,241,85,23,297,94,8
725,2383,0,1223,201,3697,1,2195,1
726,3847,64,3958,399,655,42,773,16
727,1037,189,0,0,2129,2814,1850,1787
728,0,1074,0,650,0,5047,0,2983
729,47,2420,517,5815,0,38,2,925
730,0,0,2,7,0,74,28,9860
731,6244,1502,587,162,25,126,657,342
732,67,2993,2,91,3638,2962,1,34
733,1491,6,2517,2,1926,3,3788,4
734,855,123,288,759,5937,0,1878,0
735,3757,4120,721,956,46,11,6,69
736,110,681,0,2513,0,1667,0,4897
737,393,481,3789,6,110,3,4910,89
738,568,2459,736,740,2301,889,851,1054
739,331,24,24,6,3345,49,985,5000
740,0,511,121,119,1225,2846,1213,3715
741,0,6255,301,2660,0,0,291,338
742,12,0,238,16,483,0,8053,1151
743,40,0,76,0,8524,988,44,168
744,274,0,6294,697,279,11,1884,322
745,29,1,1368,6962,1,1,61,1421
746,383,891,92,42,491,1578,392,5803
747,2278,8,7416,91,0,1,1,11
748,98,8102,246,911,93,3,419,0
749,6593,26,508,7,104,0,2413,198
750,1,0,4016,671,0,0,5167,0
751,790,345,19,30,3054,4602,852,47
752,4247,3034,71,2329,1,0,0,0
753,1036,353,5662,749,109,1419,226,85
754,7481,49,0,0,1766,2,571,1
755,0,3456,0,2519,0,604,10,3103
756,442,0,3985,0,1902,56,3353,28
757,2,0,1,0,4306,4983,246,230
758,288,62,1582,2225,179,41,317,4984
759,1167,0,206,1,8460,0,79,0
760,1,2,6097,163,0,1,3485,47
761,39,4,1430,7898,7,0,9,400
762,22,3235,14,709,18,4581,36,1173
763,1993,95,3409,27,1818,350,811,1238
764,3519,49,200,75,5255,5,535,59
765,3721,1167,2342,379,85,0,2146,0
766,157,1245,0,3,3,8418,0,0
767,119,442,53,12,150,9062,28,4
768,1580,3586,1019,2878,63,128,121,190
769,2,0,516,1530,0,0,7694,171
770,116,6952,155,1145,70,1327,49,5
771,0,0,3,63,674,8378,434,311
772,80,2496,9,877,1461,2546,148,2127
773,275,97,4657,399,642,977,2450,182
774,41,127,260,2068,9,1038,3607,2369
775,0,110,0,1,178,6859,0,2671
776,4495,8,0,262,3626,306,444,663
777,589,6226,0,1,623,2379,0,4
778,857,904,998,1400,299,2657,1282,1154
779,0,0,10,0,1473,0,4835,3559
780,178,5902,0,3500,0,1,0,119
781,11,234,1286,77,19,0,3422,4718
782,460,0,6921,19,9,0,2431,0
783,2337,26,1249,4605,1105,123,368,8
784,1,1,9,0,469,341,2969,6012
785,819,7470,0,0,0,1544,0,3
786,905,0,1177,370,2553,0,4659,29
787,42,10,0,1,1531,168,7647,362
788,60,9024,73,369,0,206,3,124
789,1,0,0,0,73,2693,1549,5636
790,4,186,4349,225,1,248,2806,1995
791,1279,1787,1703,1111,1185,554,1405,568
792,628,5912,1033,468,821,558,338,0
793,8545,1140,138,6,0,0,0,0
794,99,0,2459,1578,2641,54,1423,1504
795,6968,567,1621,36,203,286,20,65
796,0,1521,1297,6926,2,8,32,45
797,2128,28,1250,0,427,229,3164,2494
798,288,0,7137,2008,59,0,195,18
799,1635,5675,0,1328,0,731,9,362
800,9079,0,8,1,701,1,163,3
801,320,949,6248,1419,0,0,769,3
802,137,6559,0,649,2,2378,0,11
803,22,31,0,1,0,797,981,8035
804,57,8,2743,2783,514,1202,865,1523
805,350,5218,0,172,1,4062,1,53
806,626,0,2401,82,2636,686,2924,230
807,5544,1669,2415,63,0,51,2,3
808,537,2092,1309,4484,252,78,799,164
809,4,46,2,2868,0,1,1,6881
810,271,225,8324,984,0,0,0,0
811,221,299,357,3432,453,158,38,4791
812,3676,6230,17,11,0,0,0,1
813,38,3573,170,5137,0,259,0,565
814,6248,0,310,1,2553,10,648,0
815,3399,752,46,58,3022,2434,17,29
816,196,1922,9,790,47,6472,8,351
817,69,1943,3179,4295,0,0,249,0
818,92,282,5644,3779,0,0,0,4
819,100,0,112,24,2946,97,6118,379
820,4,719,30,2587,0,921,8,5482
821,1,0,499,410,273,1831,1302,5453
822,96,7482,21,1700,117,403,31,13
823,0,0,427,4557,15,0,191,4669
824,0,325,3,84,1147,6839,510,823
825,3,1,249,2960,13,1,150,6494
826,53,5425,4,351,78,3806,2,40
827,105,8358,0,15,0,1353,0,9
828,177,1151,45,229,2037,2125,2651,1251
829,539,3880,296,4205,323,348,41,4
830,6,6,84,50,307,0,8306,1142
831,709,1284,2559,1224,63,75,2388,1078
832,6691,9,2707,2,276,2,188,4
833,0,364,842,903,80,3421,2671,1356
834,46,4625,255,2555,460,2,581,1253
835,170,6504,0,2872,244,40,0,0
836,237,128,2177,4680,1806,120,627,10
837,216,182,0,49,31,226,992,8072
838,1627,4710,341,3010,0,1,0,47
839,0,16,0,3333,0,149,11,6322
840,0,3,3810,5834,17,5,110,103
841,50,3379,9,5148,75,493,355,126
842,5,288,2901,4610,0,0,1836,130
843,6685,410,1055,4,527,135,346,428
844,59,103,39,2459,0,101,401,6551
845,6107,29,3227,187,2,0,299,11
846,5692,1025,2447,527,4,46,39,13
847,163,2,67,0,9328,0,316,0
848,20,1616,2108,977,2224,347,2110,353
849,5543,51,1541,4,182,230,2214,12
850,545,1317,2754,1091,152,2235,1120,396
851,2013,7041,3,483,0,273,0,0
852,7446,61,234,59,1184,250,410,80
853,1,0,7442,0,12,2,2442,0
854,0,7405,0,2574,0,5,0,1
855,82,16,1299,0,726,41,7756,1
856,344,960,1,8,4377,3113,25,818
857,1109,204,1739,58,5427,5,1221,0
858,9,141,457,2102,11,385,3094,3365
859,0,1,108,35,4692,195,3981,755
860,38,2140,491,157,8,6317,34,507
861,48,288,18,385,1,6153,1,2943
862,23,2604,4,62,4966,1958,31,242
863,134,1088,2763,3578,701,156,534,677
864,2386,1541,0,317,1131,4294,0,126
865,531,6983,59,2066,0,18,19,28
866,573,1142,452,3376,1,631,1941,1424
867,5025,10,3342,78,1,0,1242,41
868,386,51,3111,4530,0,8,788,827
869,3628,88,3440,1195,35,112,451,778
870,4781,230,309,107,4093,137,141,12
871,42,7852,0,1984,0,5,0,0
872,351,457,5003,3003,30,37,28,814
873,6136,1,860,803,4,1,1257,667
874,1433,8095,30,228,6,3,14,1
875,0,0,1982,3556,0,0,3,4315
876,55,1,1526,4967,108,0,1151,2008
877,744,1818,872,6197,99,0,78,0
878,2181,321,5712,63,1080,32,254,95
879,1362,66,344,600,4252,71,2792,163
880,2,2,1822,6263,276,110,184,1096
881,126,4191,0,371,937,3369,0,744
882,592,4488,472,1107,110,2033,183,626
883,546,71,3986,90,2382,86,2364,87
884,2402,0,21,1,7224,114,97,10
885,60,5000,55,2962,9,1478,111,57
886,12,0,220,4817,0,0,671,4048
887,64,11,215,291,4186,235,4609,186
888,6549,2664,457,220,0,0,0,0
889,0,2859,0,0,448,6473,23,65
890,0,7563,0,0,44,1359,68,787
891,5657,8,601,3,2610,2,773,28
892,564,9384,0,0,0,0,0,0
893,71,2550,255,654,1471,1361,1033,2149
894,26,13,4251,22,11,263,2838,2335
895,2062,0,346,2,2442,178,3711,1048
896,534,748,7102,1323,1,0,75,0
897,15,52,84,2,2732,55,4333,2482
898,806,9,0,1,7533,1418,6,40
899,1545,280,3970,0,2430,956,590,0
900,7,0,6698,0,986,164,1506,432
901,68,0,5,2,5817,0,3984,0
902,1321,3822,418,4017,150,17,12,8
903,1330,0,10,6,7495,188,689,159
904,99,27,0,0,2928,15,4744,1862
905,0,0,0,0,126,944,4441,4396
906,94,11,3947,22,1596,996,2118,944
907,0,81,73,388,445,3705,2635,2475
908,615,1070,5653,2320,40,0,70,0
909,13,0,2172,672,52,0,6205,669
910,9,1,740,6980,10,4,379,1615
911,341,356,5433,783,0,628,522,1746
912,102,1889,0,0,808,4003,120,2748
913,766,251,102,288,2162,5135,181,593
914,3216,166,1,0,5424,764,33,122
915,5033,7,1529,4,2194,3,878,1
916,1872,3125,0,15,1353,3493,2,9
917,0,106,8149,1475,0,0,44,126
918,34,9,2,5,6673,71,3016,19
919,58,8056,41,886,70,364,86,219
920,0,158,4,20,863,4545,825,3333
921,1169,7277,1039,252,0,0,0,1
922,257,342,3881,151,6,3,3894,1176
923,0,0,0,0,4854,3430,1630,12
924,8,0,3975,0,323,0,5070,315
925,132,3987,670,4634,4,118,98,81
926,5473,0,309,0,3479,0,531,12
927,1226,1255,507,283,448,4715,2,1110
928,2178,64,0,0,6771,111,634,1
929,565,2210,0,252,801,5899,8,15
930,0,48,353,891,46,0,7686,803
931,0,4,0,0,6817,3068,0,1
932,2940,0,623,234,4105,231,42,1600
933,6116,1865,192,1585,1,0,3,0
934,5,6,92,80,6736,844,1980,2
935,0,2617,0,12,130,7115,0,1
936,1,3,5,7,2594,4333,374,2357
937,19,208,0,39,1446,6086,617,1256
938,8,0,0,1,226,2638,1464,5422
939,0,4,487,9196,0,0,120,111
940,5316,2907,468,266,682,11,1,90
941,2,4343,2091,779,2,2580,3,96
942,1128,4246,66,123,2138,1912,9,73
943,42,663,0,53,202,4873,25,3898
944,880,9024,6,1,0,0,0,0
945,372,632,4841,338,147,462,2689,257
946,3447,42,1080,1649,67,97,2003,1230
947,1396,978,15,93,2092,957,4173,78
948,319,2253,85,3540,139,90,172,3101
949,1065,225,805,4,291,10,4559,2754
950,13,1,18,15,5480,4191,38,6
951,231,333,65,106,2461,1826,43,4661
952,1091,2679,76,3487,8,2096,22,215
953,7428,0,284,0,1892,0,262,0
954,168,19,7097,2645,0,2,0,1
955,39,61,6723,2683,32,3,43,202
956,27,87,4,5,349,6171,70,3184
957,79,5502,0,4078,3,78,0,45
958,1,0,0,0,1805,7544,504,26
959,476,175,3400,936,878,0,3929,0
960,174,694,60,184,2978,3557,1404,593
961,7494,1254,445,26,9,604,1,0
962,12,1384,281,462,953,2871,506,3207
963,0,1,585,19,242,128,7510,1393
964,59,2582,1,6291,133,853,4,1
965,184,1052,6557,4,433,961,640,1
966,0,0,19,24,0,195,33,9691
967,7614,89,387,0,1469,227,3,8
968,43,131,4840,4853,0,0,0,19
969,0,6,0,2171,5,5306,44,2390
970,1,392,0,3520,0,0,0,6018
971,81,144,6639,1203,144,772,483,281
972,2351,6502,677,393,0,5,0,0
973,173,84,1075,134,2522,297,5237,185
974,212,912,3,33,2318,1543,4328,190
975,45,23,86,290,9,6635,141,2563
976,26,6636,16,2776,0,196,0,191
977,359,39,8581,332,138,187,126,8
978,197,29,169,99,3,11,5366,3979
979,2,0,2993,241,4,2,5841,632
980,5601,18,1,0,4054,5,170,0
981,22,19,0,0,170,6505,34,3086
982,2069,1264,332,3459,63,363,744,1225
983,117,338,0,0,2091,6634,17,639
984,0,2472,0,0,145,3502,15,3612
985,215,1191,13,8053,215,124,65,0
986,1104,3193,1284,3794,29,227,0,161
987,0,0,0,0,9722,2,236,2
988,28,87,5322,1109,1288,31,2014,0
989,36,1241,10,2033,2,1327,77,5069
990,739,81,221,89,3850,349,2731,1493
991,0,35,6715,227,195,314,606,1660
992,208,13,2289,50,14,0,6615,546
993,75,968,7125,1443,17,9,137,0
994,2,52,707,239,155,6164,386,2094
995,18,248,1165,366,217,3707,1486,2461
996,606,0,19,0,9124,58,89,25
997,431,4728,79,23,573,3654,145,22
998,5,114,4360,4010,7,5,242,971
999,4654,1285,1364,942,582,30,31,636
